depths	NGAM
81.14	109.949732
81.15	109.1006994
81.16	108.676183
81.17	110.3742484
81.18	109.1006994
81.19	107.8271503
81.2	111.223281
81.21	109.5252157
81.22	108.2516667
81.23	105.2800523
81.24	108.2516666
81.25	106.5536013
81.26	102.4674058
81.27	100.7693404
81.28	99.07127502
81.29	99.24108155
81.3	100.9391469
81.31	98.39204888
81.32	96.69398352
81.33	95.4204345
81.34	94.99591815
81.35	94.14688547
81.36	97.11849983
81.37	94.57140183
81.38	93.2978528
81.39	95.84495081
81.4	94.57140182
81.41	91.17527111
81.42	92.4488201
81.43	94.45488561
81.44	92.33230394
81.45	94.45488561
81.46	94.07282092
81.47	92.37475557
81.48	92.37475556
81.49	94.0728209
81.5	94.49733725
81.51	93.64830458
81.52	96.61991893
81.53	97.38404836
81.54	97.38404837
81.55	98.65759738
81.56	96.2803059
81.57	99.62314623
81.58	102.5947606
81.59	99.62314627
81.6	98.30714561
81.61	99.58069461
81.62	100.005211
81.63	101.0665018
81.64	105.3116652
81.65	109.1323122
81.66	110.1511515
81.67	112.2737332
81.68	110.9577325
81.69	108.8351508
81.7	107.2219887
81.71	109.7690868
81.72	109.7690868
81.73	109.1747639
81.74	110.5016033
81.75	114.7467666
81.76	117.8457359
81.77	117.1556711
81.78	119.4056077
81.79	121.5281894
81.8	123.2262547
81.81	120.2546404
81.82	116.6462515
81.83	116.9009613
81.84	115.6274123
81.85	119.0659946
81.86	121.6130926
81.87	119.9150273
81.88	119.4480593
81.89	122.4196737
81.9	120.7216084
81.91	117.749994
81.92	113.9293469
81.93	112.0190234
81.94	114.8316699
81.95	116.4023804
81.96	110.4591517
81.97	106.6385046
81.98	109.6101189
81.99	107.6997954
82	107.2752791
82.01	112.3694751
82.02	109.5911512
82.03	106.831795
82.04	110.8114098
82.05	106.6086981
82.06	103.6370838
82.07	107.8822471
82.08	107.1397952
82.09	104.5926971
82.1	106.6936014
82.11	103.2974707
82.12	99.90133996
82.13	98.99901692
82.14	96.87643523
82.15	93.05578818
82.16	95.17836984
82.17	94.96611168
82.18	86.56068821
82.19	85.09475195
82.2	83.66133188
82.21	79.17229742
82.22	78.74778105
82.23	77.47423204
82.24	75.77616668
82.25	75.24597286
82.26	76.9440382
82.27	76.20068301
82.28	74.50261766
82.29	72.38003596
82.3	74.55590798
82.31	79.2255877
82.32	81.13591125
82.33	81.40145978
82.34	82.16558919
82.35	83.77875127
82.36	87.17488198
82.37	91.28185176
82.38	89.56210901
82.39	91.51488415
82.4	94.48649852
82.41	93.21294953
82.42	95.3355312
82.43	94.35914364
82.44	95.20817631
82.45	99.02882335
82.46	102.0004377
82.47	106.6701175
82.48	105.9484397
82.49	106.5852142
82.5	106.3205689
82.51	106.193214
82.52	107.2545049
82.53	108.9525702
82.54	109.8865062
82.55	111.6053457
82.56	111.7751523
82.57	110.0770869
82.58	111.7751523
82.59	111.1383778
82.6	109.143151
82.61	108.7186346
82.62	106.8932144
82.63	107.7422471
82.64	103.0725674
82.65	100.3981144
82.66	99.97359804
82.67	99.97359804
82.68	97.00198368
82.69	95.47372485
82.7	92.71436865
82.71	88.34185036
82.72	91.39836795
82.73	92.24740065
82.74	92.67191699
82.75	91.39836798
82.76	91.61062614
82.77	96.28030585
82.78	93.30869152
82.79	92.16249739
82.8	93.01153006
82.81	93.98791764
82.82	97.80856468
82.83	99.08211372
82.84	99.50663006
82.85	101.2046954
82.86	106.3413431
82.87	109.5252157
82.88	112.1996686
82.89	111.2449585
82.9	110.9902487
82.91	109.8223771
82.92	113.2185078
82.93	114.5345085
82.94	114.5345085
82.95	116.8693483
82.96	116.8693484
82.97	116.444832
82.98	114.1948954
82.99	114.1948954
83	114.1948954
83.01	115.0439281
83.02	115.0439281
83.03	109.9497321
83.04	104.4310196
83.05	102.5206961
83.06	98.38211341
83.07	96.08972516
83.08	95.13411177
83.09	89.27578632
83.1	86.68623662
83.11	84.56365492
83.12	83.9268804
83.13	83.92688039
83.14	82.65333138
83.15	83.07784771
83.16	78.40816801
83.17	75.39410198
83.18	73.27152028
83.19	72.42248759
83.2	73.52623006
83.21	74.37526274
83.22	75.52145685
83.23	79.34210389
83.24	80.1911366
83.25	81.04016927
83.26	82.18636339
83.27	82.61087974
83.28	82.0590085
83.29	81.20997582
83.3	83.3325575
83.31	83.54481568
83.32	86.89849475
83.33	87.32301111
83.34	90.3370771
83.35	90.76159346
83.36	88.21449544
83.37	90.08236731
83.38	89.65785098
83.39	87.02584969
83.4	85.32778433
83.41	86.38907516
83.42	87.23810784
83.43	88.00223725
83.44	88.42675359
83.45	87.70507582
83.46	88.97862483
83.47	88.5541085
83.48	89.70030261
83.49	88.46920524
83.5	91.01630325
83.51	90.2946255
83.52	89.87010915
83.53	92.41720717
83.54	96.23785422
83.55	96.23785425
83.56	98.48779083
83.57	101.0348889
83.58	103.3697287
83.59	107.1903758
83.6	111.0110228
83.61	111.0110229
83.62	115.2561862
83.63	114.3222503
83.64	113.0487013
83.65	110.4167
83.66	108.2941183
83.67	108.2941183
83.68	106.0441817
83.69	106.6809562
83.7	110.5016032
83.71	104.5583746
83.72	104.9828908
83.73	105.3649556
83.74	102.3933412
83.75	98.57269415
83.76	95.60107976
83.77	93.69075622
83.78	96.66237057
83.79	94.11527257
83.8	97.55385488
83.81	97.97837124
83.82	99.25192025
83.83	101.7990183
83.84	100.0585013
83.85	99.63398497
83.86	99.4217268
83.87	98.99721046
83.88	99.15617828
83.89	101.7881796
83.9	102.1277927
83.91	104.6748907
83.92	106.1606979
83.93	105.3116652
83.94	105.2267619
83.95	101.8306312
83.96	97.79772602
83.97	95.98314446
83.98	96.66237058
83.99	99.20946861
84	97.08688694
84.01	97.08688693
84.02	102.4357928
84.03	99.88869479
84.04	98.19062942
84.05	98.88069427
84.06	96.24869298
84.07	97.055274
84.08	96.75811257
84.09	94.84778906
84.1	96.97037073
84.11	95.9090799
84.12	96.33359623
84.13	99.09295242
84.14	97.97837125
84.15	97.59630654
84.16	93.35114317
84.17	95.04920848
84.18	97.63875815
84.19	95.26146668
84.2	93.81811112
84.21	93.39359477
84.22	96.36520913
84.23	98.48779083
84.24	95.55862813
84.25	92.88417518
84.26	95.43127318
84.27	94.28507909
84.28	93.22378824
84.29	95.34636992
84.3	95.77088627
84.31	93.64830459
84.32	93.35114314
84.33	92.07759413
84.34	93.77565946
84.35	91.22856146
84.36	91.31346471
84.37	97.42649995
84.38	95.72843465
84.39	94.03036929
84.4	91.48327126
84.41	89.78520589
84.42	91.90778757
84.43	91.90778758
84.44	88.38430199
84.45	87.11075295
84.46	83.71462225
84.47	82.86558955
84.48	84.47875162
84.49	82.78068629
84.5	82.78068627
84.51	77.68649023
84.52	79.80907188
84.53	76.32803793
84.54	72.08287454
84.55	73.61113332
84.56	69.7904863
84.57	69.79048627
84.58	68.51693726
84.59	65.12080656
84.6	63.33783792
84.61	63.76235425
84.62	64.18687059
84.63	67.15848495
84.64	67.15848497
84.65	67.15848497
84.66	65.88493596
84.67	68.43203397
84.68	71.40364834
84.69	69.28106668
84.7	70.13009934
84.71	67.58300133
84.72	64.35667715
84.73	66.05474247
84.74	67.75280783
84.75	69.45087319
84.76	69.02635687
84.77	68.26222746
84.78	69.11126012
84.79	70.38480914
84.8	66.56416212
84.81	66.13964575
84.82	65.80003268
84.83	68.3471307
84.84	67.92261438
84.85	67.28583987
84.86	68.13487254
84.87	69.8329379
84.88	72.38003593
84.89	77.13461892
84.9	77.13461895
84.91	75.0544889
84.92	73.78093988
84.93	74.71487581
84.94	77.26197384
84.95	76.83745752
84.96	78.23836143
84.97	82.4835248
84.98	80.78545949
84.99	83.03539606
85	84.30894509
85.01	86.43152678
85.02	84.09668695
85.03	84.09668693
85.04	84.9457196
85.05	87.91733396
85.06	85.62494577
85.07	83.9268804
85.08	85.58249411
85.09	88.97862481
85.1	91.27101305
85.11	89.99746406
85.12	92.12004574
85.13	89.44559283
85.14	86.04946212
85.15	88.12959214
85.16	88.79797958
85.17	86.33578483
85.18	83.36417046
85.19	85.48675212
85.2	85.35939723
85.21	81.11423387
85.22	78.99165215
85.23	80.13784624
85.24	79.71332992
85.25	79.28881358
85.26	79.71332991
85.27	79.33126521
85.28	80.18029788
85.29	78.90674888
85.3	81.02933055
85.31	82.72739591
85.32	82.72739593
85.33	79.80907192
85.34	80.5732013
85.35	83.12029933
85.36	83.71462222
85.37	82.09062143
85.38	84.89242924
85.39	84.04339659
85.4	82.5575894
85.41	82.55758939
85.42	83.40662206
85.43	81.33733073
85.44	81.88920196
85.45	81.46468562
85.46	79.85152354
85.47	80.27603987
85.48	78.91758759
85.49	77.58081273
85.5	77.53836109
85.51	78.8119101
85.52	76.26481209
85.53	77.36855455
85.54	77.08132861
85.55	78.52468415
85.56	82.76984753
85.57	83.1943639
85.58	85.18959068
85.59	82.64249268
85.6	84.71268722
85.61	84.71268723
85.62	85.30701011
85.63	89.89178655
85.64	90.31630292
85.65	91.6747552
85.66	97.29914506
85.67	95.21901505
85.68	97.76611305
85.69	100.3132111
85.7	99.97359804
85.71	103.7093418
85.72	103.2848255
85.73	99.46417846
85.74	104.5583745
85.75	105.5347621
85.76	106.8083111
85.77	105.7894719
85.78	107.0630209
85.79	106.0441817
85.8	105.6196654
85.81	104.7706327
85.82	105.6196654
85.83	103.0725673
85.84	111.5628941
85.85	108.1667634
85.86	105.195149
85.87	103.4121804
85.88	103.8366967
85.89	101.714115
85.9	108.5063764
85.91	102.5631478
85.92	104.2612131
85.93	104.9828908
85.94	104.3036647
85.95	103.8791484
85.96	103.0301157
85.97	103.0301157
85.98	102.6055993
85.99	102.181083
86	98.91230721
86.01	92.96907848
86.02	93.8181111
86.03	95.09166012
86.04	96.49256404
86.05	96.06804772
86.06	96.06804771
86.07	89.70030266
86.08	90.84649672
86.09	87.87488238
86.1	87.15320458
86.11	89.7003026
86.12	87.57772093
86.13	90.59178691
86.14	90.59178693
86.15	89.65785099
86.16	89.23333464
86.17	89.10597974
86.18	90.80404509
86.19	89.10597975
86.2	93.2237882
86.21	94.79449868
86.22	93.94546602
86.23	95.64353136
86.24	98.27553266
86.25	98.65759738
86.26	99.71888823
86.27	101.9688248
86.28	101.5443085
86.29	100.7377275
86.3	99.84624314
86.31	98.99721046
86.32	100.907534
86.33	100.907534
86.34	104.4734712
86.35	103.8366967
86.36	108.4639248
86.37	103.0725674
86.38	101.374502
86.39	100.3981144
86.4	100.1858562
86.41	101.714115
86.42	104.0065033
86.43	102.9452124
86.44	102.9452124
86.45	101.6716634
86.46	104.728181
86.47	103.1366964
86.48	102.8819866
86.49	103.6036644
86.5	105.3017297
86.51	104.919665
86.52	103.0093415
86.53	101.4810827
86.54	107.4243114
86.55	106.7875369
86.56	109.0374735
86.57	110.0987644
86.58	109.334635
86.59	107.2120533
86.6	110.1836676
86.61	109.8964417
86.62	109.7266351
86.63	111.7218619
86.64	112.0407008
86.65	111.8708943
86.66	112.2954106
86.67	108.0502472
86.68	110.8096034
86.69	111.2341198
86.7	109.4086995
86.71	107.3285694
86.72	107.1163113
86.73	106.6917949
86.74	106.2672786
86.75	103.7201806
86.76	101.5975989
86.77	98.92314592
86.78	96.95953204
86.79	94.1577242
86.8	91.01630329
86.81	90.59178693
86.82	88.89372158
86.83	84.6485582
86.84	85.49759084
86.85	78.15345823
86.86	77.3044255
86.87	75.60636014
86.88	74.71487582
86.89	71.87061636
86.9	69.74803466
86.91	67.20093662
86.92	66.77642026
86.93	67.2009366
86.94	67.75280784
86.95	65.63022616
86.96	67.32829149
86.97	67.71035621
86.98	67.71035621
86.99	66.52171047
87	67.37074313
87.01	69.06880848
87.02	73.65358493
87.03	75.35165031
87.04	78.11100651
87.05	76.32803792
87.06	77.47423202
87.07	79.68171698
87.08	79.25720066
87.09	82.61087971
87.1	86.00701043
87.11	88.12959214
87.12	90.20972221
87.13	90.63423856
87.14	92.54456208
87.15	95.09166011
87.16	97.55385488
87.17	100.5679209
87.18	106.5111496
87.19	104.6008262
87.2	108.8459895
87.21	110.7563131
87.22	112.963798
87.23	115.0863797
87.24	114.3222503
87.25	116.8693483
87.26	114.7892183
87.27	113.6854758
87.28	111.0110229
87.29	113.1760562
87.3	118.2702522
87.31	119.7985111
87.32	122.3456091
87.33	124.8927072
87.34	122.3031575
87.35	116.5297353
87.36	119.925866
87.37	116.5297353
87.38	114.6194118
87.39	114.6194118
87.4	117.1665098
87.41	117.8457359
87.42	116.4872837
87.43	118.6098653
87.44	118.4400588
87.45	123.4069
87.46	125.5294817
87.47	121.7088347
87.48	121.0296085
87.49	120.4352856
87.5	118.7372203
87.51	122.133351
87.52	120.2230275
87.53	120.6475438
87.54	122.7701255
87.55	125.5294817
87.56	125.614385
87.57	123.9163196
87.58	124.3832876
87.59	127.4398052
87.6	124.8927072
87.61	125.0625137
87.62	121.0720602
87.63	120.2230275
87.64	123.8314163
87.65	123.4069
87.66	119.7560595
87.67	119.5013497
87.68	119.5013497
87.69	121.7937379
87.7	121.3692216
87.71	120.1805758
87.72	118.0579941
87.73	119.5862529
87.74	118.7372203
87.75	116.444832
87.76	115.6807026
87.77	116.5297353
87.78	115.7656059
87.79	118.3127039
87.8	118.6947686
87.81	115.5108961
87.82	114.704315
87.83	114.2797987
87.84	114.6618634
87.85	113.3883144
87.86	113.7703791
87.87	113.3458627
87.88	111.1383778
87.89	107.7422471
87.9	104.6857294
87.91	102.5631477
87.92	100.5679209
87.93	100.0585013
87.94	97.51140329
87.95	98.10572614
87.96	95.72843466
87.97	92.37475558
87.98	89.82765754
87.99	85.11552618
88	83.45991243
88.01	80.36094316
88.02	76.96481244
88.03	74.75732747
88.04	72.21022943
88.05	69.83293793
88.06	71.95551959
88.07	70.8093255
88.08	71.65835816
88.09	73.78093985
88.1	71.23384185
88.11	71.65835817
88.12	71.23384183
88.13	68.55938891
88.14	67.28583988
88.15	68.55938888
88.16	69.8329379
88.17	71.91306796
88.18	71.5734549
88.19	69.45087322
88.2	68.98390523
88.21	69.8329379
88.22	75.18184375
88.23	77.30442547
88.24	78.8326843
88.25	80.10623332
88.26	82.65333135
88.27	83.79952548
88.28	86.77113985
88.29	86.60133333
88.3	86.5588817
88.31	88.12959214
88.32	88.12959216
88.33	93.2237882
88.34	93.4360464
88.35	92.9266268
88.36	98.44533917
88.37	100.7377274
88.38	99.88869478
88.39	97.21424185
88.4	95.94069282
88.41	95.30391831
88.42	97.38404835
88.43	99.50663005
88.44	102.9452124
88.45	102.9452124
88.46	102.6905026
88.47	104.6432778
88.48	107.3177307
88.49	108.3365699
88.5	108.3365699
88.51	110.2468934
88.52	113.6430242
88.53	110.2893451
88.54	108.8884412
88.55	108.8459895
88.56	109.3978608
88.57	109.1856026
88.58	107.4875373
88.59	105.4074072
88.6	99.84624318
88.61	96.53501571
88.62	94.2850791
88.63	93.43604641
88.64	93.60585294
88.65	89.02107651
88.66	89.70030261
88.67	86.30417192
88.68	82.48352487
88.69	79.51191048
88.7	80.74300783
88.71	82.44107319
88.72	85.49759083
88.73	85.49759085
88.74	84.35139674
88.75	84.77591307
88.76	85.62494575
88.77	90.20972219
88.78	89.36068955
88.79	94.58224048
88.8	96.28030587
88.81	96.87462875
88.82	101.0348889
88.83	101.8839216
88.84	101.714115
88.85	102.987664
88.86	104.6857294
88.87	104.2612131
88.88	102.4357928
88.89	100.6952758
88.9	100.6952758
88.91	102.987664
88.92	103.8366967
88.93	101.714115
88.94	100.1434046
88.95	102.3933412
88.96	96.8746288
88.97	95.17656341
88.98	93.26623988
88.99	90.71914185
89	89.02107648
89.01	89.78520588
89.02	92.3323039
89.03	94.92185357
89.04	95.34636993
89.05	96.11049934
89.06	93.56340133
89.07	93.39359477
89.08	92.03514249
89.09	90.33707714
89.1	94.58224049
89.11	92.0351425
89.12	89.36068956
89.13	91.90778756
89.14	95.68598298
89.15	97.00198365
89.16	97.6812098
89.17	98.10572614
89.18	98.78495228
89.19	95.81333793
89.2	94.2850791
89.21	94.28507908
89.22	95.43127319
89.23	99.67643657
89.24	100.0585013
89.25	102.181083
89.26	106.0866333
89.27	102.2659863
89.28	104.4734712
89.29	107.1479242
89.3	107.9969569
89.31	106.0866333
89.32	107.4450856
89.33	111.0110228
89.34	109.7374739
89.35	110.9685712
89.36	113.9401856
89.37	115.0014765
89.38	115.8505091
89.39	114.704315
89.4	118.1004457
89.41	121.2843183
89.42	120.0107693
89.43	121.6239314
89.44	122.472964
89.45	122.4729641
89.46	122.7701255
89.47	123.6191582
89.48	123.0248353
89.49	120.8173503
89.5	116.9967033
89.51	121.4541248
89.52	121.4965765
89.53	124.8927072
89.54	124.0436745
89.55	124.4681908
89.56	124.2559327
89.57	120.859802
89.58	121.7088346
89.59	122.9823837
89.6	120.4352856
89.61	120.0107693
89.62	118.652317
89.63	117.9730909
89.64	116.6995418
89.65	119.2466398
89.66	120.5201889
89.67	118.8221235
89.68	117.3363164
89.69	117.7608327
89.7	112.0723138
89.71	113.3458627
89.72	112.9213464
89.73	113.3458627
89.74	112.2421203
89.75	106.2988916
89.76	107.1479242
89.77	108.0818601
89.78	109.3554091
89.79	110.6289582
89.8	110.6289582
89.81	109.3554092
89.82	107.2328275
89.83	108.0818601
89.84	112.7090882
89.85	109.7374739
89.86	107.6148922
89.87	110.2893451
89.88	108.1667634
89.89	111.0534745
89.9	116.5721869
89.91	116.4023804
89.92	120.9871568
89.93	119.2890915
89.94	116.6570902
89.95	116.3599288
89.96	117.2089614
89.97	115.7656059
89.98	115.5108961
89.99	114.2373471
90	112.963798
90.01	109.5252157
90.02	112.0723137
90.03	113.7279274
90.04	112.0723137
90.05	115.4684444
90.06	114.704315
90.07	112.157217
90.08	114.704315
90.09	111.2657327
90.1	110.8412163
90.11	113.8128307
90.12	114.5769601
90.13	113.7279275
90.14	118.8221235
90.15	119.0768333
90.16	119.3739948
90.17	124.8927071
90.18	129.6472902
90.19	132.1943882
90.2	128.8407092
90.21	132.7887111
90.22	131.9396784
90.23	128.9680641
90.24	125.5719334
90.25	126.2511595
90.26	128.9256124
90.27	129.7746451
90.28	131.0481941
90.29	131.8547752
90.3	131.5576137
90.31	130.2840647
90.32	131.5576137
90.33	133.383034
90.34	130.4114196
90.35	129.1378706
90.36	129.1378706
90.37	130.5812261
90.38	126.2087079
90.39	123.2370935
90.4	124.9351588
90.41	128.3312895
90.42	127.2275471
90.43	129.1378706
90.44	131.2604523
90.45	130.835936
90.46	130.8359359
90.47	130.0718065
90.48	128.7982575
90.49	125.8266432
90.5	127.0577405
90.51	125.7841915
90.52	125.3596752
90.53	123.1946418
90.54	126.420966
90.55	127.694515
90.56	128.5435477
90.57	127.9067732
90.58	124.9351588
90.59	122.8125771
90.6	120.9022536
90.61	117.2938647
90.62	116.444832
90.63	114.7467667
90.64	118.185349
90.65	119.458898
90.66	120.732447
90.67	119.5013497
90.68	118.4400588
90.69	115.4684445
90.7	113.8128307
90.71	110.2044419
90.72	108.5063765
90.73	109.1006993
90.74	109.7374739
90.75	108.8884412
90.76	104.855536
90.77	103.3272771
90.78	103.5395353
90.79	102.0537281
90.8	102.0537281
90.81	96.70482226
90.82	93.30869153
90.83	92.45965883
90.84	89.9125608
90.85	92.204949
90.86	94.3275307
90.87	92.20494904
90.88	90.29462551
90.89	91.5681745
90.9	91.39836798
90.91	91.82288431
90.92	93.98791763
90.93	101.8414699
90.94	99.97359805
90.95	102.9452124
90.96	102.9452124
90.97	103.3697288
90.98	105.4923104
90.99	107.1903758
91	108.5912797
91.01	109.8648287
91.02	109.0582477
91.03	108.6337314
91.04	113.7279274
91.05	117.1665098
91.06	118.4400588
91.07	117.1665098
91.08	115.8929608
91.09	116.6995418
91.1	116.2750255
91.11	118.3976072
91.12	117.5485745
91.13	118.185349
91.14	118.652317
91.15	118.652317
91.16	121.6239313
91.17	120.2230275
91.18	122.7276738
91.19	125.6992882
91.2	127.8218699
91.21	128.6709026
91.22	129.0529673
91.23	130.3265163
91.24	132.8736144
91.25	135.8452287
91.26	133.1283242
91.27	132.2792915
91.28	133.1283242
91.29	132.7038078
91.3	134.4018732
91.31	134.3594216
91.32	137.203681
91.33	135.5056157
91.34	138.47723
91.35	137.331036
91.36	132.2368399
91.37	129.8595484
91.38	130.2840647
91.39	131.9821301
91.4	126.8454824
91.41	126.8454824
91.42	123.873868
91.43	128.0765797
91.44	124.680449
91.45	126.6332242
91.46	129.1803222
91.47	126.4634177
91.48	126.4634176
91.49	124.1710294
91.5	124.1710294
91.51	123.7465131
91.52	124.9351588
91.53	126.6332242
91.54	128.5435477
91.55	125.147417
91.56	121.9210928
91.57	122.3880608
91.58	122.8125771
91.59	121.9635445
91.6	118.7796719
91.61	123.2370934
91.62	121.2843183
91.63	116.8268968
91.64	118.2702523
91.65	120.8173503
91.66	123.4918032
91.67	120.5201889
91.68	120.1381242
91.69	118.4400588
91.7	116.7419935
91.71	116.7419935
91.72	115.0439281
91.73	114.0250889
91.74	114.704315
91.75	113.8552824
91.76	117.6759294
91.77	114.364702
91.78	111.1808294
91.79	112.4543784
91.8	113.2185078
91.81	111.9449588
91.82	108.1243118
91.83	105.4498588
91.84	108.8459895
91.85	110.0770869
91.86	107.9545052
91.87	109.3554091
91.88	107.6997954
91.89	108.9733444
91.9	111.0959261
91.91	109.1856026
91.92	107.4875373
91.93	102.8178576
91.94	106.2564398
91.95	108.8035379
91.96	107.9545052
91.97	107.5724405
91.98	107.5724405
91.99	107.3601824
92	106.3837948
92.01	105.1102458
92.02	101.5867602
92.03	102.4357928
92.04	103.9640516
92.05	103.9640516
92.06	101.4169536
92.07	98.0208229
92.08	98.78495228
92.09	99.20946862
92.1	99.20946863
92.11	95.68598304
92.12	89.31823796
92.13	84.35139677
92.14	81.63449218
92.15	79.55436211
92.16	77.64403858
92.17	75.09694054
92.18	69.79048632
92.19	68.21977583
92.2	66.5641621
92.21	61.51241769
92.22	56.67293141
92.23	55.48428563
92.24	53.36170394
92.25	51.45138041
92.26	48.90428237
92.27	48.90428235
92.28	49.37125032
92.29	48.09770132
92.3	46.9515072
92.31	46.95150719
92.32	47.33357189
92.33	47.3335719
92.34	48.18260457
92.35	48.56466928
92.36	46.4420876
92.37	46.82415228
92.38	47.29112026
92.39	47.88544313
92.4	45.67795819
92.41	47.03641045
92.42	46.44208759
92.43	45.38079674
92.44	46.65434574
92.45	45.33834511
92.46	45.2109902
92.47	47.07886208
92.48	47.50337843
92.49	46.22982942
92.5	44.7015706
92.51	44.70157059
92.52	44.31950589
92.53	46.01757123
92.54	45.63550654
92.55	48.14015292
92.56	49.07408888
92.57	52.42776795
92.58	51.91834837
92.59	54.88996272
92.6	55.52673725
92.61	57.2248026
92.62	57.49035113
92.63	59.78273935
92.64	59.78273937
92.65	59.01860996
92.66	58.59409362
92.67	60.9713851
92.68	61.39590146
92.69	63.30622497
92.7	65.42880667
92.71	65.38635506
92.72	65.55616159
92.73	67.16932367
92.74	65.08919363
92.75	70.18338965
92.76	70.1833897
92.77	72.60313281
92.78	68.35796947
92.79	70.63951894
92.8	71.02158366
92.81	71.02158366
92.82	73.31397188
92.83	76.28558625
92.84	74.6724242
92.85	76.79500587
92.86	80.99771761
92.87	80.99771765
92.88	85.24288101
92.89	86.00701045
92.9	86.43152679
92.91	92.71436858
92.92	90.59178695
92.93	92.28985227
92.94	94.96430521
92.95	100.0585013
92.96	102.648051
92.97	103.7942451
92.98	108.4639248
92.99	107.3177307
93	111.1383777
93.01	117.251413
93.02	121.4965764
93.03	119.586253
93.04	122.133351
93.05	122.9823837
93.06	122.9823837
93.07	124.2559327
93.08	121.9635445
93.09	122.8125771
93.1	122.1758026
93.11	124.7229006
93.12	127.3973536
93.13	128.2039346
93.14	129.7321935
93.15	128.0341281
93.16	132.2368398
93.17	130.9632909
93.18	132.109485
93.19	128.2888379
93.2	135.1660026
93.21	133.2556791
93.22	129.8595484
93.23	132.5340013
93.24	132.109485
93.25	131.0906458
93.26	133.1283242
93.27	135.463164
93.28	135.590519
93.29	129.9444517
93.3	130.2840647
93.31	129.7321935
93.32	131.8547751
93.33	130.7085811
93.34	129.8595484
93.35	126.8030307
93.36	124.2559327
93.37	116.7844452
93.38	116.7844451
93.39	117.2089614
93.4	116.8268967
93.41	118.5249621
93.42	118.0155425
93.43	116.4023804
93.44	113.8552824
93.45	108.6337314
93.46	110.4591516
93.47	107.1479242
93.48	109.6101189
93.49	108.3365699
93.5	104.8979876
93.51	102.3084379
93.52	103.5395353
93.53	109.6101189
93.54	112.5817333
93.55	113.7279274
93.56	114.3222503
93.57	111.5204425
93.58	111.9449588
93.59	112.3270235
93.6	112.3270235
93.61	115.2137346
93.62	119.8834143
93.63	119.119285
93.64	119.9683176
93.65	116.9118
93.66	114.7892183
93.67	118.2278006
93.68	121.2418666
93.69	118.8645752
93.7	113.897734
93.71	116.0203157
93.72	114.1099922
93.73	116.0203157
93.74	119.8409627
93.75	120.9447052
93.76	124.4681908
93.77	127.227547
93.78	125.614385
93.79	121.9635445
93.8	124.2559327
93.81	125.1049654
93.82	123.5767065
93.83	124.5955457
93.84	127.1001921
93.85	126.2511595
93.86	127.3973536
93.87	128.161483
93.88	126.4634177
93.89	128.3737412
93.9	126.7181275
93.91	125.6992882
93.92	125.0200621
93.93	124.9351588
93.94	120.9022536
93.95	119.8409628
93.96	126.4634176
93.97	124.9351588
93.98	123.2370935
93.99	124.9351588
94	124.9351588
94.01	121.5390281
94.02	123.1946418
94.03	121.8786412
94.04	118.312704
94.05	115.8929608
94.06	113.2609595
94.07	110.7138615
94.08	107.6573438
94.09	102.5631478
94.1	99.12456539
94.11	101.247147
94.12	100.8650824
94.13	93.2237883
94.14	93.22378824
94.15	91.95023923
94.16	91.39836798
94.17	91.78043268
94.18	91.14365818
94.19	90.33707713
94.2	89.36068955
94.21	94.45488558
94.22	93.30869151
94.23	94.15772418
94.24	98.82740388
94.25	100.7377274
94.26	104.9828908
94.27	103.454632
94.28	103.454632
94.29	105.7470202
94.3	106.0017301
94.31	107.1479242
94.32	114.0250888
94.33	116.3174771
94.34	115.9354124
94.35	114.4071536
94.36	112.9213464
94.37	114.8316699
94.38	115.5957993
94.39	117.0391549
94.4	118.4400588
94.41	119.119285
94.42	117.4636713
94.43	117.0816065
94.44	120.4352856
94.45	122.133351
94.46	123.2795451
94.47	125.147417
94.48	126.6756758
94.49	124.7653523
94.5	124.0012229
94.51	127.6520634
94.52	131.0906457
94.53	132.1519366
94.54	134.4443248
94.55	131.9821301
94.56	135.2192929
94.57	135.219293
94.58	130.2949035
94.59	133.4787759
94.6	134.285357
94.61	137.0447132
94.62	136.6201969
94.63	133.3514211
94.64	131.8656139
94.65	126.516708
94.66	127.4930956
94.67	126.516708
94.68	124.0120616
94.69	126.9836759
94.7	125.1582557
94.71	125.3280622
94.72	125.3280622
94.73	122.5154157
94.74	122.133351
94.75	125.1049653
94.76	122.8125771
94.77	121.9635445
94.78	120.4777373
94.79	117.6759294
94.8	117.6759294
94.81	116.9118
94.82	121.5814797
94.83	120.3079307
94.84	120.9022536
94.85	120.4352856
94.86	119.3739948
94.87	125.020062
94.88	125.4445784
94.89	131.3453555
94.9	129.2227739
94.91	131.8972268
94.92	134.8688412
94.93	135.6329706
94.94	135.6754222
94.95	132.7038079
94.96	135.3782608
94.97	140.9394248
94.98	147.0100084
94.99	146.9251052
95	146.840202
95.01	148.3684608
95.02	150.7457523
95.03	151.127817
95.04	147.30717
95.05	146.7128471
95.06	141.3639412
95.07	144.7600719
95.08	143.6138778
95.09	141.8309092
95.1	140.684715
95.11	138.9441981
95.12	144.9298784
95.13	144.5478137
95.14	143.0195549
95.15	140.7696183
95.16	137.8829072
95.17	135.590519
95.18	134.0622601
95.19	134.4443248
95.2	134.8263895
95.21	135.2933575
95.22	134.5292281
95.23	134.5292281
95.24	131.9821301
