DEPTH	NGAM
150.2	86.59
150.21	86.16
150.22	87.66
150.23	88.88
150.24	90.09
150.25	91.31
150.26	92.52
150.27	93.74
150.28	94.95
150.29	96.17
150.3	97.38
150.31	97.1
150.32	96.74
150.33	96.38
150.34	96.03
150.35	95.67
150.36	95.31
150.37	94.95
150.38	94.6
150.39	94.24
150.4	94.17
150.41	94.31
150.42	94.45
150.43	94.6
150.44	94.74
150.45	94.88
150.46	95.02
150.47	95.17
150.48	95.31
150.49	95.53
150.5	95.6
150.51	95.67
150.52	95.74
150.53	95.81
150.54	95.88
150.55	95.95
150.56	96.03
150.57	96.1
150.58	95.95
150.59	95.24
150.6	94.52
150.61	93.81
150.62	93.09
150.63	92.38
150.64	91.66
150.65	90.95
150.66	90.23
150.67	89.66
150.68	89.52
150.69	89.38
150.7	89.23
150.71	89.09
150.72	88.95
150.73	88.8
150.74	88.66
150.75	88.52
150.76	88.95
150.77	89.23
150.78	89.52
150.79	89.81
150.8	90.09
150.81	90.38
150.82	90.66
150.83	90.95
150.84	91.24
150.85	91.09
150.86	91.16
150.87	91.24
150.88	91.31
150.89	91.38
150.9	91.45
150.91	91.52
150.92	91.59
150.93	91.66
150.94	91.52
150.95	91.38
150.96	91.24
150.97	91.09
150.98	90.95
150.99	90.81
151	90.66
151.01	90.52
151.02	90.38
151.03	90.66
151.04	90.95
151.05	91.24
151.06	91.52
151.07	91.81
151.08	92.09
151.09	92.38
151.1	92.67
151.11	93.31
151.12	93.95
151.13	94.6
151.14	95.24
151.15	95.88
151.16	96.53
151.17	97.17
151.18	97.81
151.19	98.96
151.2	99.46
151.21	99.96
151.22	100.46
151.23	100.96
151.24	101.46
151.25	101.96
151.26	102.46
151.27	102.96
151.28	99.82
151.29	96.67
151.3	93.52
151.31	90.38
151.32	87.23
151.33	84.09
151.34	80.94
151.35	77.79
151.36	74.15
151.37	72.93
151.38	71.72
151.39	70.5
151.4	69.28
151.41	68.07
151.42	66.85
151.43	65.64
151.44	64.42
151.45	66.85
151.46	67.85
151.47	68.86
151.48	69.86
151.49	70.86
151.5	71.86
151.51	72.86
151.52	73.86
151.53	74.86
151.54	73.43
151.55	73.36
151.56	73.29
151.57	73.22
151.58	73.15
151.59	73.07
151.6	73
151.61	72.93
151.62	72.86
151.63	74.22
151.64	75.22
151.65	76.22
151.66	77.22
151.67	78.22
151.68	79.22
151.69	80.22
151.7	81.23
151.71	82.23
151.72	81.87
151.73	81.44
151.74	81.01
151.75	80.58
151.76	80.15
151.77	79.72
151.78	79.29
151.79	78.87
151.8	78.44
151.81	78.37
151.82	78.01
151.83	77.65
151.84	77.29
151.85	76.94
151.86	76.58
151.87	76.22
151.88	75.86
151.89	75.51
151.9	75.22
151.91	75.43
151.92	75.65
151.93	75.86
151.94	76.08
151.95	76.29
151.96	76.51
151.97	76.72
151.98	76.94
151.99	78.15
152	79.37
152.01	80.58
152.02	81.8
152.03	83.01
152.04	84.23
152.05	85.44
152.06	86.66
152.07	87.87
152.08	87.52
152.09	87.16
152.1	86.8
152.11	86.44
152.12	86.09
152.13	85.73
152.14	85.37
152.15	85.01
152.16	83.94
152.17	82.94
152.18	81.94
152.19	80.94
152.2	79.94
152.21	78.94
152.22	77.94
152.23	76.94
152.24	75.93
152.25	76.01
152.26	76.36
152.27	76.72
152.28	77.08
152.29	77.44
152.3	77.79
152.31	78.15
152.32	78.51
152.33	78.87
152.34	79.15
152.35	79.22
152.36	79.29
152.37	79.37
152.38	79.44
152.39	79.51
152.4	79.58
152.41	79.65
152.42	79.72
152.43	79.51
152.44	78.15
152.45	76.79
152.46	75.43
152.47	74.08
152.48	72.72
152.49	71.36
152.5	70
152.51	68.64
152.52	67.5
152.53	68.28
152.54	69.07
152.55	69.86
152.56	70.64
152.57	71.43
152.58	72.22
152.59	73
152.6	73.79
152.61	75.72
152.62	77.36
152.63	79.01
152.64	80.65
152.65	82.3
152.66	83.94
152.67	85.59
152.68	87.23
152.69	88.88
152.7	88.59
152.71	88.38
152.72	88.16
152.73	87.95
152.74	87.73
152.75	87.52
152.76	87.3
152.77	87.09
152.78	86.87
152.79	86.95
152.8	85.94
152.81	84.94
152.82	83.94
152.83	82.94
152.84	81.94
152.85	80.94
152.86	79.94
152.87	78.94
152.88	77.86
152.89	78.08
152.9	78.29
152.91	78.51
152.92	78.72
152.93	78.94
152.94	79.15
152.95	79.37
152.96	79.58
152.97	80.87
152.98	81.23
152.99	81.58
153	81.94
153.01	82.3
153.02	82.66
153.03	83.01
153.04	83.37
153.05	83.73
153.06	82.8
153.07	81.73
153.08	80.65
153.09	79.58
153.1	78.51
153.11	77.44
153.12	76.36
153.13	75.29
153.14	74.22
153.15	74.08
153.16	74.79
153.17	75.51
153.18	76.22
153.19	76.94
153.2	77.65
153.21	78.37
153.22	79.08
153.23	79.8
153.24	80.65
153.25	81.23
153.26	81.8
153.27	82.37
153.28	82.94
153.29	83.51
153.3	84.09
153.31	84.66
153.32	85.23
153.33	84.94
153.34	83.94
153.35	82.94
153.36	81.94
153.37	80.94
153.38	79.94
153.39	78.94
153.4	77.94
153.41	76.94
153.42	76.22
153.43	76.72
153.44	77.22
153.45	77.72
153.46	78.22
153.47	78.72
153.48	79.22
153.49	79.72
153.5	80.22
153.51	81.44
153.52	83.16
153.53	84.87
153.54	86.59
153.55	88.3
153.56	90.02
153.57	91.74
153.58	93.45
153.59	95.17
153.6	95.67
153.61	96.24
153.62	96.81
153.63	97.38
153.64	97.96
153.65	98.53
153.66	99.1
153.67	99.67
153.68	100.24
153.69	100.32
153.7	98.81
153.71	97.31
153.72	95.81
153.73	94.31
153.74	92.81
153.75	91.31
153.76	89.81
153.77	88.3
153.78	86.73
153.79	85.8
153.8	84.87
153.81	83.94
153.82	83.01
153.83	82.08
153.84	81.15
153.85	80.22
153.86	79.29
153.87	79.94
153.88	80.58
153.89	81.23
153.9	81.87
153.91	82.51
153.92	83.16
153.93	83.8
153.94	84.44
153.95	85.09
153.96	85.09
153.97	84.44
153.98	83.8
153.99	83.16
154	82.51
154.01	81.87
154.02	81.23
154.03	80.58
154.04	79.94
154.05	79.29
154.06	80.15
154.07	81.01
154.08	81.87
154.09	82.73
154.1	83.58
154.11	84.44
154.12	85.3
154.13	86.16
154.14	87.66
154.15	89.38
154.16	91.09
154.17	92.81
154.18	94.52
154.19	96.24
154.2	97.96
154.21	99.67
154.22	101.39
154.23	101.6
154.24	101.32
154.25	101.03
154.26	100.74
154.27	100.46
154.28	100.17
154.29	99.89
154.3	99.6
154.31	99.31
154.32	98.81
154.33	97.53
154.34	96.24
154.35	94.95
154.36	93.67
154.37	92.38
154.38	91.09
154.39	89.81
154.4	88.52
154.41	87.73
154.42	87.37
154.43	87.02
154.44	86.66
154.45	86.3
154.46	85.94
154.47	85.59
154.48	85.23
154.49	84.87
154.5	85.3
154.51	85.3
154.52	85.3
154.53	85.3
154.54	85.3
154.55	85.3
154.56	85.3
154.57	85.3
154.58	85.3
154.59	84.87
154.6	85.01
154.61	85.16
154.62	85.3
154.63	85.44
154.64	85.59
154.65	85.73
154.66	85.87
154.67	86.02
154.68	86.59
154.69	87.59
154.7	88.59
154.71	89.59
154.72	90.59
154.73	91.59
154.74	92.59
154.75	93.59
154.76	94.6
154.77	95.02
154.78	93.95
154.79	92.88
154.8	91.81
154.81	90.73
154.82	89.66
154.83	88.59
154.84	87.52
154.85	86.44
154.86	84.94
154.87	83.08
154.88	81.23
154.89	79.37
154.9	77.51
154.91	75.65
154.92	73.79
154.93	71.93
154.94	70.07
154.95	69.71
154.96	71.5
154.97	73.29
154.98	75.08
154.99	76.86
155	78.65
155.01	80.44
155.02	82.23
155.03	84.01
155.04	86.16
155.05	85.87
155.06	85.59
155.07	85.3
155.08	85.01
155.09	84.73
155.1	84.44
155.11	84.16
155.12	83.87
155.13	81.44
155.14	80.15
155.15	78.87
155.16	77.58
155.17	76.29
155.18	75
155.19	73.72
155.2	72.43
155.21	71.14
155.22	72.29
155.23	74.5
155.24	76.72
155.25	78.94
155.26	81.15
155.27	83.37
155.28	85.59
155.29	87.8
155.3	90.02
155.31	91.09
155.32	91.24
155.33	91.38
155.34	91.52
155.35	91.66
155.36	91.81
155.37	91.95
155.38	92.09
155.39	92.24
155.4	91.31
155.41	89.88
155.42	88.45
155.43	87.02
155.44	85.59
155.45	84.16
155.46	82.73
155.47	81.3
155.48	79.87
155.49	79.37
155.5	78.37
155.51	77.36
155.52	76.36
155.53	75.36
155.54	74.36
155.55	73.36
155.56	72.36
155.57	71.36
155.58	70.86
155.59	70.71
155.6	70.57
155.61	70.43
155.62	70.29
155.63	70.14
155.64	70
155.65	69.86
155.66	69.71
155.67	70.07
155.68	70.57
155.69	71.07
155.7	71.57
155.71	72.07
155.72	72.57
155.73	73.07
155.74	73.57
155.75	74.08
155.76	74.22
155.77	74.22
155.78	74.22
155.79	74.22
155.8	74.22
155.81	74.22
155.82	74.22
155.83	74.22
155.84	74.22
155.85	74.08
155.86	75
155.87	75.93
155.88	76.86
155.89	77.79
155.9	78.72
155.91	79.65
155.92	80.58
155.93	81.51
155.94	82.58
155.95	83.8
155.96	85.01
155.97	86.23
155.98	87.45
155.99	88.66
156	89.88
156.01	91.09
156.02	92.31
156.03	92.45
156.04	93.17
156.05	93.88
156.06	94.6
156.07	95.31
156.08	96.03
156.09	96.74
156.1	97.46
156.11	98.17
156.12	98.74
156.13	98.53
156.14	98.31
156.15	98.1
156.16	97.88
156.17	97.67
156.18	97.46
156.19	97.24
156.2	97.03
156.21	96.24
156.22	94.74
156.23	93.24
156.24	91.74
156.25	90.23
156.26	88.73
156.27	87.23
156.28	85.73
156.29	84.23
156.3	83.51
156.31	84.3
156.32	85.09
156.33	85.87
156.34	86.66
156.35	87.45
156.36	88.23
156.37	89.02
156.38	89.81
156.39	91.31
156.4	90.88
156.41	90.45
156.42	90.02
156.43	89.59
156.44	89.16
156.45	88.73
156.46	88.3
156.47	87.87
156.48	85.94
156.49	85.23
156.5	84.51
156.51	83.8
156.52	83.08
156.53	82.37
156.54	81.65
156.55	80.94
156.56	80.22
156.57	81.44
156.58	82.8
156.59	84.16
156.6	85.52
156.61	86.87
156.62	88.23
156.63	89.59
156.64	90.95
156.65	92.31
156.66	92.45
156.67	93.88
156.68	95.31
156.69	96.74
156.7	98.17
156.71	99.6
156.72	101.03
156.73	102.46
156.74	103.89
156.75	105.18
156.76	104.18
156.77	103.18
156.78	102.17
156.79	101.17
156.8	100.17
156.81	99.17
156.82	98.17
156.83	97.17
156.84	94.88
156.85	93.45
156.86	92.02
156.87	90.59
156.88	89.16
156.89	87.73
156.9	86.3
156.91	84.87
156.92	83.44
156.93	84.3
156.94	84.44
156.95	84.59
156.96	84.73
156.97	84.87
156.98	85.01
156.99	85.16
157	85.3
157.01	85.44
157.02	84.73
157.03	84.01
157.04	83.3
157.05	82.58
157.06	81.87
157.07	81.15
157.08	80.44
157.09	79.72
157.1	79.01
157.11	79.01
157.12	80.08
157.13	81.15
157.14	82.23
157.15	83.3
157.16	84.37
157.17	85.44
157.18	86.52
157.19	87.59
157.2	88.66
157.21	88.3
157.22	87.95
157.23	87.59
157.24	87.23
157.25	86.87
157.26	86.52
157.27	86.16
157.28	85.8
157.29	84.37
157.3	83.51
157.31	82.66
157.32	81.8
157.33	80.94
157.34	80.08
157.35	79.22
157.36	78.37
157.37	77.51
157.38	78.08
157.39	79.58
157.4	81.08
157.41	82.58
157.42	84.09
157.43	85.59
157.44	87.09
157.45	88.59
157.46	90.09
157.47	91.02
157.48	91.16
157.49	91.31
157.5	91.45
157.51	91.59
157.52	91.74
157.53	91.88
157.54	92.02
157.55	92.16
157.56	91.38
157.57	90.45
157.58	89.52
157.59	88.59
157.6	87.66
157.61	86.73
157.62	85.8
157.63	84.87
157.64	83.94
157.65	83.8
157.66	84.37
157.67	84.94
157.68	85.52
157.69	86.09
157.7	86.66
157.71	87.23
157.72	87.8
157.73	88.38
157.74	89.23
157.75	90.09
157.76	90.95
157.77	91.81
157.78	92.67
157.79	93.52
157.8	94.38
157.81	95.24
157.82	96.1
157.83	97.03
157.84	97.96
157.85	98.89
157.86	99.82
157.87	100.74
157.88	101.67
157.89	102.6
157.9	103.53
157.91	104.32
157.92	105.32
157.93	106.32
157.94	107.32
157.95	108.32
157.96	109.33
157.97	110.33
157.98	111.33
157.99	112.33
158	112.54
158.01	112.11
158.02	111.68
158.03	111.26
158.04	110.83
158.05	110.4
158.06	109.97
158.07	109.54
158.08	109.11
158.09	108.47
158.1	109.04
158.11	109.61
158.12	110.18
158.13	110.76
158.14	111.33
158.15	111.9
158.16	112.47
158.17	113.04
158.18	114.26
158.19	114.26
158.2	114.26
158.21	114.26
158.22	114.26
158.23	114.26
158.24	114.26
158.25	114.26
158.26	114.26
158.27	113.04
158.28	111.26
158.29	109.47
158.3	107.68
158.31	105.89
158.32	104.11
158.33	102.32
158.34	100.53
158.35	98.74
158.36	98.17
158.37	98.67
158.38	99.17
158.39	99.67
158.4	100.17
158.41	100.67
158.42	101.17
158.43	101.67
158.44	102.17
158.45	103.25
158.46	106.32
158.47	109.4
158.48	112.47
158.49	115.55
158.5	118.62
158.51	121.69
158.52	124.77
158.53	127.84
158.54	129.85
158.55	128.42
158.56	126.99
158.57	125.56
158.58	124.13
158.59	122.7
158.6	121.27
158.61	119.84
158.62	118.41
158.63	114.97
158.64	110.97
158.65	106.97
158.66	102.96
158.67	98.96
158.68	94.95
158.69	90.95
158.7	86.95
158.71	82.94
158.72	82.37
158.73	82.08
158.74	81.8
158.75	81.51
158.76	81.23
158.77	80.94
158.78	80.65
158.79	80.37
158.8	80.08
158.81	80.37
158.82	80.65
158.83	80.94
158.84	81.23
158.85	81.51
158.86	81.8
158.87	82.08
158.88	82.37
158.89	82.66
158.9	83.66
158.91	84.66
158.92	85.66
158.93	86.66
158.94	87.66
158.95	88.66
158.96	89.66
158.97	90.66
158.98	91.66
158.99	91.74
159	91.81
159.01	91.88
159.02	91.95
159.03	92.02
159.04	92.09
159.05	92.16
159.06	92.24
159.07	91.31
159.08	89.81
159.09	88.3
159.1	86.8
159.11	85.3
159.12	83.8
159.13	82.3
159.14	80.8
159.15	79.29
159.16	78.72
159.17	78.37
159.18	78.01
159.19	77.65
159.2	77.29
159.21	76.94
159.22	76.58
159.23	76.22
159.24	75.86
159.25	76.08
159.26	77.29
159.27	78.51
159.28	79.72
159.29	80.94
159.3	82.15
159.31	83.37
159.32	84.59
159.33	85.8
159.34	86.8
159.35	85.94
159.36	85.09
159.37	84.23
159.38	83.37
159.39	82.51
159.4	81.65
159.41	80.8
159.42	79.94
159.43	78.08
159.44	77.36
159.45	76.65
159.46	75.93
159.47	75.22
159.48	74.5
159.49	73.79
159.5	73.07
159.51	72.36
159.52	73.5
159.53	73.86
159.54	74.22
159.55	74.58
159.56	74.93
159.57	75.29
159.58	75.65
159.59	76.01
159.6	76.36
159.61	75.58
159.62	76.51
159.63	77.44
159.64	78.37
159.65	79.29
159.66	80.22
159.67	81.15
159.68	82.08
159.69	83.01
159.7	84.73
159.71	84.94
159.72	85.16
159.73	85.37
159.74	85.59
159.75	85.8
159.76	86.02
159.77	86.23
159.78	86.44
159.79	84.94
159.8	85.44
159.81	85.94
159.82	86.44
159.83	86.95
159.84	87.45
159.85	87.95
159.86	88.45
159.87	88.95
159.88	90.95
159.89	93.24
159.9	95.53
159.91	97.81
159.92	100.1
159.93	102.39
159.94	104.68
159.95	106.97
159.96	109.25
159.97	109.54
159.98	108.4
159.99	107.25
160	106.11
160.01	104.96
160.02	103.82
160.03	102.68
160.04	101.53
160.05	100.39
160.06	98.96
160.07	98.39
160.08	97.81
160.09	97.24
160.1	96.67
160.11	96.1
160.12	95.53
160.13	94.95
160.14	94.38
160.15	95.24
160.16	94.52
160.17	93.81
160.18	93.09
160.19	92.38
160.2	91.66
160.21	90.95
160.22	90.23
160.23	89.52
160.24	87.95
160.25	87.3
160.26	86.66
160.27	86.02
160.28	85.37
160.29	84.73
160.3	84.09
160.31	83.44
160.32	82.8
160.33	83.73
160.34	84.66
160.35	85.59
160.36	86.52
160.37	87.45
160.38	88.38
160.39	89.3
160.4	90.23
160.41	91.16
160.42	91.16
160.43	91.24
160.44	91.31
160.45	91.38
160.46	91.45
160.47	91.52
160.48	91.59
160.49	91.66
160.5	91.74
160.51	91.81
160.52	92.02
160.53	92.24
160.54	92.45
160.55	92.67
160.56	92.88
160.57	93.09
160.58	93.31
160.59	93.52
160.6	93.67
160.61	93.02
160.62	92.38
160.63	91.74
160.64	91.09
160.65	90.45
160.66	89.81
160.67	89.16
160.68	88.52
160.69	89.66
160.7	90.81
160.71	91.95
160.72	93.09
160.73	94.24
160.74	95.38
160.75	96.53
160.76	97.67
160.77	98.81
160.78	99.17
160.79	99.53
160.8	99.89
160.81	100.24
160.82	100.6
160.83	100.96
160.84	101.32
160.85	101.67
160.86	100.1
160.87	99.39
160.88	98.67
160.89	97.96
160.9	97.24
160.91	96.53
160.92	95.81
160.93	95.1
160.94	94.38
160.95	95.24
160.96	95.45
160.97	95.67
160.98	95.88
160.99	96.1
161	96.31
161.01	96.53
161.02	96.74
161.03	96.96
161.04	96.31
161.05	95.95
161.06	95.6
161.07	95.24
161.08	94.88
161.09	94.52
161.1	94.17
161.11	93.81
161.12	93.45
161.13	93.74
161.14	91.81
161.15	89.88
161.16	87.95
161.17	86.02
161.18	84.09
161.19	82.15
161.2	80.22
161.21	78.29
161.22	77.44
161.23	76.58
161.24	75.72
161.25	74.86
161.26	74
161.27	73.15
161.28	72.29
161.29	71.43
161.3	70.21
161.31	71.22
161.32	72.22
161.33	73.22
161.34	74.22
161.35	75.22
161.36	76.22
161.37	77.22
161.38	78.22
161.39	78.94
161.4	79.65
161.41	80.37
161.42	81.08
161.43	81.8
161.44	82.51
161.45	83.23
161.46	83.94
161.47	85.01
161.48	85.8
161.49	86.59
161.5	87.37
161.51	88.16
161.52	88.95
161.53	89.73
161.54	90.52
161.55	91.31
161.56	91.02
161.57	92.09
161.58	93.17
161.59	94.24
161.6	95.31
161.61	96.38
161.62	97.46
161.63	98.53
161.64	99.6
161.65	100.96
161.66	101.39
161.67	101.82
161.68	102.25
161.69	102.68
161.7	103.1
161.71	103.53
161.72	103.96
161.73	104.39
161.74	103.46
161.75	102.46
161.76	101.46
161.77	100.46
161.78	99.46
161.79	98.46
161.8	97.46
161.81	96.45
161.82	95.45
161.83	95.38
161.84	95.88
161.85	96.38
161.86	96.88
161.87	97.38
161.88	97.88
161.89	98.39
161.9	98.89
161.91	99.39
161.92	99.96
161.93	98.46
161.94	96.96
161.95	95.45
161.96	93.95
161.97	92.45
161.98	90.95
161.99	89.45
162	87.95
162.01	85.87
162.02	84.94
162.03	84.01
162.04	83.08
162.05	82.15
162.06	81.23
162.07	80.3
162.08	79.37
162.09	78.44
162.1	79.58
162.11	79.87
162.12	80.15
162.13	80.44
162.14	80.72
162.15	81.01
162.16	81.3
162.17	81.58
162.18	81.87
162.19	81.01
162.2	80.15
162.21	79.29
162.22	78.44
162.23	77.58
162.24	76.72
162.25	75.86
162.26	75
162.27	74.15
162.28	74.15
162.29	74.15
162.3	74.15
162.31	74.15
162.32	74.15
162.33	74.15
162.34	74.15
162.35	74.15
162.36	74.15
162.37	74.15
162.38	75
162.39	75.86
162.4	76.72
162.41	77.58
162.42	78.44
162.43	79.29
162.44	80.15
162.45	81.01
162.46	81.87
162.47	83.23
162.48	84.59
162.49	85.94
162.5	87.3
162.51	88.66
162.52	90.02
162.53	91.38
162.54	92.74
162.55	93.95
162.56	95.17
162.57	96.38
162.58	97.6
162.59	98.81
162.6	100.03
162.61	101.25
162.62	102.46
162.63	103.68
162.64	103.82
162.65	103.96
162.66	104.11
162.67	104.25
162.68	104.39
162.69	104.53
162.7	104.68
162.71	104.82
162.72	104.25
162.73	102.6
162.74	100.96
162.75	99.31
162.76	97.67
162.77	96.03
162.78	94.38
162.79	92.74
162.8	91.09
162.81	90.02
162.82	88.59
162.83	87.16
162.84	85.73
162.85	84.3
162.86	82.87
162.87	81.44
162.88	80.01
162.89	78.58
162.9	78.22
162.91	78.01
162.92	77.79
162.93	77.58
162.94	77.36
162.95	77.15
162.96	76.94
162.97	76.72
162.98	76.51
162.99	76.65
163	76.86
163.01	77.08
163.02	77.29
163.03	77.51
163.04	77.72
163.05	77.94
163.06	78.15
163.07	78.37
163.08	78.44
163.09	79.22
163.1	80.01
163.11	80.8
163.12	81.58
163.13	82.37
163.14	83.16
163.15	83.94
163.16	84.73
163.17	85.44
163.18	85.87
163.19	86.3
163.2	86.73
163.21	87.16
163.22	87.59
163.23	88.02
163.24	88.45
163.25	88.88
163.26	88.59
163.27	89.3
163.28	90.02
163.29	90.73
163.3	91.45
163.31	92.16
163.32	92.88
163.33	93.59
163.34	94.31
163.35	95.6
163.36	96.88
163.37	98.17
163.38	99.46
163.39	100.74
163.4	102.03
163.41	103.32
163.42	104.61
163.43	105.25
163.44	104.89
163.45	104.53
163.46	104.18
163.47	103.82
163.48	103.46
163.49	103.1
163.5	102.75
163.51	102.39
163.52	101.75
163.53	101.1
163.54	100.1
163.55	99.1
163.56	98.1
163.57	97.1
163.58	96.1
163.59	95.1
163.6	94.74
163.61	94.38
163.62	94.02
163.63	94.38
163.64	94.74
163.65	95.1
163.66	95.45
163.67	95.81
163.68	96.17
163.69	96.53
163.7	96.88
163.71	97.6
163.72	97.67
163.73	97.74
163.74	97.81
163.75	97.88
163.76	97.96
163.77	98.03
163.78	98.1
163.79	98.17
163.8	97.53
163.81	98.17
163.82	98.81
163.83	99.46
163.84	100.1
163.85	100.74
163.86	101.39
163.87	102.03
163.88	102.68
163.89	103.96
163.9	102.96
163.91	101.96
163.92	100.96
163.93	99.96
163.94	98.96
163.95	97.96
163.96	96.96
163.97	95.95
163.98	93.67
163.99	91.09
164	88.52
164.01	85.94
164.02	83.37
164.03	80.8
164.04	78.22
164.05	75.65
164.06	73.07
164.07	72.79
164.08	72.79
164.09	72.79
164.1	72.79
164.11	72.79
164.12	72.79
164.13	72.79
164.14	72.79
164.15	72.79
164.16	73.07
164.17	74.65
164.18	76.22
164.19	77.79
164.2	79.37
164.21	80.94
164.22	82.51
164.23	84.09
164.24	85.66
164.25	86.95
164.26	88.59
164.27	90.23
164.28	91.88
164.29	93.52
164.3	95.17
164.31	96.81
164.32	98.46
164.33	100.1
164.34	99.46
164.35	98.81
164.36	98.17
164.37	97.53
164.38	96.88
164.39	96.24
164.4	95.6
164.41	94.95
164.42	94.31
164.43	93.52
164.44	92.74
164.45	91.95
164.46	91.16
164.47	90.38
164.48	89.59
164.49	88.8
164.5	88.02
164.51	88.23
164.52	89.02
164.53	89.81
164.54	90.59
164.55	91.38
164.56	92.16
164.57	92.95
164.58	93.74
164.59	94.52
164.6	95.1
164.61	95.67
164.62	96.24
164.63	96.81
164.64	97.38
164.65	97.96
164.66	98.53
164.67	99.1
164.68	100.32
164.69	100.96
164.7	101.6
164.71	102.25
164.72	102.89
164.73	103.53
164.74	104.18
164.75	104.82
164.76	105.46
164.77	104.89
164.78	104.32
164.79	103.75
164.8	103.18
164.81	102.6
164.82	102.03
164.83	101.46
164.84	100.89
164.85	99.67
164.86	97.67
164.87	95.67
164.88	93.67
164.89	91.66
164.9	89.66
164.91	87.66
164.92	85.66
164.93	83.66
164.94	82.87
164.95	83.3
164.96	83.73
164.97	84.16
164.98	84.59
164.99	85.01
165	85.44
165.01	85.87
165.02	86.23
165.03	87.37
165.04	88.52
165.05	89.66
165.06	90.81
165.07	91.95
165.08	93.09
165.09	94.24
165.1	95.38
165.11	96.96
165.12	97.31
165.13	97.67
165.14	98.03
165.15	98.39
165.16	98.74
165.17	99.1
165.18	99.46
165.19	99.89
165.2	100.6
165.21	101.32
165.22	102.03
165.23	102.75
165.24	103.46
165.25	104.18
165.26	104.89
165.27	105.61
165.28	104.18
165.29	102.75
165.3	101.32
165.31	99.89
165.32	98.46
165.33	97.03
165.34	95.6
165.35	94.17
165.36	93.31
165.37	92.16
165.38	91.02
165.39	89.88
165.4	88.73
165.41	87.59
165.42	86.44
165.43	85.3
165.44	84.16
165.45	83.08
165.46	82.01
165.47	80.94
165.48	79.87
165.49	78.79
165.5	77.72
165.51	76.65
165.52	75.58
165.53	73.93
165.54	73.72
165.55	73.5
165.56	73.29
165.57	73.07
165.58	72.86
165.59	72.65
165.6	72.43
165.61	72.22
165.62	73.65
165.63	74.93
165.64	76.22
165.65	77.51
165.66	78.79
165.67	80.08
165.68	81.37
165.69	82.66
165.7	83.94
165.71	83.8
165.72	83.23
165.73	82.66
165.74	82.08
165.75	81.51
165.76	80.94
165.77	80.37
165.78	79.8
165.79	79.22
165.8	78.79
165.81	77.36
165.82	75.93
165.83	74.5
165.84	73.07
165.85	71.64
165.86	70.21
165.87	68.78
165.88	67.35
165.89	66.35
165.9	66.07
165.91	65.78
165.92	65.49
165.93	65.21
165.94	64.92
165.95	64.64
165.96	64.35
165.97	64.06
165.98	64.78
165.99	65.21
166	65.64
166.01	66.07
166.02	66.5
166.03	66.92
166.04	67.35
166.05	67.78
166.06	68.21
166.07	67.93
166.08	67.21
166.09	66.5
166.1	65.78
166.11	65.07
166.12	64.35
166.13	63.64
166.14	62.92
166.15	62.21
166.16	61.78
166.17	61.99
166.18	62.21
166.19	62.42
166.2	62.63
166.21	62.85
166.22	63.06
166.23	63.28
166.24	63.49
166.25	64.14
166.26	65.21
166.27	66.28
166.28	67.35
166.29	68.43
166.3	69.5
166.31	70.57
166.32	71.64
166.33	73.36
166.34	74.43
166.35	75.51
166.36	76.58
166.37	77.65
166.38	78.72
166.39	79.8
166.4	80.87
166.41	81.94
166.42	81.73
166.43	81.08
166.44	80.44
166.45	79.8
166.46	79.15
166.47	78.51
166.48	77.86
166.49	77.22
166.5	75.93
166.51	76.01
166.52	76.08
166.53	76.15
166.54	76.22
166.55	76.29
166.56	76.36
166.57	76.43
166.58	76.51
166.59	77.86
166.6	80.58
166.61	83.3
166.62	86.02
166.63	88.73
166.64	91.45
166.65	94.17
166.66	96.88
166.67	99.6
166.68	100.96
166.69	101.6
166.7	102.25
166.71	102.89
166.72	103.53
166.73	104.18
166.74	104.82
166.75	105.46
166.76	106.11
166.77	105.39
166.78	104.75
166.79	104.11
166.8	103.46
166.81	102.82
166.82	102.17
166.83	101.53
166.84	100.89
166.85	100.24
166.86	100.32
166.87	100.24
166.88	100.17
166.89	100.1
166.9	100.03
166.91	99.96
166.92	99.89
166.93	99.82
166.94	99.74
166.95	99.6
166.96	97.81
166.97	96.03
166.98	94.24
166.99	92.45
167	90.66
167.01	88.88
167.02	87.09
167.03	85.3
167.04	83.66
167.05	84.16
167.06	84.66
167.07	85.16
167.08	85.66
167.09	86.16
167.1	86.66
167.11	87.16
167.12	87.66
167.13	89.81
167.14	92.16
167.15	94.52
167.16	96.88
167.17	99.24
167.18	101.6
167.19	103.96
167.2	106.32
167.21	108.68
167.22	108.9
167.23	107.18
167.24	105.46
167.25	103.75
167.26	102.03
167.27	100.32
167.28	98.6
167.29	96.88
167.3	95.17
167.31	93.24
167.32	92.31
167.33	91.38
167.34	90.45
167.35	89.52
167.36	88.59
167.37	87.66
167.38	86.73
167.39	85.8
167.4	86.8
167.41	87.16
167.42	87.52
167.43	87.87
167.44	88.23
167.45	88.59
167.46	88.95
167.47	89.3
167.48	89.66
167.49	89.02
167.5	89.16
167.51	89.3
167.52	89.45
167.53	89.59
167.54	89.73
167.55	89.88
167.56	90.02
167.57	90.16
167.58	90.95
167.59	91.38
167.6	91.81
167.61	92.24
167.62	92.67
167.63	93.09
167.64	93.52
167.65	93.95
167.66	94.38
167.67	94.02
167.68	93.81
167.69	93.59
167.7	93.38
167.71	93.17
167.72	92.95
167.73	92.74
167.74	92.52
