DEPTH	NGAM
63.39	24.02
63.4	23.6
63.41	23.81
63.42	24.02
63.43	25.45
63.44	26.88
63.45	28.31
63.46	29.74
63.47	31.17
63.48	32.6
63.49	34.03
63.5	35.25
63.51	36.47
63.52	38.61
63.53	40.76
63.54	42.9
63.55	45.05
63.56	47.19
63.57	49.34
63.58	51.48
63.59	53.63
63.6	54.56
63.61	54.7
63.62	54.84
63.63	54.98
63.64	55.13
63.65	55.27
63.66	55.41
63.67	55.56
63.68	55.7
63.69	54.91
63.7	53.48
63.71	52.05
63.72	50.62
63.73	49.19
63.74	47.76
63.75	46.33
63.76	44.9
63.77	43.47
63.78	42.83
63.79	42.19
63.8	42.47
63.81	42.76
63.82	43.04
63.83	43.33
63.84	43.62
63.85	43.9
63.86	44.19
63.87	45.12
63.88	46.05
63.89	45.62
63.9	45.19
63.91	44.76
63.92	44.33
63.93	43.9
63.94	43.47
63.95	43.04
63.96	42.61
63.97	41.26
63.98	41.18
63.99	41.11
64	41.04
64.01	40.97
64.02	40.9
64.03	40.83
64.04	40.76
64.05	40.68
64.06	41.97
64.07	41.97
64.08	41.97
64.09	41.97
64.1	41.97
64.11	41.97
64.12	41.97
64.13	41.97
64.14	41.97
64.15	40.68
64.16	39.75
64.17	38.83
64.18	37.9
64.19	36.97
64.2	36.04
64.21	35.11
64.22	34.18
64.23	33.25
64.24	33.61
64.25	33.96
64.26	34.46
64.27	34.96
64.28	35.46
64.29	35.97
64.3	36.47
64.31	36.97
64.32	37.47
64.33	37.61
64.34	37.75
64.35	37.9
64.36	37.61
64.37	37.32
64.38	37.04
64.39	36.75
64.4	36.47
64.41	36.18
64.42	35.89
64.43	35.46
64.44	35.04
64.45	34.61
64.46	33.25
64.47	31.89
64.48	30.53
64.49	29.17
64.5	27.81
64.51	26.46
64.52	25.1
64.53	25.81
64.54	26.53
64.55	27.24
64.56	27.96
64.57	28.67
64.58	29.39
64.59	30.1
64.6	30.32
64.61	30.53
64.62	30.75
64.63	31.89
64.64	33.03
64.65	34.18
64.66	35.32
64.67	37.18
64.68	39.04
64.69	40.9
64.7	41.11
64.71	41.33
64.72	41.54
64.73	41.76
64.74	39.9
64.75	38.04
64.76	36.18
64.77	34.82
64.78	33.46
64.79	32.1
64.8	30.75
64.81	31.17
64.82	31.6
64.83	32.03
64.84	31.75
64.85	31.46
64.86	31.17
64.87	30.89
64.88	29.82
64.89	28.74
64.9	27.67
64.91	28.67
64.92	29.67
64.93	30.67
64.94	31.67
64.95	32.03
64.96	32.39
64.97	32.75
64.98	31.32
64.99	29.89
65	28.46
65.01	27.03
65.02	25.6
65.03	24.45
65.04	23.31
65.05	22.95
65.06	22.59
65.07	22.24
65.08	21.88
65.09	21.52
65.1	21.16
65.11	20.81
65.12	21.74
65.13	22.67
65.14	23.6
65.15	24.52
65.16	25.45
65.17	26.38
65.18	27.31
65.19	28.17
65.2	28.74
65.21	29.32
65.22	29.89
65.23	30.46
65.24	31.03
65.25	31.6
65.26	32.1
65.27	32.6
65.28	33.1
65.29	32.96
65.3	32.82
65.31	32.68
65.32	32.53
65.33	32.39
65.34	33.61
65.35	34.82
65.36	36.11
65.37	37.4
65.38	38.68
65.39	39.97
65.4	41.26
65.41	40.83
65.42	40.4
65.43	40.04
65.44	39.68
65.45	39.33
65.46	38.97
65.47	38.61
65.48	39.11
65.49	39.61
65.5	40.11
65.51	39.25
65.52	38.4
65.53	37.54
65.54	36.68
65.55	35.61
65.56	34.53
65.57	33.46
65.58	34.11
65.59	34.75
65.6	35.39
65.61	36.04
65.62	36.68
65.63	37.18
65.64	37.68
65.65	37.32
65.66	36.97
65.67	36.61
65.68	36.25
65.69	35.89
65.7	35.32
65.71	34.75
65.72	34.39
65.73	34.03
65.74	33.68
65.75	33.32
65.76	32.96
65.77	32.18
65.78	31.39
65.79	30.6
65.8	29.96
65.81	29.32
65.82	28.67
65.83	28.03
65.84	28.17
65.85	28.31
65.86	28.46
65.87	28.81
65.88	29.17
65.89	29.53
65.9	29.89
65.91	30.24
65.92	30.6
65.93	30.96
65.94	30.96
65.95	30.96
65.96	30.96
65.97	30.96
65.98	30.96
65.99	30.96
66	30.96
66.01	30.17
66.02	28.6
66.03	27.03
66.04	25.45
66.05	23.88
66.06	22.31
66.07	20.74
66.08	19.16
66.09	17.59
66.1	16.95
66.11	17.09
66.12	17.23
66.13	17.37
66.14	17.52
66.15	17.66
66.16	17.8
66.17	18.45
66.18	19.09
66.19	20.52
66.2	21.95
66.21	23.38
66.22	24.81
66.23	26.24
66.24	28.74
66.25	31.25
66.26	33.75
66.27	35.32
66.28	36.89
66.29	38.47
66.3	40.04
66.31	40.4
66.32	40.76
66.33	41.11
66.34	40.97
66.35	40.83
66.36	40.68
66.37	40.54
66.38	40.68
66.39	40.83
66.4	40.97
66.41	40.04
66.42	39.11
66.43	38.18
66.44	37.25
66.45	38.04
66.46	38.83
66.47	39.61
66.48	41.61
66.49	43.62
66.5	45.62
66.51	47.62
66.52	48.69
66.53	49.76
66.54	50.84
66.55	51.62
66.56	52.41
66.57	53.2
66.58	53.98
66.59	54.13
66.6	54.27
66.61	54.41
66.62	52.84
66.63	51.27
66.64	49.69
66.65	48.12
66.66	46.19
66.67	44.26
66.68	42.33
66.69	41.33
66.7	40.33
66.71	39.33
66.72	38.32
66.73	37.82
66.74	37.32
66.75	36.82
66.76	36.97
66.77	37.11
66.78	37.25
66.79	37.4
66.8	36.47
66.81	35.54
66.82	34.61
66.83	34.03
66.84	33.46
66.85	32.89
66.86	32.32
66.87	32.1
66.88	31.89
66.89	31.67
66.9	30.96
66.91	30.24
66.92	29.53
66.93	28.81
66.94	28.24
66.95	27.67
66.96	27.1
66.97	27.6
66.98	28.1
66.99	28.6
67	29.1
67.01	29.6
67.02	30.53
67.03	31.46
67.04	32.03
67.05	32.6
67.06	33.18
67.07	33.75
67.08	34.32
67.09	34.89
67.1	35.04
67.11	35.04
67.12	35.04
67.13	35.04
67.14	35.04
67.15	35.04
67.16	35.04
67.17	34.75
67.18	34.46
67.19	33.75
67.2	33.03
67.21	32.32
67.22	31.6
67.23	30.89
67.24	31.67
67.25	32.46
67.26	33.25
67.27	34.46
67.28	35.68
67.29	36.89
67.3	38.11
67.31	37.9
67.32	37.68
67.33	37.47
67.34	37.54
67.35	37.61
67.36	37.68
67.37	37.75
67.38	38.68
67.39	39.61
67.4	40.54
67.41	39.97
67.42	39.4
67.43	38.83
67.44	38.25
67.45	37.47
67.46	36.68
67.47	35.89
67.48	36.54
67.49	37.18
67.5	37.82
67.51	38.47
67.52	39.11
67.53	39.25
67.54	39.4
67.55	38.68
67.56	37.97
67.57	37.25
67.58	36.54
67.59	35.82
67.6	35.68
67.61	35.54
67.62	35.61
67.63	35.68
67.64	35.75
67.65	35.82
67.66	35.89
67.67	35.97
67.68	36.04
67.69	36.11
67.7	36.68
67.71	37.25
67.72	37.82
67.73	38.4
67.74	38.97
67.75	39.54
67.76	40.83
67.77	41.54
67.78	42.26
67.79	42.97
67.8	43.69
67.81	44.4
67.82	45.12
67.83	45.83
67.84	46.55
67.85	47.91
67.86	49.26
67.87	50.62
67.88	51.98
67.89	53.34
67.9	54.7
67.91	56.06
67.92	57.42
67.93	58.06
67.94	58.7
67.95	60.06
67.96	61.42
67.97	62.78
67.98	64.14
67.99	65.49
68	66.85
68.01	68.21
68.02	68.93
68.03	69.64
68.04	70.36
68.05	70.43
68.06	70.5
68.07	70.57
68.08	70.64
68.09	70.71
68.1	70.79
68.11	70.86
68.12	68.57
68.13	66.28
68.14	63.99
68.15	61.71
68.16	59.42
68.17	57.13
68.18	54.84
68.19	52.55
68.2	50.27
68.21	47.98
68.22	46.05
68.23	44.12
68.24	42.19
68.25	40.26
68.26	38.32
68.27	36.39
68.28	34.46
68.29	34.18
68.3	33.89
68.31	33.61
68.32	33.32
68.33	33.03
68.34	32.75
68.35	32.46
68.36	32.18
68.37	31.89
68.38	31.6
68.39	31.6
68.4	32.6
68.41	33.61
68.42	34.61
68.43	35.61
68.44	36.61
68.45	37.61
68.46	38.61
68.47	39.61
68.48	40.61
68.49	40.11
68.5	39.61
68.51	39.11
68.52	38.61
68.53	38.11
68.54	37.61
68.55	37.11
68.56	36.61
68.57	35.11
68.58	33.82
68.59	32.53
68.6	31.25
68.61	29.96
68.62	28.67
68.63	27.38
68.64	26.1
68.65	24.81
68.66	25.03
68.67	25.88
68.68	26.74
68.69	27.6
68.7	28.46
68.71	29.32
68.72	30.17
68.73	31.03
68.74	31.89
68.75	32.53
68.76	33.32
68.77	34.11
68.78	34.89
68.79	35.68
68.8	36.47
68.81	37.25
68.82	38.04
68.83	38.83
68.84	38.97
68.85	39.11
68.86	39.33
68.87	39.54
68.88	39.75
68.89	39.97
68.9	40.18
68.91	40.4
68.92	40.61
68.93	40.68
68.94	40.76
68.95	40.54
68.96	40.33
68.97	40.11
68.98	39.9
68.99	39.68
69	39.47
69.01	39.25
69.02	39.04
69.03	38.75
69.04	39.4
69.05	40.04
69.06	40.68
69.07	41.33
69.08	41.97
69.09	42.61
69.1	43.26
69.11	43.9
69.12	44.83
69.13	45.76
69.14	45.83
69.15	45.9
69.16	45.98
69.17	46.05
69.18	46.12
69.19	46.19
69.2	46.26
69.21	45.4
69.22	44.55
69.23	45.05
69.24	45.55
69.25	46.05
69.26	46.55
69.27	47.05
69.28	47.55
69.29	48.05
69.3	47.55
69.31	47.91
69.32	48.26
69.33	48.62
69.34	48.98
69.35	49.34
69.36	49.69
69.37	49.12
69.38	48.55
69.39	47.98
69.4	46.05
69.41	44.12
69.42	42.19
69.43	40.26
69.44	38.25
69.45	36.25
69.46	34.25
69.47	33.25
69.48	32.25
69.49	31.25
69.5	30.24
69.51	28.6
69.52	26.96
69.53	25.31
69.54	24.6
69.55	23.88
69.56	23.17
69.57	22.45
69.58	22.95
69.59	23.45
69.6	23.95
69.61	24.52
69.62	25.1
69.63	25.67
69.64	26.24
69.65	26.17
69.66	26.1
69.67	26.03
69.68	26.6
69.69	27.17
69.7	27.74
69.71	28.31
69.72	28.46
69.73	28.6
69.74	28.74
69.75	27.67
69.76	26.6
69.77	25.53
69.78	24.45
69.79	23.38
69.8	22.74
69.81	22.09
69.82	22.09
69.83	22.09
69.84	22.09
69.85	22.09
69.86	22.09
69.87	22.09
69.88	22.09
69.89	22.45
69.9	22.81
69.91	23.17
69.92	23.52
69.93	23.88
69.94	24.24
69.95	24.6
69.96	25.67
69.97	26.31
69.98	26.96
69.99	27.6
70	28.24
70.01	28.89
70.02	29.53
70.03	28.74
70.04	27.96
70.05	27.17
70.06	26.46
70.07	25.74
70.08	25.03
70.09	24.31
70.1	23.6
70.11	23.67
70.12	23.74
70.13	23.09
70.14	22.45
70.15	21.81
70.16	21.16
70.17	20.52
70.18	20.74
70.19	20.95
70.2	22.59
70.21	24.24
70.22	25.88
70.23	27.53
70.24	29.17
70.25	29.82
70.26	30.46
70.27	31.1
70.28	30.96
70.29	30.82
70.3	30.67
70.31	30.53
70.32	30.67
70.33	30.82
70.34	30.96
70.35	30.24
70.36	29.53
70.37	28.81
70.38	28.1
70.39	27.03
70.4	25.95
70.41	24.88
70.42	24.81
70.43	24.74
70.44	24.67
70.45	24.6
70.46	25.1
70.47	25.6
70.48	26.1
70.49	26.31
70.5	26.53
70.51	26.74
70.52	26.96
70.53	26.81
70.54	26.67
70.55	26.53
70.56	26.74
70.57	26.96
70.58	27.17
70.59	27.38
70.6	27.38
70.61	27.38
70.62	27.38
70.63	26.81
70.64	26.24
70.65	25.67
70.66	25.1
70.67	24.6
70.68	24.1
70.69	23.6
70.7	23.45
70.71	23.31
70.72	23.17
70.73	23.02
70.74	23.95
70.75	24.88
70.76	25.81
70.77	26.96
70.78	28.1
70.79	29.24
70.8	30.39
70.81	30.17
70.82	29.96
70.83	29.74
70.84	29.46
70.85	29.17
70.86	28.89
70.87	28.6
70.88	29.32
70.89	30.03
70.9	30.75
70.91	30.39
70.92	30.03
70.93	29.67
70.94	29.32
70.95	29.46
70.96	29.6
70.97	29.74
70.98	31.25
70.99	32.75
71	34.25
71.01	35.75
71.02	36.32
71.03	36.89
71.04	37.47
71.05	37.04
71.06	36.61
71.07	36.18
71.08	35.75
71.09	35.11
71.1	34.46
71.11	33.82
71.12	32.68
71.13	31.53
71.14	30.39
71.15	29.24
71.16	28.53
71.17	27.81
71.18	27.1
71.19	27.31
71.2	27.53
71.21	27.74
71.22	27.96
71.23	28.1
71.24	28.24
71.25	28.39
71.26	28.74
71.27	29.1
71.28	29.46
71.29	29.82
71.3	29.74
71.31	29.67
71.32	29.6
71.33	29.1
71.34	28.6
71.35	28.1
71.36	27.6
71.37	26.46
71.38	25.31
71.39	24.17
71.4	23.09
71.41	22.02
71.42	20.95
71.43	19.88
71.44	19.31
71.45	18.73
71.46	18.16
71.47	18.02
71.48	17.88
71.49	17.73
71.5	17.59
71.51	18.09
71.52	18.59
71.53	19.09
71.54	20.23
71.55	21.38
71.56	22.52
71.57	23.67
71.58	24.24
71.59	24.81
71.6	25.38
71.61	25.45
71.62	25.53
71.63	25.6
71.64	25.67
71.65	25.95
71.66	26.24
71.67	26.53
71.68	26.17
71.69	25.81
71.7	25.45
71.71	25.1
71.72	24.6
71.73	24.1
71.74	23.6
71.75	23.67
71.76	23.74
71.77	23.81
71.78	23.88
71.79	23.95
71.8	24.6
71.81	25.24
71.82	25.67
71.83	26.1
71.84	26.53
71.85	26.96
71.86	27.38
71.87	26.31
71.88	25.24
71.89	24.31
71.9	23.38
71.91	22.45
71.92	21.52
71.93	20.59
71.94	20.66
71.95	20.74
71.96	20.81
71.97	20.31
71.98	19.81
71.99	19.31
72	18.8
72.01	18.23
72.02	17.66
72.03	17.09
72.04	18.02
72.05	18.95
72.06	19.88
72.07	20.81
72.08	21.88
72.09	22.95
72.1	24.02
72.11	24.1
72.12	24.17
72.13	24.24
72.14	24.31
72.15	24.45
72.16	24.6
72.17	24.74
72.18	24.95
72.19	25.17
72.2	25.38
72.21	25.6
72.22	26.38
72.23	27.17
72.24	27.96
72.25	28.6
72.26	29.24
72.27	29.89
72.28	30.53
72.29	31.53
72.3	32.53
72.31	33.53
72.32	34.46
72.33	35.39
72.34	36.32
72.35	37.25
72.36	38.47
72.37	39.68
72.38	40.9
72.39	41.54
72.4	42.19
72.41	42.83
72.42	43.47
72.43	43.26
72.44	43.04
72.45	42.83
72.46	42.26
72.47	41.69
72.48	41.11
72.49	40.54
72.5	40.04
72.51	39.54
72.52	39.04
72.53	38.25
72.54	37.47
72.55	36.68
72.56	35.89
72.57	35.11
72.58	34.32
72.59	33.53
72.6	33.61
72.61	33.68
72.62	33.75
72.63	33.82
72.64	33.46
72.65	33.1
72.66	32.75
72.67	32.32
72.68	31.89
72.69	31.46
72.7	31.03
72.71	30.1
72.72	29.17
72.73	28.24
72.74	27.31
72.75	26.38
72.76	25.45
72.77	24.52
72.78	24.81
72.79	25.1
72.8	25.38
72.81	26.1
72.82	26.81
72.83	27.53
72.84	28.24
72.85	28.46
72.86	28.67
72.87	28.89
72.88	29.6
72.89	30.32
72.9	31.03
72.91	31.75
72.92	32.32
72.93	32.89
72.94	33.46
72.95	32.82
72.96	32.18
72.97	31.53
72.98	30.89
72.99	29.82
73	28.74
73.01	27.67
73.02	27.1
73.03	26.53
73.04	25.95
73.05	25.38
73.06	25.03
73.07	24.67
73.08	24.31
73.09	24.1
73.1	23.88
73.11	23.67
73.12	23.45
73.13	23.38
73.14	23.31
73.15	23.24
73.16	23.6
73.17	23.95
73.18	24.31
73.19	24.67
73.2	24.67
73.21	24.67
73.22	24.67
73.23	24.45
73.24	24.24
73.25	24.02
73.26	23.81
73.27	23.6
73.28	23.17
73.29	22.74
73.3	22.17
73.31	21.59
73.32	21.02
73.33	20.45
73.34	19.88
73.35	19.59
73.36	19.31
73.37	19.38
73.38	19.45
73.39	19.52
73.4	19.59
73.41	19.66
73.42	19.52
73.43	19.38
73.44	19.23
73.45	19.31
73.46	19.38
73.47	19.45
73.48	19.52
73.49	20.02
73.5	20.52
73.51	21.02
73.52	21.24
73.53	21.45
73.54	21.66
73.55	21.88
73.56	22.09
73.57	22.17
73.58	22.24
73.59	22.52
73.6	22.81
73.61	23.09
73.62	23.38
73.63	23.67
73.64	24.74
73.65	25.81
73.66	26.46
73.67	27.1
73.68	27.74
73.69	28.39
73.7	29.03
73.71	29.46
73.72	29.89
73.73	30.32
73.74	30.89
73.75	31.46
73.76	32.03
73.77	32.6
73.78	33.25
73.79	33.89
73.8	34.53
73.81	34.39
73.82	34.25
73.83	34.11
73.84	33.96
73.85	32.96
73.86	31.96
73.87	30.96
73.88	30.17
73.89	29.39
73.9	28.6
73.91	27.81
73.92	27.74
73.93	27.67
73.94	27.6
73.95	27.46
73.96	27.31
73.97	27.17
73.98	27.03
73.99	27.03
74	27.03
74.01	27.03
74.02	27.89
74.03	28.74
74.04	29.6
74.05	30.46
74.06	30.32
74.07	30.17
74.08	30.03
74.09	29.17
74.1	28.31
74.11	27.46
74.12	26.6
74.13	26.88
74.14	27.17
74.15	27.46
74.16	27.6
74.17	27.74
74.18	27.89
74.19	28.03
74.2	27.17
74.21	26.31
74.22	25.45
74.23	25.6
74.24	25.74
74.25	25.88
74.26	26.03
74.27	27.6
74.28	29.17
74.29	30.75
74.3	31.17
74.31	31.6
74.32	32.03
74.33	32.46
74.34	31.75
74.35	31.03
74.36	30.32
74.37	30.6
74.38	30.89
74.39	31.17
74.4	31.46
74.41	31.82
74.42	32.18
74.43	32.53
74.44	31.46
74.45	30.39
74.46	29.32
74.47	28.24
74.48	27.53
74.49	26.81
74.5	26.1
74.51	26.53
74.52	26.96
74.53	27.38
74.54	27.81
74.55	28.53
74.56	29.24
74.57	29.96
74.58	30.6
74.59	31.25
74.6	31.89
74.61	32.53
74.62	32.46
74.63	32.39
74.64	32.32
74.65	31.89
74.66	31.46
74.67	31.03
74.68	30.6
74.69	31.32
74.7	32.03
74.71	32.75
74.72	33.18
74.73	33.61
74.74	34.03
74.75	34.46
74.76	34.11
74.77	33.75
74.78	33.39
74.79	33.75
74.8	34.11
74.81	34.46
74.82	34.82
74.83	35.68
74.84	36.54
74.85	37.4
74.86	37.11
74.87	36.82
74.88	36.54
74.89	36.25
74.9	34.53
74.91	32.82
74.92	31.1
74.93	30.17
74.94	29.24
74.95	28.31
74.96	27.38
74.97	27.46
74.98	27.53
74.99	27.6
75	27.17
75.01	26.74
75.02	26.31
75.03	25.88
75.04	25.53
75.05	25.17
75.06	24.81
75.07	25.88
75.08	26.96
75.09	28.03
75.1	29.1
75.11	30.17
75.12	30.03
75.13	29.89
75.14	28.74
75.15	27.6
75.16	26.46
75.17	25.31
75.18	24.17
75.19	23.88
75.2	23.6
75.21	23.24
75.22	22.88
75.23	22.52
75.24	22.17
75.25	21.81
75.26	22.02
75.27	22.24
75.28	22.45
75.29	23.88
75.3	25.31
75.31	26.74
75.32	28.17
75.33	28.46
75.34	28.74
75.35	29.03
75.36	28.46
75.37	27.89
75.38	27.31
75.39	26.74
75.4	26.24
75.41	25.74
75.42	25.24
75.43	24.17
75.44	23.09
75.45	22.02
75.46	20.95
75.47	20.81
75.48	20.66
75.49	20.52
75.5	21.52
75.51	22.52
75.52	23.52
75.53	24.52
75.54	25.6
75.55	26.67
75.56	27.74
75.57	28.74
75.58	29.74
75.59	30.75
75.6	31.75
75.61	32.68
75.62	33.61
75.63	34.53
75.64	34.53
75.65	34.53
75.66	34.53
75.67	34.53
75.68	33.96
75.69	33.39
75.7	32.82
75.71	32.18
75.72	31.53
75.73	30.89
75.74	30.24
75.75	29.6
75.76	29.03
75.77	28.46
75.78	27.96
75.79	27.46
75.8	26.96
75.81	26.46
75.82	25.95
75.83	26.1
75.84	26.24
75.85	26.96
75.86	27.67
75.87	28.39
75.88	29.1
75.89	29.82
75.9	29.1
75.91	28.39
75.92	27.67
75.93	26.88
75.94	26.1
75.95	25.31
75.96	24.52
75.97	24.24
75.98	23.95
75.99	23.67
76	22.74
76.01	21.81
76.02	20.88
76.03	19.95
76.04	19.23
76.05	18.52
76.06	17.8
76.07	18.52
76.08	19.23
76.09	19.95
76.1	20.66
76.11	21.59
76.12	22.52
76.13	23.45
76.14	23.88
76.15	24.31
76.16	24.74
76.17	25.17
76.18	26.03
76.19	26.88
76.2	27.74
76.21	28.39
76.22	29.03
76.23	29.67
76.24	30.32
76.25	29.82
76.26	29.32
76.27	28.81
76.28	28.1
76.29	27.38
76.3	26.67
76.31	25.95
76.32	26.24
76.33	26.53
76.34	26.81
76.35	26.67
76.36	26.53
76.37	26.38
76.38	26.24
76.39	25.53
76.4	24.81
76.41	24.1
76.42	24.52
76.43	24.95
76.44	25.38
76.45	25.81
76.46	25.95
76.47	26.1
76.48	26.24
76.49	25.38
76.5	24.52
76.51	23.67
76.52	22.81
76.53	21.95
76.54	21.45
76.55	20.95
76.56	21.02
76.57	21.09
76.58	21.16
76.59	21.24
76.6	21.31
76.61	21.38
76.62	21.45
76.63	21.81
76.64	23.24
76.65	24.67
76.66	26.1
76.67	27.53
76.68	28.96
76.69	30.39
76.7	31.82
76.71	32.89
76.72	33.96
76.73	35.39
76.74	36.82
76.75	38.25
76.76	39.68
76.77	41.11
76.78	42.54
76.79	43.97
76.8	45.4
76.81	45.76
76.82	44.47
76.83	43.19
76.84	41.9
76.85	40.61
76.86	39.33
76.87	38.04
76.88	36.75
76.89	35.46
76.9	34.61
76.91	33.75
76.92	32.89
76.93	32.03
76.94	31.17
76.95	30.32
76.96	29.46
76.97	28.6
76.98	27.96
76.99	28.96
77	29.96
77.01	30.96
77.02	31.96
77.03	32.96
77.04	33.96
77.05	34.61
77.06	35.25
77.07	35.11
77.08	34.96
77.09	34.82
77.1	34.68
77.11	34.53
77.12	35.46
77.13	36.39
77.14	37.32
77.15	38.04
77.16	38.75
77.17	39.47
77.18	40.18
77.19	40.33
77.2	40.47
77.21	40.61
77.22	41.11
77.23	41.61
77.24	42.11
77.25	42.61
77.26	43.12
77.27	43.62
77.28	43.54
77.29	42.4
77.3	41.26
77.31	40.11
77.32	38.97
77.33	37.82
77.34	36.68
77.35	35.54
77.36	34.96
77.37	35.32
77.38	35.68
77.39	36.04
77.4	36.39
77.41	36.75
77.42	37.11
77.43	37.47
77.44	37.82
77.45	38.75
77.46	38.18
77.47	37.61
77.48	37.04
77.49	36.47
77.5	35.89
77.51	35.32
77.52	34.75
77.53	34.18
77.54	32.68
77.55	32.32
77.56	31.96
77.57	31.6
77.58	31.25
77.59	30.89
77.6	30.53
77.61	30.17
77.62	29.82
77.63	30.96
77.64	31.75
77.65	32.53
77.66	33.32
77.67	34.11
77.68	34.89
77.69	35.68
77.7	36.47
77.71	37.32
77.72	37.04
77.73	36.75
77.74	36.47
77.75	36.18
77.76	35.89
77.77	35.61
77.78	35.32
77.79	35.04
77.8	37.18
77.81	39.68
77.82	42.19
77.83	44.69
77.84	47.19
77.85	49.69
77.86	52.2
77.87	54.7
77.88	57.13
77.89	58.49
77.9	59.85
77.91	61.2
77.92	62.56
77.93	63.92
77.94	65.28
77.95	66.64
77.96	68
77.97	66.92
77.98	64.78
77.99	62.63
78	60.49
78.01	58.34
78.02	56.2
78.03	54.05
78.04	51.91
78.05	49.76
78.06	47.98
78.07	46.19
78.08	44.4
78.09	42.61
78.1	40.83
78.11	39.04
78.12	37.25
78.13	35.46
78.14	33.68
78.15	33.1
78.16	32.53
78.17	31.96
78.18	31.39
78.19	30.82
78.2	30.24
78.21	29.67
78.22	29.1
78.23	29.24
78.24	29.82
78.25	30.39
78.26	30.96
78.27	31.53
78.28	32.1
78.29	32.68
78.3	33.25
78.31	33.82
78.32	34.25
78.33	34.11
78.34	33.96
78.35	33.82
78.36	33.68
78.37	33.53
78.38	33.39
78.39	33.25
78.4	33.1
78.41	32.53
78.42	32.03
78.43	31.53
78.44	31.03
78.45	30.53
78.46	30.03
78.47	29.53
78.48	29.03
78.49	28.53
78.5	28.6
78.51	29.89
78.52	31.17
78.53	32.46
78.54	33.75
78.55	35.04
78.56	36.32
78.57	37.61
78.58	38.9
78.59	40.11
78.6	39.83
78.61	39.54
78.62	39.25
78.63	38.97
78.64	38.68
78.65	38.4
78.66	38.11
78.67	37.82
78.68	36.32
78.69	35.25
78.7	34.18
78.71	33.1
78.72	32.03
78.73	30.96
78.74	29.89
78.75	28.81
78.76	27.74
78.77	28.17
78.78	28.89
78.79	29.6
78.8	30.32
78.81	31.03
78.82	31.75
78.83	32.46
78.84	33.18
78.85	33.89
78.86	34.18
78.87	34.03
78.88	33.89
78.89	33.75
78.9	33.61
78.91	33.46
78.92	33.32
78.93	33.18
78.94	33.03
78.95	32.6
78.96	31.39
78.97	30.17
78.98	28.96
78.99	27.74
79	26.53
79.01	25.31
79.02	24.1
79.03	22.88
79.04	22.09
79.05	22.38
79.06	22.67
79.07	22.95
79.08	23.24
79.09	23.52
79.1	23.81
79.11	24.1
79.12	24.38
79.13	25.45
79.14	26.53
79.15	27.6
79.16	28.67
79.17	29.74
79.18	30.82
79.19	31.89
79.2	32.96
79.21	34.03
79.22	34.03
79.23	33.75
79.24	33.46
79.25	33.18
79.26	32.89
79.27	32.6
79.28	32.32
79.29	32.03
79.3	31.75
79.31	31.46
79.32	30.75
79.33	30.03
79.34	29.32
79.35	28.6
79.36	27.89
79.37	27.17
79.38	26.46
79.39	25.74
79.4	25.31
79.41	25.1
79.42	24.88
79.43	24.67
79.44	24.45
79.45	24.24
79.46	24.02
79.47	23.81
79.48	23.6
79.49	23.81
79.5	24.52
79.51	25.24
79.52	25.95
79.53	26.67
79.54	27.38
79.55	28.1
79.56	28.81
79.57	29.53
79.58	30.03
79.59	31.75
79.6	33.46
79.61	35.18
79.62	36.89
79.63	38.61
79.64	40.33
79.65	42.04
79.66	43.76
79.67	44.97
79.68	44.97
79.69	44.97
79.7	44.97
79.71	44.97
79.72	44.97
79.73	44.97
79.74	44.97
79.75	44.97
79.76	43.76
79.77	42.4
79.78	41.04
79.79	39.68
79.8	38.32
79.81	36.97
79.82	35.61
79.83	34.25
79.84	32.89
79.85	32.75
79.86	32.53
79.87	32.32
79.88	32.1
79.89	31.89
79.9	31.67
79.91	31.46
79.92	31.25
79.93	31.03
79.94	30.96
79.95	30.75
79.96	30.53
79.97	30.32
79.98	30.1
79.99	29.89
80	29.67
80.01	29.46
80.02	29.24
80.03	29.1
80.04	29.1
80.05	29.1
80.06	29.1
80.07	29.1
80.08	29.1
80.09	29.1
80.1	29.1
80.11	29.1
80.12	29.24
80.13	29.74
80.14	30.24
80.15	30.75
80.16	31.25
80.17	31.75
80.18	32.25
80.19	32.75
80.2	33.25
80.21	33.61
80.22	33.96
80.23	34.32
80.24	34.68
80.25	35.04
80.26	35.39
80.27	35.75
80.28	36.11
80.29	36.47
80.3	36.47
80.31	35.75
80.32	35.04
80.33	34.32
80.34	33.61
80.35	32.89
80.36	32.18
80.37	31.46
80.38	30.75
80.39	30.03
80.4	29.03
80.41	28.03
80.42	27.03
80.43	26.03
80.44	25.03
80.45	24.02
80.46	23.02
80.47	22.02
80.48	21.74
80.49	22.31
80.5	22.88
80.51	23.45
80.52	24.02
80.53	24.6
80.54	25.17
80.55	25.74
80.56	26.31
80.57	27.17
80.58	28.31
80.59	29.46
80.6	30.6
80.61	31.75
80.62	32.89
80.63	34.03
80.64	35.18
80.65	36.32
80.66	36.61
80.67	36.04
80.68	35.46
80.69	34.89
80.7	34.32
80.71	33.75
80.72	33.18
80.73	32.6
80.74	32.03
80.75	31.17
80.76	30.32
80.77	29.46
80.78	28.6
80.79	27.74
80.8	26.88
80.81	26.03
80.82	25.17
80.83	24.31
80.84	24.31
80.85	24.38
80.86	24.45
80.87	24.52
80.88	24.6
80.89	24.67
80.9	24.74
80.91	24.81
