31.5	43.5
31.6	43.5
31.7	43.3
32	42.7
32	42.7
32.5	42.2
32.5	41.9
32.6	41.7
32.7	41.2
32.8	40.9
33	40.9
33	40.9
33.1	40.9
33.3	41.4
33.4	42.7
33.4	46.1
33.4	47.2
33.4	47.9
33.4	48.7
33.4	49.8
33.5	51.1
33.6	52.4
33.7	53.9
33.7	55.5
33.7	56.6
33.8	58.4
33.8	60.2
33.9	61.8
34	63.3
34.1	64.1
34.1	64.1
34.2	63.9
34.2	62.6
34.2	61
34.2	59.9
34.2	58.9
34.2	57.6
34.2	56.3
34.3	55.3
34.3	54.2
34.3	53.7
34.3	52.6
34.3	51.3
34.3	50.3
34.3	49.8
34.4	49
34.5	48.5
34.5	47.7
34.6	47.2
34.6	46.6
34.6	47.9
34.8	49.3
34.9	49.8
34.9	50.6
34.9	52.4
35	53.4
35.1	54.5
35.1	54.7
35.1	56.8
35.1	57.1
35.1	58.1
35.3	61
35.3	63.1
35.3	65.7
35.3	65.7
35.3	67.3
35.3	67.5
35.4	69.1
35.4	69.1
35.4	69.9
35.7	70.6
35.7	70.6
35.9	70.9
36	72.2
36.1	73.3
36.1	73.8
36	74.6
36	75.3
36.3	75.3
36.4	73
36.5	72.2
36.6	72.2
36.8	73
36.8	73.3
36.8	74
36.8	74.6
36.8	75.6
36.8	78.5
36.8	79.5
36.8	80.6
36.8	83.7
36.9	85.5
36.9	86.8
36.9	88.6
36.9	91.3
37	93.6
37.1	96
37.1	96.5
37.2	97.8
37.2	97.8
37.2	98.6
37.3	98.6
37.5	97.3
37.5	96.7
37.6	96.7
37.7	97.5
37.7	98.6
37.8	99.3
37.8	99.3
37.8	100.4
37.9	101.4
37.9	102.2
38	104
38	105.6
38	106.9
38	108.7
38	109
38.1	110.8
38.2	111.9
38.2	112.6
38.3	113.2
38.3	113.7
38.3	114.7
38.4	115.8
38.4	116.8
38.5	117.3
38.5	118.1
38.5	118.9
38.6	119.4
38.6	119.7
38.6	119.7
38.7	120.2
38.7	120.7
38.7	121
38.8	120
38.9	119.4
38.9	119.4
39.1	119.2
39.2	118.6
39.3	117.6
39.3	116.6
39.4	115.8
39.5	115.5
39.5	115.3
39.6	115.3
39.6	117.3
39.6	118.4
39.7	120.7
39.7	121.3
39.8	121.8
40	122
40	119.7
40	117.1
40	115.3
40.1	115
40.1	112.1
40.1	111.3
40.1	110.3
40.2	108.5
40.2	108
40.2	105.3
40.4	104
40.4	105.9
40.5	106.4
40.5	108
40.6	108.7
40.6	109.3
40.8	108.2
40.8	108
40.9	104.3
40.9	103.8
40.9	101.7
40.9	100.9
40.9	100.1
41	98
41	95.4
41	94.1
41	93.6
41	92.6
41	90.5
41	88.9
41	88.1
41	86.3
41.1	85.3
41.2	84
41.2	83.4
41.2	82.6
41.3	81.6
41.3	80
41.4	78.5
41.4	77.7
41.4	77.4
41.5	76.9
41.6	77.7
41.6	78.7
41.6	81.6
41.7	84
41.7	85.8
41.7	86.8
41.8	87.1
41.9	86
41.9	86
42	87.6
42	87.9
42.1	91
42.1	96
42.1	98
