Depth	Gamma
145.5	81.2
145.6	82.1
145.5	84.6
145.5	85.1
145.6	85.1
145.6	82.1
145.6	80.2
145.7	80.2
145.8	78.2
145.8	77.2
145.8	76.7
146.1	79.2
146.2	80.2
146.3	80.2
146.4	80.7
146.6	80.7
146.6	80.7
146.6	80.7
146.8	83.1
146.9	83.6
147	85.6
147.1	87.5
147.1	87.5
147.1	89
147.1	90
147.1	91.5
147.1	92.5
147.2	92.9
147.2	95.4
147.3	95.9
147.3	96.4
147.3	97.4
147.3	97.4
147.3	97.9
147.3	98.3
147.3	98.3
147.5	95.9
147.5	93.9
147.6	92.5
147.7	89.5
147.7	87
147.7	86.6
147.7	85.1
147.9	84.1
148	81.6
148.1	81.2
148.1	78.7
148.1	76.2
148.1	75.8
148.1	75.8
148.3	75.8
148.4	76.7
148.5	78.2
148.5	79.2
148.7	82.1
148.7	82.6
148.7	85.6
148.8	87.5
148.8	88
148.9	88
148.9	87.5
149	85.6
149	83.6
149.1	83.1
149.1	82.6
149.1	81.6
149.3	79.7
149.4	79.7
149.6	81.2
149.8	82.1
149.8	82.6
149.9	83.6
150	86.1
150	87.5
150.1	89
150.1	89
150.2	90
150.2	91
150.3	91
150.3	91
150.4	89
150.5	87.5
150.5	84.4
150.5	84.4
150.5	82.9
150.6	80.9
150.6	80.4
150.6	80.4
150.8	79.9
150.9	79
150.9	79.9
151	80.4
151	80.4
151.1	80.4
151.1	79.9
151.1	79.9
151.2	79.5
151.2	79.5
151.3	80.4
151.3	80.9
151.3	81.4
151.3	81.4
151.4	82.4
151.4	81.4
151.4	80.9
151.4	79.9
151.4	79.9
151.5	79.5
151.5	79.5
151.6	79.5
151.8	79.5
151.9	78.5
152	77.5
152.1	76.5
152.1	76.5
152.2	76
152.2	75.5
152.3	74.5
152.5	73.5
152.6	71.6
152.7	71.6
152.9	73.5
152.9	75
152.9	75
152.9	76.5
152.9	78.5
153	79
153	78.5
153.2	79.5
153.2	79.9
153.3	81.4
153.4	83.4
153.5	85.9
153.5	86.4
153.6	86.8
153.6	86.8
153.7	86.4
153.8	84.9
153.9	83.9
153.9	81.9
154	84.4
154	84.9
154.1	85.4
154.1	85.9
154.3	87.3
154.3	87.3
154.4	85.4
154.4	84.9
154.4	83.4
154.6	82.4
154.6	85.4
154.6	85.4
154.6	82.9
154.7	82.9
154.8	81.9
154.8	81.4
154.8	80.4
155	79.9
155.1	81.9
155.2	83.4
155.3	84.9
155.3	84.9
155.3	85.4
155.3	85.4
155.4	83.9
155.5	82.4
155.6	80.9
155.6	79.5
155.8	79.5
156	79.5
156.1	80.4
156.2	81.4
156.3	83.9
156.3	84.9
156.4	86.4
156.4	87.8
156.4	89.3
156.5	89.8
156.5	89.8
156.5	90.3
156.6	89.8
156.7	88.8
156.8	88.8
156.8	89.8
157	91.3
157	88.8
157	88.8
157.1	88.8
157.2	90.8
157.3	93.3
157.3	94.2
157.3	93.7
157.5	90.8
157.5	90.8
157.5	89.8
157.7	89.3
157.7	87.8
157.7	86.8
157.7	86.4
157.7	85.4
157.8	84.9
157.9	84.4
158	82.9
158.1	82.9
158.2	83.9
158.3	86.4
158.5	88.8
158.5	90.8
158.5	90.8
158.6	90.8
158.7	90.8
158.8	88.8
158.8	87.3
158.9	86.8
159	87.3
159	88.8
159.2	87.8
159.3	85.9
159.3	84.9
159.4	83.4
159.5	83.4
159.5	83.4
159.6	83.4
159.7	82.4
159.8	81.4
159.8	81.4
159.9	81.4
159.9	80.9
160	80.9
160	80.9
160	80.9
160	80.4
160.1	79.5
160.2	79.5
160.3	79.9
160.4	80.9
160.5	81.4
160.7	81.9
160.8	81.9
160.9	82.4
161	83.4
161	83.4
161	83.4
161.1	84.9
161.2	86.4
161.3	86.4
161.3	85.9
161.3	85.4
161.4	83.4
161.4	81.9
161.5	81.4
161.6	80.9
161.6	80.4
161.7	79.9
161.8	80.9
161.8	81.4
161.9	83.4
162	84.4
162	84.9
162	87.3
162.1	89.3
162.2	89.8
162.2	90.8
162.2	91.8
162.4	92.3
162.4	91.8
162.5	90.8
162.6	91.3
162.7	92.8
162.9	92.8
162.9	92.3
162.9	91.8
163	90.8
163.1	89.8
163.1	89.8
163.1	89.3
163.1	89.3
163.2	88.3
163.2	87.8
163.2	87.3
163.3	86.4
163.4	85.4
163.4	84.9
163.5	84.4
163.6	84.4
163.7	84.4
163.7	84.4
163.8	83.9
163.9	82.9
163.9	82.4
164	80.9
164	80.9
164.1	80.4
164.1	79.9
164.2	82.4
164.3	84.4
164.4	85.4
164.6	87.8
164.6	88.3
164.7	88.8
164.8	86.4
165.1	89.3
165.1	89.8
165.2	92.8
165.3	95.2
165.4	93.7
165.4	90.8
165.5	90.8
165.7	93.3
165.7	93.3
165.7	94.7
165.9	94.2
166.1	91.3
166.3	87.8
166.4	86.4
166.4	84.9
166.4	84.4
166.6	82.9
166.8	83.4
166.8	83.9
166.9	84.9
167.1	85.9
167.3	86.4
167.5	86.4
167.5	85.4
167.6	84.9
167.6	83.4
167.7	82.4
167.9	81.4
167.9	79.9
168.1	79.5
168.1	80.4
168.2	82.4
168.4	84.9
168.4	85.4
168.6	87.3
168.6	87.3
168.7	87.8
168.8	88.8
168.9	88.3
169	86.4
169.1	84.9
169.2	83.9
169.2	83.4
169.3	85.4
169.4	86.8
169.4	86.8
169.5	86.4
169.6	86.4
169.6	85.9
169.8	85.4
169.8	87.8
169.8	88.8
169.9	89.3
169.9	89.8
170	89.8
170.1	89.8
170.1	91.3
170.1	91.3
170.3	91.3
170.4	91.3
170.2	89.8
170.4	91.3
170.4	91.8
170.6	91.8
170.6	90.3
170.6	88.8
170.7	88.8
170.8	89.8
170.9	91.8
171	92.3
171.1	92.3
171.1	90.3
171.1	88.8
171.1	88.3
171.2	87.3
171.2	86.4
171.4	87.8
171.4	86.4
171.5	84.4
171.6	81.4
171.6	81.4
171.6	80.4
171.6	79
171.7	78
171.7	78
171.8	78
172.1	80.4
172.2	80.9
172.3	83.4
172.3	83.9
172.3	87.3
172.3	87.8
172.4	87.3
172.5	86.8
172.7	86.8
172.7	88.3
172.8	89.3
172.8	87.8
172.9	87.3
172.9	86.8
173.1	86.4
173.4	87.3
173.5	89.3
173.5	89.8
173.5	91.3
173.6	93.3
173.8	94.2
173.8	94.2
173.8	92.8
173.8	90.3
174	89.3
174	88.3
174.1	87.3
174.2	87.3
174.2	86.4
174.3	85.9
174.4	84.9
174.5	84.4
174.5	83.9
174.6	82.9
174.6	82.4
174.7	84.9
174.8	86.4
174.8	88.8
174.8	90.3
174.9	91.3
174.9	92.3
175	94.2
175.1	96.2
175.2	98.2
175.2	99.7
175.2	100.2
175.2	102.1
175.3	102.1
175.3	101.6
175.4	103.1
175.6	102.6
175.9	100.2
176	96.7
176.1	92.3
176.1	91.8
176.1	89.8
176.2	87.3
176.3	83.9
176.5	81.4
176.6	82.4
176.8	83.4
176.8	83.9
176.9	85.4
177	87.3
177.1	89.8
177.1	90.3
177.2	87.8
177.4	85.4
177.6	83.4
177.6	81.4
177.8	81.4
177.9	82.4
178.1	83.4
178.2	84.9
178.3	86.4
178.5	88.8
178.6	89.3
178.7	90.8
178.7	92.8
178.7	93.7
178.8	95.2
178.8	95.7
179.1	91.8
179.1	88.8
179.2	85.4
179.3	80.9
179.4	79.9
179.5	79.5
179.6	80.4
179.7	82.9
179.8	85.4
179.9	87.8
179.9	87.8
179.9	88.8
180	88.8
180	88.8
180.1	88.8
180.1	88.8
180.2	86.8
180.2	84.4
180.3	82.4
180.3	82.4
180.3	80.4
180.3	79
180.4	76
180.4	75.5
180.5	75
180.6	77.5
180.6	79
180.7	80.4
180.7	80.4
180.7	81.4
180.8	82.4
180.9	84.4
180.9	84.4
181	85.4
181.1	86.4
181.1	87.8
181.1	88.3
181.1	88.3
181.2	88.3
181.3	86.4
181.3	84.9
181.4	81.9
181.4	81.4
181.6	79.5
181.7	78
181.8	80.9
181.9	81.9
181.9	81.9
181.9	84.4
182	85.4
182	85.9
182.1	84.9
182.2	84.4
182.3	81.9
182.4	79
182.5	76
182.5	75
182.6	73
182.6	71.1
182.8	69.1
182.9	71.6
183	73.5
183.2	78
183.3	79.5
183.3	82.4
183.3	83.4
183.3	83.4
183.5	83.9
183.5	81.9
183.6	79.9
183.6	79.5
183.7	78
183.7	76.5
183.8	77.5
183.8	79
183.9	79
184	77.5
184	76.5
184.1	74.5
184.2	74
184.2	73.5
184.3	72.1
184.5	72.6
184.5	73
184.6	75
184.6	78
184.6	78
184.7	79
184.9	77.5
185	76.5
185	77
185	79.5
185.2	78.5
185.3	77
185.6	76.5
185.7	76.5
185.7	78
185.7	80.4
185.8	82.4
185.8	82.4
185.9	83.4
185.9	83.9
186	87.3
186.1	89.8
186.2	90.8
186.2	91.3
186.2	95.2
186.3	96.7
186.5	98.7
186.6	98.7
186.7	98.7
186.8	98.2
186.8	96.7
186.9	93.7
187	92.3
187.1	91.8
187.1	91.3
187.3	92.8
187.5	94.2
187.5	94.2
187.7	94.7
187.9	95.2
188	97.7
188.1	97.7
188.1	97.7
188.2	98.2
188.2	99.7
188.3	100.6
188.4	100.6
188.5	100.6
188.6	100.6
188.7	100.6
188.7	100.6
188.9	100.6
189	98.2
189.2	95.2
189.3	93.7
189.4	91.8
189.4	90.3
189.4	89.8
189.4	88.8
189.4	87.8
189.5	85.9
189.5	84.9
189.5	83.9
189.6	83.4
189.6	82.4
189.7	82.9
189.8	84.9
189.9	86.4
189.9	86.8
190	87.3
190	87.3
190.1	87.3
190.1	87.8
190.3	89.3
190.4	89.8
190.5	93.3
190.6	94.2
190.7	94.7
190.7	94.7
190.8	94.7
190.9	93.3
190.9	90.8
191	90.3
191	90.3
191.1	91.8
191.2	92.3
191.3	93.3
191.4	92.3
191.6	90.3
191.6	88.8
191.6	88.8
191.8	86.8
191.9	86.4
191.9	86.4
192.1	87.8
192.2	89.8
192.3	89.8
192.4	90.3
192.4	90.3
192.6	88.3
192.6	88.3
192.6	87.8
192.7	89.8
192.8	91.3
192.9	91.8
193.2	94.2
193.4	94.7
193.5	96.7
193.6	97.7
193.6	97.7
193.8	97.7
193.9	96.2
194	96.2
194	95.7
194.2	95.7
194.3	98.2
194.4	99.2
194.4	100.2
194.6	100.2
194.6	100.2
194.8	100.6
194.9	100.2
194.9	98.7
195.1	98.7
195.1	100.2
195.3	100.2
195.4	100.2
195.4	101.1
195.4	102.6
195.6	101.1
195.7	99.7
195.8	102.1
195.8	102.6
195.8	102.6
196.1	102.6
196.1	102.1
196.1	101.6
196.2	99.7
196.3	97.7
196.4	95.7
196.4	95.7
196.4	94.2
196.4	93.7
196.4	92.3
196.4	91.8
196.4	91.3
196.5	89.8
196.6	89.3
196.6	88.3
196.6	86.8
196.6	86.4
196.6	84.9
196.6	84.4
196.8	86.4
196.9	88.3
196.9	90.8
197	92.8
197.1	93.3
197.1	94.7
197.1	98.2
197.1	100.2
197.2	100.2
197.3	100.2
197.4	98.7
197.5	96.7
197.6	94.7
197.6	94.2
197.6	93.3
197.7	92.3
197.8	91.8
197.8	90.8
197.8	90.8
197.9	91.3
198	93.7
198.1	96.2
198.1	97.2
198.1	98.2
198.1	98.7
198.1	99.2
198.2	100.6
198.3	100.6
198.3	99.7
198.3	98.7
198.3	96.7
198.4	95.7
198.4	94.2
198.5	93.3
198.6	91.8
198.6	91.3
198.7	90.8
198.7	89.8
198.8	89.3
198.8	89.8
198.9	91.8
199	92.8
199	92.8
199	94.2
199.1	95.2
199.2	96.2
199.3	97.2
199.3	97.2
199.3	95.2
199.3	95.2
199.4	95.2
199.4	94.7
199.6	94.2
199.7	93.7
199.8	93.3
199.8	92.8
199.9	92.3
200	92.3
200	92.3
200.2	94.2
200.2	94.2
200.3	94.2
200.3	93.3
200.4	92.3
200.4	91.8
200.5	90.3
200.6	89.8
200.7	92.8
200.7	92.8
200.9	91.8
200.9	91.8
201	91.8
201.1	92.8
201.1	92.8
201.2	94.2
201.2	95.7
201.2	96.7
201.2	97.7
201.3	98.2
201.3	98.2
201.4	97.2
201.4	96.2
201.6	94.7
201.6	94.2
201.8	94.7
201.8	96.2
201.9	97.7
202	99.2
202.1	99.7
202.2	99.7
202.3	99.7
202.3	100.2
202.5	101.1
202.5	101.6
202.6	102.6
202.6	103.1
202.6	104.1
202.8	107.1
202.8	108
202.9	110.5
203	110.5
203.1	109.5
203.1	109
203.1	108
203.2	106.6
203.3	106.1
203.4	105.6
203.4	105.6
203.4	105.1
203.5	104.6
203.6	103.6
203.6	102.6
203.7	102.6
203.8	102.1
203.8	101.1
203.8	99.2
203.9	98.2
204	97.2
204.1	97.2
204.2	97.2
204.2	98.7
204.2	99.2
204.2	99.7
204.2	101.1
204.3	101.1
204.4	100.2
204.4	99.7
204.5	99.7
204.6	100.2
204.6	101.6
204.6	103.1
204.7	104.1
204.8	104.6
204.8	105.1
204.9	105.1
205	105.1
205	105.6
205.1	106.6
205.1	106.6
205.3	108
205.3	108
205.4	107.5
205.4	107.1
205.4	105.6
205.5	105.1
205.6	105.6
205.7	106.1
205.8	106.6
205.9	106.6
206	106.1
206.1	105.1
206.1	105.1
206.1	102.6
206.2	100.6
206.3	101.6
206.3	103.6
206.4	104.1
206.5	102.6
206.5	102.6
206.6	101.6
206.6	101.1
206.7	101.6
206.8	103.1
206.9	104.6
207	107.1
207.1	108
207.1	108.5
207.2	109
207.3	109.5
207.3	108.5
207.6	106.1
207.7	105.1
207.8	104.6
208	106.1
208	106.6
208	108
208.1	109.5
208.3	110.5
208.4	110.5
208.4	112
208.4	112
208.4	113
208.5	113.5
208.6	114.9
208.7	114.4
208.7	111.5
208.7	111
208.8	111
208.9	112.5
209	113
209	113
209.1	113
209.2	113
209.3	113
209.4	112
209.5	112
209.5	111
209.6	110.5
209.8	110
209.9	109.5
210	109.5
210.1	112
210.1	113
210.3	113.5
210.4	111
210.5	111
210.5	110.5
210.6	108.5
210.7	108
210.7	107.5
210.7	106.1
210.7	105.1
210.8	104.6
210.8	104.1
211	102.6
211	102.1
211	101.1
211.1	100.2
211.1	98.7
211.2	97.7
211.2	96.7
211.2	96.2
211.3	93.7
211.3	92.8
211.4	92.3
211.5	91.8
211.7	95.2
211.9	95.2
212.2	96.2
212.3	95.7
212.3	95.2
212.3	94.7
212.4	94.7
212.4	96.2
212.5	98.2
212.7	100.6
212.8	101.1
212.8	101.6
212.8	101.6
213	100.6
213.2	99.2
213.2	98.7
213.2	97.7
213.2	96.7
213.3	96.2
213.4	95.7
213.4	95.7
213.4	94.7
213.5	93.3
213.6	93.3
213.7	92.8
213.8	92.3
213.9	93.7
214	96.2
214.1	98.7
214.3	101.1
214.4	101.1
214.4	100.6
214.4	98.7
214.5	98.7
214.6	99.2
214.6	100.2
214.6	100.2
214.7	100.2
214.8	99.2
214.8	98.7
214.8	98.2
214.9	96.2
215	96.2
215.1	95.7
215.2	95.7
215.2	95.7
215.2	95.7
215.4	96.2
215.5	96.2
215.7	96.7
215.7	98.2
215.9	98.7
215.9	99.2
215.9	99.2
216	99.2
216	98.7
216.1	98.2
216.1	96.7
216.1	95.7
216.2	93.7
216.2	93.7
216.4	93.3
216.6	90.8
216.5	94.2
216.5	95.2
216.6	97.2
216.8	97.2
216.9	97.2
216.9	98.7
217	99.2
217	99.7
217.1	100.2
217.1	101.6
217.2	103.1
217.2	105.1
217.2	108
217.3	110
217.3	112
217.3	117.9
217.4	120.9
217.5	121.8
217.4	121.8
217.4	121.8
217.5	123.8
217.6	124.8
217.6	125.3
217.6	124.3
217.7	122.3
217.7	116.4
217.6	113
217.7	112
217.7	111.5
217.7	111.5
217.8	110
217.9	108
218	104.6
218	104.1
217.9	102.1
217.9	101.6
217.9	99.2
218	97.2
218.1	95.2
218.1	94.2
218.1	91.8
218.1	90.3
218.1	88.8
218.2	88.8
218.2	87.3
218.2	85.9
218.3	86.4
218.4	86.8
218.4	86.8
218.4	86.4
218.5	85.4
218.6	84.4
218.6	83.9
218.7	82.9
218.8	80.4
218.9	79.5
219.1	75.5
219.1	72.6
219.1	70.6
219.2	67.1
219.2	64.7
219.4	61.7
219.4	61.2
219.4	59.7
219.4	57.3
219.5	57.8
219.6	60.2
219.7	60.2
219.9	60.2
219.9	59.2
219.9	61.2
219.9	64.2
220.1	66.6
220.3	70.6
220.3	73
220.3	74
220.5	78.5
220.5	80.4
220.6	83.9
220.6	85.9
220.7	89.3
220.8	90.3
220.8	90.8
220.9	94.2
220.9	95.2
221.1	96.7
221.2	96.7
221.3	94.7
221.3	94.7
221.5	96.2
221.5	96.7
221.5	96.7
221.6	97.2
221.6	97.7
221.7	99.2
221.9	99.2
221.9	95.7
221.9	95.7
222.1	95.2
222.2	95.2
222.3	94.7
222.4	94.7
222.4	99.7
222.5	100.2
222.7	98.2
222.8	98.2
222.9	98.2
223.1	98.2
223.1	100.6
223.1	102.6
223.3	104.6
223.3	105.6
223.4	107.1
223.4	108
223.5	108.5
223.6	109.5
223.6	109.5
223.6	109.5
223.7	109
223.8	107.1
223.9	106.1
224	105.1
224.1	104.6
224.1	104.1
224.2	104.6
224.2	107.5
224.3	109.5
224.3	109.5
224.3	111
224.4	112
224.4	112
224.4	111.5
224.5	109.5
224.5	108
224.5	107.5
224.5	107.1
224.5	106.1
224.6	105.6
224.7	104.6
224.9	105.1
225	106.6
225	107.5
225	108.5
225.1	111
225.1	111
225.2	111
225.3	111
225.4	111
225.4	111
225.5	111
225.7	110
225.8	109
225.9	107.5
226	106.6
226	106.1
226.1	106.1
226.1	107.1
226.2	109
226.3	112
226.3	113.5
226.4	113.5
226.5	111.5
226.6	110
226.6	108.5
226.6	108.5
226.6	108.5
226.7	110
226.7	110
226.8	112.5
226.9	113.5
226.9	114.4
227	114.9
227.1	115.9
227.2	114.9
227.2	114.4
227.3	113.5
227.4	112.5
227.4	112.5
227.6	112.5
227.6	112.5
227.7	114.4
227.7	116.9
227.8	116.9
227.8	119.9
227.9	120.9
228	120.4
228	119.9
228	118.9
228.1	118.4
228.1	118.9
228.1	120.4
228.1	120.9
228.2	121.3
228.3	119.9
228.4	116.4
228.5	114.9
228.6	114.4
228.6	113
228.6	110
228.8	107.5
228.8	107.5
228.8	105.6
228.8	103.6
228.9	101.1
229.1	101.1
229.2	103.1
229.2	103.6
229.4	107.5
229.4	107.5
229.4	108
229.5	110
229.6	110.5
229.7	110.5
229.7	110
229.8	110
229.8	110
230	109.5
230.1	110
230.3	111.5
230.3	112
230.4	112
230.4	112
230.5	110
230.6	108
230.8	109
230.8	110.5
230.9	111
230.9	112
231.1	112.5
231.2	112
231.4	108.5
231.5	107.5
231.6	105.1
231.6	104.1
231.7	103.6
231.8	103.6
231.9	105.1
232.1	105.1
232.2	104.6
232.2	105.1
232.2	108
232.3	108.5
232.3	107.1
232.4	109
232.5	110
232.5	111
232.5	112
232.6	113.5
232.7	114.4
232.8	114.9
232.8	111.5
232.8	111
232.9	110
233.1	110
233.2	112.5
233.2	114.4
233.2	114.9
233.4	119.4
233.4	116.9
233.5	113.5
233.7	111
233.7	110.5
233.9	108.5
234	107.5
234.1	112.5
234.1	114.4
234.1	114.9
234.2	116.4
234.3	117.9
234.4	118.4
234.5	116.9
234.5	116.4
234.5	114
234.6	112.5
234.6	110
234.7	108.5
234.9	107.1
234.9	106.6
234.9	105.1
234.9	103.6
235.1	104.1
235.1	104.6
235.1	105.1
235.2	107.1
235.2	108
235.4	109
235.4	108
235.5	107.1
235.7	106.6
235.8	108
235.8	108.5
235.8	109
235.9	109
235.9	109
236	108
236	106.1
236.1	105.6
236.2	105.1
236.3	107.5
236.4	109.5
236.6	111
236.6	111
236.7	110.5
236.7	108
236.8	106.6
236.8	105.6
236.9	104.1
237	103.1
237.2	103.6
237.2	104.1
237.3	106.6
237.4	109.5
237.5	113
237.6	114
237.6	115.4
237.7	116.4
237.7	117.9
237.8	119.4
237.8	118.4
237.9	115.9
238	114.9
238	113
238.1	111.5
238.2	109.5
238.2	109
238.3	109
238.4	109
238.4	109
238.5	110
238.6	110
238.6	108.5
238.7	106.6
238.9	104.1
239	101.6
239	100.6
239	98.7
239.1	97.2
239.1	95.2
239.1	93.7
239.1	93.7
239.2	93.3
239.2	95.2
239.4	97.7
239.5	99.2
239.7	101.6
239.7	102.6
239.8	104.1
239.9	108
240	109.5
240.2	109.5
240.3	109
240.4	107.5
240.5	105.6
240.5	105.6
240.6	105.1
240.7	104.1
240.9	103.6
241	106.6
241	107.1
241	107.1
241.1	108.5
241.2	111.5
241.3	113
241.4	115.4
241.5	116.4
241.5	116.4
241.5	117.9
241.5	117.9
241.6	115.9
241.6	113
241.6	112.5
241.6	111.5
241.7	109.5
241.8	107.5
241.8	107.5
241.9	107.1
241.9	106.1
241.9	105.6
242.1	105.6
242.1	106.1
242.1	107.1
242.2	107.5
242.3	107.1
242.4	107.5
242.5	109.5
242.6	111
242.6	113
242.8	114.4
242.8	114.4
242.8	112
242.8	111.5
242.8	110.5
242.9	107.5
243.1	106.6
243.1	105.6
243.2	105.6
243.3	108
243.4	112.5
243.4	114
243.6	116.9
243.6	117.9
243.8	118.4
243.8	118.4
243.9	118.9
244	118.9
244.1	118.4
244.1	117.9
244.2	116.4
244.2	114.4
244.2	113
244.2	113
244.3	115.9
244.4	114
244.4	113
244.5	111
244.6	110
244.7	110.5
244.7	110.5
244.8	113
244.8	114.4
244.9	113.5
244.9	111.5
244.9	110.5
244.9	109.5
245.2	109
245.3	108.5
245.4	107.5
245.5	107.1
245.6	105.1
245.7	103.6
245.8	103.1
245.8	101.1
245.8	99.2
245.8	96.2
245.8	94.2
245.8	94.2
245.9	91.8
246	90.3
246.1	88.8
246.3	88.8
246.4	88.3
246.6	87.8
246.7	86.8
246.7	86.4
246.8	86.4
247	90.3
247	90.8
247.1	94.2
247.1	94.7
247.3	97.2
247.4	99.7
247.8	108.5
247.8	110
247.4	105.6
247.5	107.1
247.6	110.5
247.7	112.5
247.7	113
247.7	115.4
247.7	116.4
247.9	117.9
247.9	113.5
248.1	111.5
248.1	114
248.1	116.9
248.1	117.4
248.2	119.4
248.3	120.9
248.3	122.8
248.5	123.8
248.5	123.8
248.5	123.3
248.6	122.8
248.7	120.4
248.8	116.9
248.8	116.4
248.9	114.4
249	111.5
249	110
249	109
249	108
249.2	106.1
249.2	103.6
249.2	101.6
249.2	101.1
249.2	100.2
249.3	98.7
249.4	98.7
249.4	100.2
249.5	101.6
249.6	103.1
249.7	103.6
249.8	104.6
249.8	105.1
249.9	106.6
250	108.5
250	109.5
250.1	110.5
250.1	111.5
250.2	113
250.2	114.4
250.2	115.4
250.3	115.4
250.3	114.4
250.3	114.4
250.4	112
250.6	108.5
250.6	109
250.6	109.5
250.6	109.5
250.6	108
250.7	106.6
250.9	105.6
250.9	104.1
251	102.6
251.1	102.1
251.2	103.6
251.3	105.6
251.3	109.5
251.3	111
251.4	112.5
251.4	113
251.4	114.9
251.5	115.9
251.5	116.4
251.6	116.4
251.7	116.4
251.7	114
251.9	111.5
251.9	111
251.9	107.5
251.9	106.6
252.1	109.5
252.1	112.5
252.1	114.9
252.2	117.9
252.3	119.9
252.4	119.9
252.4	121.3
252.6	122.8
252.7	124.3
252.8	124.8
252.9	125.8
252.9	126.3
252.9	126.8
253	127.3
253	126.8
253.1	124.3
253.3	123.8
253.3	124.3
253.4	125.3
253.4	123.3
253.5	120.4
253.6	118.4
253.7	116.9
253.8	114.4
254	114.9
254.1	114.9
254.1	115.4
254.2	113
254.2	110.5
254.3	109.5
254.5	107.1
254.6	108
254.7	108
254.8	106.1
254.8	104.6
254.9	103.6
255.1	104.6
255.1	105.1
255.2	108.5
255.3	111
255.5	114.4
255.8	116.9
255.9	117.4
256.1	117.4
256.1	117.4
256.3	116.9
256.4	116.4
256.6	114.9
256.7	114.9
256.8	117.4
256.8	118.4
256.9	117.4
256.9	114.9
257	112
257	110.5
257.1	109.5
257.3	111.5
257.3	112
257.3	113
257.4	112.5
257.4	110.5
257.5	110
257.5	111
257.7	111.5
257.9	110.5
258	109.5
258.1	107.1
258.2	105.6
258.4	104.1
258.5	106.6
258.6	108
258.6	108.5
258.6	108.5
258.7	110.5
258.8	113.5
259	116.4
259	116.4
259	117.9
259.1	119.4
259.2	120.9
259.3	120.9
259.3	118.9
259.3	118.4
259.4	117.4
259.5	118.9
259.6	119.9
259.6	119.9
259.7	120.4
259.7	118.4
259.8	114
259.8	112.5
260	111.5
260	109.5
260.1	109
260.2	110.5
260.2	113
260.2	114
260.4	114.4
260.5	114.4
260.5	113
260.5	112.5
260.6	111.5
260.7	110
260.7	109
260.8	109.5
260.8	111.5
260.8	112
260.9	112
261.1	110.5
261.2	108.5
261.2	108
261.2	111
261.3	113.5
261.4	116.4
261.5	117.4
261.7	119.4
261.7	117.4
261.8	114.4
261.9	112
262	112
262	114.4
262	115.9
262.1	116.4
262.2	116.4
262.2	115.9
262.3	115.9
262.4	115.4
262.4	114.4
262.5	113
262.7	110.5
262.7	109
262.8	107.1
262.9	105.1
262.9	104.6
263	103.6
263	103.1
263.1	104.6
263.1	108
263.1	108
263.2	109.5
263.2	111
263.3	111.5
263.4	110
263.4	107.1
263.5	106.6
263.6	106.6
263.7	106.1
263.8	106.6
263.8	108
264	111
264	111.5
264.1	111.5
264.2	109
264.3	108
264.4	107.5
264.4	108
264.6	109
264.7	111.5
264.8	113
264.8	115.4
264.8	116.9
264.9	118.4
264.9	117.9
265	116.4
265	114.4
265.1	114.4
265.1	114.4
265.2	114.9
265.2	115.9
265.3	117.9
265.3	118.4
265.4	118.9
265.6	118.9
265.7	117.4
265.7	116.9
265.7	115.9
265.9	114.9
265.9	116.9
266	117.4
266.1	118.4
266.2	119.9
266.3	120.4
266.3	120.4
266.4	118.4
266.4	117.4
266.4	116.9
266.5	116.9
266.6	117.4
266.6	117.9
266.7	119.4
266.9	120.9
266.9	120.4
267	119.4
267	118.4
267.1	117.9
267.1	117.9
267.2	120.4
267.2	121.3
267.3	123.3
267.3	123.8
267.4	123.8
267.5	120.9
267.5	119.9
267.6	118.4
267.7	116.9
267.8	115.9
267.8	115.9
267.9	114.4
268	114
268.1	115.4
268.1	117.9
268.2	119.9
268.3	120.9
268.3	121.3
268.3	121.8
268.4	121.8
268.4	120.4
268.4	119.4
268.4	117.9
268.4	116.4
268.6	116.4
268.6	115.9
268.7	114
268.9	113
268.9	112
268.9	111.5
269.1	110
269.1	109.5
269.1	109
269.2	107.5
269.3	108
269.5	109
269.5	109
269.6	111
269.9	113
270	114
270	114
270.1	112
270.2	111
270.2	109.5
270.2	109
270.3	108.5
270.4	109
270.4	111.5
270.4	113
270.5	114.4
270.6	114.9
270.7	116.4
270.8	117.4
270.8	117.9
270.8	117.9
271	117.9
271	117.9
271	114.9
271	114
271	114
271	112.5
271.1	111.5
271.1	111
271.2	110.5
271.2	109.5
271.2	107.5
271.2	106.1
271.3	106.1
271.4	104.6
271.5	103.6
271.6	104.6
271.6	107.1
271.7	107.5
271.8	107.5
271.8	107.1
271.9	107.1
271.9	109
272	110.5
272	111
272.1	111.5
272.1	111.5
272.2	111.5
272.3	111
272.3	110
272.3	110
272.3	109.5
272.5	109.5
272.6	108.5
272.6	108
272.6	107.5
272.6	107.1
272.7	106.1
272.8	105.6
273	108
273.1	109
273.1	110.5
273.2	112
273.2	111.5
273.2	110
273.3	108
273.3	106.6
273.3	106.1
273.4	105.1
273.4	103.6
273.5	101.1
273.8	100.2
273.8	102.6
273.8	104.6
273.8	106.6
273.9	109
274	110
274	110.5
274	112
274.1	113
274.2	114.4
274.3	114.9
274.3	114
274.4	112.5
274.4	111
274.4	110
274.5	109
274.5	108.5
274.6	108.5
274.7	109.5
274.7	111
274.9	113.5
275.1	117.4
274.8	117.9
274.8	117.9
275	118.4
275.1	118.9
275.1	118.9
275.1	116.9
275.2	116.4
