Depth	Gamma
646.5	119.3
647	145.6
647.5	133.3
647.7	114
648	102.7
648.3	95.2
648.6	105.4
648.9	100.5
649.1	95.7
649.5	115.6
649.7	122
650	118.2
650.4	130.6
650.8	121.5
651	106.4
651.3	95.2
651.6	87.7
652.1	80.2
652.7	78
653.1	92.5
653.3	98.4
653.5	89.8
653.8	81.2
654.1	68.3
654.3	63.5
654.6	74.3
654.9	88.7
655	100.5
655.5	94.1
655.7	94.6
656.1	98.9
656.3	87.7
656.6	74.3
657	58.2
657.6	74.3
658.1	87.1
658.3	82.3
658.4	82.3
658.7	88.2
658.7	78
659.1	61.4
659.6	76.9
660	82.3
660.4	71.6
660.6	63.5
660.7	55.5
661.1	52.3
661.5	66.7
661.9	82.8
662.2	76.9
662.5	84.4
662.6	89.3
662.9	75.3
663	61.9
663.4	55.5
664.1	43.7
664.3	47.4
664.8	37.8
664.9	37.8
665.9	48
666.4	39.9
666.8	37.8
667.1	45.3
667.6	35.6
668.2	44.7
668.6	41
669.3	42.6
669.5	39.9
669.8	43.7
670.2	39.4
671.1	37.8
671.9	35.6
672.4	36.2
672.8	38.8
673.6	42.1
