Depth	Gamma
338.4	114.1
338.4	115
338.5	115
338.6	115.3
338.7	116.9
338.8	118.1
339	117.8
339.2	116
339.2	115.6
339.2	114.7
339.3	114.1
339.5	115.6
339.7	115
339.9	114.7
340	116.6
340.2	116.9
340.4	116.9
340.6	115.3
340.8	113.5
340.8	111.7
340.8	110.8
340.9	109.6
341.1	110.2
341.1	111.1
341.3	110.8
341.4	109.3
341.5	109.6
341.5	111.1
341.5	111.1
341.6	110.5
341.9	109
342	110.8
342	111.1
342	112.9
342.2	114.7
342.3	114.1
342.4	113.2
342.5	112.9
342.5	113.8
342.5	114.1
342.6	115.6
342.7	116
342.8	117.8
343	119.6
343	120.2
343.1	120.8
343.2	118.4
343.2	118.1
343.2	116
343.2	114.1
343.3	112.9
343.4	112.6
343.4	112
343.6	111.1
343.6	111.1
343.7	112.9
344	113.2
344.2	114.7
344.3	117.5
344.3	117.8
344.3	119
344.4	119.9
344.8	120.8
344.8	121.7
344.8	126.6
344.8	126.9
345	129
345.1	131.1
345.2	134.2
345.1	136.6
345.2	139
345.3	140.5
345.5	140.2
345.6	139
345.7	137.2
345.8	133.9
345.8	132.3
345.9	131.4
346	130.5
346.1	129
346.1	127.2
346.1	125.7
346.1	125.1
346.3	122
346.3	121.4
346.3	120.8
346.4	120.5
346.5	121.7
346.7	123.2
346.8	122.9
346.8	122.6
346.8	121.7
346.9	120.5
347	119.9
347.1	121.1
347.1	121.4
347.2	121.4
347.2	119.9
347.2	119.9
347.3	119
347.3	118.1
347.4	117.2
347.4	116.6
347.5	116.9
347.6	120.2
347.8	119.3
347.8	119
347.8	118.7
347.9	119.3
347.9	119.6
348	122.3
348.1	123.8
348.1	126
348.2	126.6
348.5	127.8
348.5	127.2
348.5	128.4
348.8	128.4
348.8	128.1
348.9	126.9
348.9	126
349	125.1
349	124.5
349	123.8
349.2	124.8
349.3	125.1
349.3	124.1
349.4	123.2
349.4	122
349.6	121.1
349.6	120.2
349.7	118.1
349.7	118.1
349.8	120.2
350.1	119.6
350.3	118.1
350.4	117.2
350.4	118.4
350.5	120.2
350.5	120.5
350.6	121.7
350.7	122.9
350.8	124.5
350.8	124.8
351.4	125.1
351.3	124.5
351.3	124.1
351.3	122.9
351.3	122.3
351.5	121.4
351.7	119.9
351.7	119.9
351.8	118.4
351.8	116
352	113.8
352	113.5
352.1	112.6
352.2	111.1
352.4	109.6
352.4	109.6
352.5	110.8
352.5	112.9
352.7	116.6
352.7	116.9
353.1	120.8
353.2	119.9
353.2	117.8
353.1	116.3
353.1	113.8
353.2	111.4
353.3	112.6
353.4	116.3
353.8	119.6
353.9	124.5
353.9	126
353.9	126.3
353.9	126.3
354.1	125.4
354.3	124.1
354.4	122.9
354.5	121.7
354.7	120.5
354.8	120.5
355	122.3
355.1	125.7
355.2	127.8
355.4	129.3
355.4	129.9
355.5	130.5
355.7	129
355.7	128.7
355.8	126.6
355.9	123.2
355.9	120.2
355.9	117.8
356	116.6
356.1	116
356.1	114.7
356.2	112.6
356.2	112
356.4	113.5
356.7	115.3
356.7	116.3
356.8	116.9
357	118.1
357.1	119
357.3	119.6
357.3	117.8
357.4	117.5
357.4	115
357.5	113.2
357.6	111.4
357.7	110.8
357.8	111.4
357.8	111.4
358	112.6
358	114.1
358	115.6
358.1	115.6
358.2	114.7
358.4	114.1
358.4	114.1
358.4	116
358.5	119.9
358.5	120.2
358.7	123.5
358.7	126.3
358.7	128.1
358.9	128.1
359	126.9
359.1	126.6
359.1	126.6
359.2	125.1
359.4	123.5
359.6	122
359.6	121.7
359.6	121.1
359.8	119.6
359.9	118.7
360.1	117.8
360.3	119.3
360.3	119.6
360.3	120.8
360.5	123.5
360.6	125.7
360.7	126.3
360.8	124.8
360.8	122.6
360.9	120.8
360.9	118.4
360.9	118.1
360.9	116.3
361.1	113.8
361.3	112.3
361.3	114.1
361.4	116.3
361.5	118.7
361.5	119.6
361.7	122.3
361.8	123.2
361.9	121.4
362	119
362.1	116.3
362.2	113.5
362.2	112
362.3	111.7
362.4	111.4
362.4	112
362.4	113.5
362.6	117.2
362.7	120.5
362.8	122.9
362.8	126
362.9	128.7
362.9	129.6
362.9	129.6
363	133.3
363.1	136.3
363.2	138.1
363.3	138.1
363.4	136.3
363.5	133.6
363.1	136.6
363.3	136
363.3	135.7
363.3	133.3
363.5	130.5
363.6	126.9
363.6	123.2
363.7	122.9
363.7	123.8
363.8	125.4
363.9	127.2
363.9	127.5
363.9	127.8
364.2	126.6
364.2	126.3
364.3	126.9
364.5	127.2
364.7	126.9
364.7	125.4
364.8	124.1
365	123.8
365.2	123.8
365.3	123.2
365.4	122.3
365.4	121.1
365.6	118.4
365.6	117.2
365.6	115.3
365.6	114.4
365.6	112.3
365.5	108.4
365.4	105
365.4	103.2
365.9	96.5
365.9	95.6
365.9	90.8
366	84.1
366	79.8
366	77.7
366	75.3
365.9	73.1
365.9	70.1
365.7	65.6
365.7	58.9
365.6	58.3
365.6	52.5
365.6	45.2
365.8	39.8
365.9	39.1
365.9	37
366	34.6
366.1	30.3
366.5	26.1
366.4	22.5
366.3	19.1
366.2	15.5
366.2	13
366.2	11.5
366.2	10.3
366.2	9.4
366.2	9.1
366.2	8.2
366.2	7.6
366.3	6.4
366.3	5.8
366.4	5.5
366.4	5.1
366.5	4.5
366.6	3.9
366.8	5.5
366.9	7.3
367.2	8.2
367.3	10
367.5	11.2
367.5	11.5
367.7	12.4
367.7	14.3
367.7	15.2
367.8	15.2
367.9	14
368	12.4
368.1	11.8
368.1	11.8
368.2	8.5
368.2	7.9
368.5	6.4
368.4	7.3
368.7	6.1
368.9	4.5
369.2	3.9
369.3	3.6
369.4	3
369.6	2.1
369.7	2.7
369.7	2.7
370.1	3
370.2	3
370.2	3
370.3	2.7
370.7	2.7
370.7	3
370.9	4.2
370.9	4.5
371.2	5.1
371.4	4.5
371.6	3.9
371.7	4.2
371.7	4.5
372.3	4.8
372.5	4.8
372.8	3.3
372.8	3
373	2.7
373.1	2.7
373.6	3.9
373.9	4.5
374.2	4.8
374.2	4.8
374.4	4.8
374.5	4.2
374.6	4.2
374.7	3.6
374.7	3.3
374.9	3.3
374.9	3
375	3
375.2	3
375.3	3.6
375.3	4.2
375.5	5.1
375.6	5.1
375.6	5.5
376	5.8
376	6.1
376.4	6.1
376.7	5.8
376.8	6.7
376.9	8.2
377	8.5
377.1	8.5
377.2	7.6
377.3	7.6
377.4	7.6
377.7	7.3
377.8	6.7
378.1	6.4
378.2	6.1
378.4	6.7
378.6	7.3
378.6	7.3
378.8	7.3
379	6.7
379.1	6.4
379.3	6.4
379.5	7.6
379.7	7.6
379.9	7
379.9	5.8
380	5.5
380.2	5.5
380.4	5.8
380.5	5.1
380.5	5.1
380.7	4.8
380.9	3.9
381	3.6
381.2	3.6
381.5	3.3
381.6	4.5
381.8	5.1
382.1	4.5
382.3	4.5
382.4	5.5
382.5	5.8
382.8	5.8
382.8	4.8
383	4.8
383.1	5.1
383.3	6.4
383.4	6.7
383.5	6.7
383.5	6.1
383.6	4.8
383.8	4.5
384.1	4.5
384.3	4.5
384.4	5.1
384.6	5.1
384.8	5.1
384.8	5.1
385.1	5.5
385.2	6.4
385.2	6.7
385.4	7.6
385.5	7.6
385.6	7.9
385.6	7.9
385.8	7.9
385.9	7.9
386	8.8
386	9.4
386	9.4
386.2	9.4
386.3	8.5
386.5	7.9
386.7	7
386.9	6.7
386.9	6.4
387	5.8
387.1	5.5
387.2	4.5
387.3	3.9
387.4	4.8
387.4	4.8
387.7	5.8
387.9	5.8
387.9	5.8
388.1	5.5
388.3	5.1
388.5	5.1
388.8	4.8
389	4.2
389	4.2
389.2	5.8
389.2	6.4
389.3	6.4
389.6	6.1
389.8	5.5
389.9	4.5
389.9	4.8
390.1	5.5
390.2	5.5
390.4	4.5
390.4	4.5
390.7	5.5
390.9	5.1
391	5.1
391.2	5.5
391.5	5.5
391.5	5.5
391.5	5.1
391.6	5.1
391.6	5.1
391.8	5.5
391.9	6.1
392	6.7
392	6.7
392.2	6.7
392.2	6.4
392.3	6.1
392.3	5.8
392.5	6.4
392.5	6.4
392.7	6.4
392.7	5.8
392.8	5.5
393	5.5
393.2	5.8
393.3	5.8
393.4	4.8
393.6	4.8
393.6	4.8
393.7	5.1
393.9	6.4
394	7
394.1	7.6
394.4	7.9
394.6	8.2
394.6	8.2
394.7	7.9
394.9	7.3
395	6.7
395	7.9
395	8.8
395.4	8.8
395.7	8.8
395.8	9.4
395.9	10.6
396	11.5
396.2	11.5
396.4	11.5
396.6	11.5
396.7	11.2
396.8	11.2
397	11.2
397.2	10.9
397.3	9.7
397.3	9.7
397.4	8.8
397.6	8.2
397.8	8.2
397.9	8.8
398	8.8
398.1	8.5
398.2	8.2
398.2	8.8
398.2	8.2
398.2	7.6
398.4	7
398.5	7
398.6	6.4
398.7	6.1
398.9	5.8
399.2	6.7
399.4	7.6
399.6	7.6
399.6	7.6
399.5	9.1
399.5	9.1
399.7	10
399.9	10.9
400.1	11.5
400.3	12.4
400.4	13
400.6	13.6
400.6	13.3
400.7	12.1
400.8	11.8
400.9	9.7
400.9	7.9
400.9	7.6
401	7.6
401.1	7.6
401.2	6.7
401.3	6.4
401.4	6.7
401.5	7.6
401.7	7.9
401.7	7.9
401.8	7.6
402	7
402	7
402.1	6.4
402.2	5.8
402.5	4.2
402.7	3
402.9	3.3
402.9	3.6
403	4.8
403.2	5.1
403.4	5.5
403.6	5.5
403.9	5.5
404.4	5.1
404.5	5.5
404.6	5.5
404.8	6.7
405	7
405	8.5
405.2	9.1
405.4	8.8
405.5	8.5
405.6	6.7
405.8	6.4
405.9	6.7
405.9	7
406.2	6.4
406.2	6.4
406.4	6.1
406.4	5.8
406.7	5.8
406.8	5.5
406.9	5.1
407.1	4.8
407.3	3.6
407.3	4.5
407.5	5.1
407.8	5.1
408.1	5.1
408.3	5.1
408.5	4.8
408.8	3.6
409	3.6
409.2	4.5
409.2	5.1
409.4	5.1
409.6	5.1
409.7	6.4
409.8	6.7
409.9	6.7
410	6.4
410.3	5.1
410.6	4.8
410.8	4.5
411.1	3.9
411.4	3.3
411.5	3
411.7	3.6
411.7	3.9
412.1	3.6
412.2	2.7
412.4	2.7
412.7	3.6
412.8	4.2
413.1	4.8
413.2	4.8
413.3	4.8
413.4	4.5
413.8	5.1
414	5.5
414.2	5.5
414.3	5.5
414.3	4.5
414.4	3.6
414.7	4.2
414.7	4.5
414.8	4.8
414.9	5.1
415	5.1
415	4.8
415	4.8
415.2	5.1
415.4	5.8
415.4	5.8
415.5	5.8
415.6	5.8
415.7	5.1
415.7	4.8
415.7	4.2
416	4.2
416	4.5
416.1	5.1
416.3	6.1
416.5	6.1
416.6	5.5
417.2	4.8
417.3	3.9
417.5	4.8
417.6	5.1
417.7	7
417.8	9.1
417.9	11.2
418	12.4
418	14.3
418	14.6
418	16.1
418.1	17.6
418.3	19.4
418.3	19.7
418.4	20.6
418.4	21.5
418.6	20.9
418.7	20.6
418.7	20.6
418.7	20.9
418.9	22.5
418.9	22.8
418.7	25.8
418.9	26.4
419.1	28.2
419.1	30
419.1	30.3
419.1	30.3
419.1	32.5
419.3	34
419.3	34.3
419.4	35.5
419.4	36.7
419.6	37.9
419.6	38.2
419.9	36.1
419.9	37.3
419.9	38.8
419.9	41
420	43.7
420	46.7
420	47
420	48.3
420	50.1
420	51.3
420.3	52.8
420.3	53.4
420.4	53.7
420.5	53.7
420.6	53.7
420.7	53.1
420.7	53.4
420.7	53.7
420.7	55.2
420.6	55.8
420.7	57.7
420.7	58.3
420.8	59.5
420.8	60.4
421.1	61.9
421.2	61.9
421.2	61.9
421.3	59.8
421.4	57.1
421.4	57.1
421.4	54.9
421.6	52.8
421.6	50.4
421.6	48.3
421.6	44.6
421.6	42.5
421.6	42.2
421.7	41.3
421.7	40.7
421.7	39.8
421.7	37.9
421.7	37.6
421.8	36.1
421.8	35.5
421.9	35.2
422	36.7
422.1	37.9
422.1	38.2
422.1	40.7
422.1	43.1
422.3	45.8
422.3	46.1
422.3	49.2
422.4	50.1
422.4	51.6
422.4	53.4
422.4	54.6
422.4	54.9
422.6	55.5
422.6	55.5
422.6	55.5
422.8	55.2
422.9	54.9
423.1	53.4
423.1	51.6
423.1	50.7
423.1	48.9
423.3	47.3
423.3	47
423.3	47
423.4	47.3
423.4	48
423.5	49.5
423.5	52.2
423.5	53.1
423.6	54.3
423.7	55.2
423.7	55.5
423.9	56.8
424	57.4
424.1	57.4
424.2	57.4
424.4	56.1
424.5	54.9
424.5	54.6
424.6	54
424.6	53.1
424.9	51.6
424.9	51.3
425.1	50.4
425.1	50.1
425.1	49.2
425.1	50.4
425.2	51.3
425.3	51.9
425.3	53.7
425.3	54
425.3	54.9
425.4	55.8
425.4	56.8
425.4	57.1
425.4	58
425.5	59.2
425.6	60.1
425.6	60.4
425.6	60.7
425.6	62.2
425.8	64.6
425.8	65.3
425.8	67.1
425.9	69.5
426	71.6
426	73.8
426	74.7
426.1	75.3
426.3	75.3
426.3	75.6
426.3	75.6
426.5	74.4
426.6	74.1
426.7	74.1
426.8	74.1
426.9	74.7
427	75.3
427	75.6
427.1	75.9
427.1	75.9
427.3	77.1
427.3	77.7
427.3	79.2
427.4	80.1
427.4	80.4
427.4	80.4
427.4	81.6
427.6	82.9
427.7	82.9
427.8	83.2
428.1	83.8
428.2	82
428.2	79.8
428.3	77.7
428.4	77.1
428.4	75.3
428.4	72.5
428.4	72.2
428.4	69.5
428.4	67.7
428.4	64.6
428.6	63.1
428.6	60.7
428.7	58.9
428.8	58
428.8	57.1
428.8	55.5
428.9	54.3
429.1	54.6
429.2	56.1
429.3	57.7
429.3	58.9
429.3	59.8
429.5	61.3
429.7	62.5
429.7	63.1
429.8	64.3
430	64.6
430.1	62.2
430.1	60.4
430.4	58
430.5	56.1
430.6	54
430.7	52.5
430.8	51.9
430.8	52.2
430.7	54.6
430.7	54.9
430.8	55.2
430.9	54.6
430.9	55.2
431	55.8
431.1	55.5
431.2	53.7
431.3	51.3
431.4	49.2
431.4	47.3
431.4	47
431.5	43.1
431.6	40.4
431.7	37.3
431.9	34.9
431.9	32.5
432	30
432	28.2
432.1	27
432.2	24.9
432.2	23.1
432.2	21.5
432.2	20.3
432.2	18.8
432.2	18.2
432.3	17.3
432.3	17.3
432.4	17.3
432.6	19.1
432.6	20
432.6	19.4
433	19.4
433.2	20
433.2	19.1
433.2	17
433.4	16.1
433.5	14.9
433.6	14.6
433.7	15.2
433.8	17.3
433.8	18.8
433.8	20.9
433.8	21.5
433.8	23.4
433.8	24.6
433.8	24.9
433.9	26.4
434.1	28.8
434.1	31.3
434.2	33.4
434.2	37.3
434.1	40.1
434.2	45.2
434.4	50.1
434.5	54.9
434.6	58.3
434.6	60.7
434.8	64.6
434.8	69.2
434.8	71.9
434.7	76.2
434.7	77.7
434.7	79.5
434.7	83.5
434.7	83.8
434.7	83.8
434.8	85.3
434.8	86.5
434.9	88
434.9	88.9
434.9	90.1
434.9	90.1
435.1	91.1
435.1	91.4
435.1	91.4
435.3	89.2
435.4	85.3
435.4	86.5
435.4	86.8
435.4	87.1
435.5	87.1
435.6	87.1
435.7	83.2
435.8	82.6
435.8	79.8
436	76.5
436	76.2
436	73.5
436	68.9
436	64.6
436.1	60.4
436.3	56.1
436.3	54.3
436.3	51.9
436.3	48
436.4	45.8
436.5	44
436.6	42.5
436.7	41
436.7	40.4
436.7	39.5
436.9	39.1
436.9	41.6
437	41.3
437.1	39.1
437.2	38.2
437.3	39.1
437.4	40.1
437.4	41.9
437.6	44
437.6	44.3
437.8	46.1
437.9	46.7
437.9	47.3
437.9	46.4
437.9	46.1
438.1	44.9
438.2	42.8
438.2	41
438.3	38.8
438.3	39.5
438.3	40.1
438.3	41.6
438.5	42.5
438.6	41.3
438.7	41
438.8	43.1
439	45.5
439	47.6
439	48.3
439.2	48
439.3	45.5
439.4	43.7
439.5	42.8
439.5	41.6
439.5	40.1
439.5	39.5
439.5	38.5
439.5	36.7
439.6	36.1
439.6	34.6
439.7	34.3
439.7	34
439.8	35.2
439.9	35.2
439.9	36.4
439.9	37
439.9	38.5
440	40.7
440	41
440.1	41.3
440.2	40.7
440.2	39.5
440.2	39.1
440.6	38.2
440.7	38.5
440.9	39.5
440.9	41
440.9	42.5
440.9	42.8
441.1	42.8
441.3	42.8
441.4	43.4
441.6	44.9
441.7	46.1
441.8	46.7
441.9	46.4
442	44.9
442	43.1
442	42.2
442.2	41.6
442.3	41.3
442.3	41.3
442.5	41.6
442.6	39.8
442.6	39.1
442.7	38.2
442.9	36.7
443	34.9
443	34
443	33.4
443	32.5
443	32.2
443.1	31.3
443.2	31
443.4	29.7
443.4	29.4
443.4	29.4
443.6	31.9
443.6	32.5
443.6	34
443.8	35.5
443.9	35.8
444	37
444.3	38.5
444.5	40.1
444.5	40.4
444.6	41.3
444.6	41.6
444.6	39.8
444.6	39.5
444.8	38.8
445	39.1
445.3	40.1
445.4	41.6
445.5	43.4
445.7	45.5
445.7	45.8
445.7	46.1
445.9	45.8
446	44.3
446.1	42.5
446.2	41.6
446.4	41.3
446.5	41
446.6	39.8
446.6	39.5
446.7	38.8
446.9	38.5
447.1	39.5
447.3	40.1
447.3	40.4
447.4	40.4
447.4	39.5
447.6	38.5
447.6	37.9
447.6	37.6
447.8	36.4
448	36.4
448	36.4
448.1	37.6
448.1	39.5
448.3	41
448.4	41.9
448.5	41.6
448.6	40.4
448.7	39.1
448.7	37.9
448.7	37.3
448.8	37
449	36.7
449	37.6
449.1	38.2
449.2	39.5
449.2	39.1
449.5	38.2
449.5	39.8
449.6	41
449.7	41.3
449.7	40.4
449.7	39.8
449.9	39.8
449.9	39.8
450	39.1
450.1	38.8
450.3	38.5
450.3	37.6
450.4	36.7
450.6	36.4
450.6	36.4
450.4	36.7
450.4	36.7
450.8	36.4
451	37.3
451.1	38.2
451.2	37.6
451.3	36.4
451.5	35.8
451.6	35.2
451.7	34.6
451.7	34.6
451.8	34.3
452	34
452.2	34
452.2	35.5
452.3	37
452.4	37.9
452.7	37.9
452.7	37.9
452.9	38.2
452.9	40.1
453	41.6
453	41.9
453	42.8
453.1	44
453.1	44.6
453.4	45.8
453.6	46.1
453.6	45.5
453.6	44.9
453.7	45.8
453.8	46.1
453.9	47.6
454	48.9
454	48.9
454.1	50.1
454.3	51.3
454.3	52.2
454.5	52.5
454.7	52.5
454.7	52.5
454.7	53.1
454.8	53.1
454.8	51.6
454.8	50.4
455	49.5
455	49.5
455.1	48.9
455.1	48.6
455.2	47
455.2	46.7
455.3	45.8
455.5	45.2
455.5	46.7
455.5	47
455.5	47.6
455.6	48.6
455.6	48.9
455.7	49.5
455.7	49.5
455.9	49.2
456	48.3
456.2	48
456.2	48.3
456.2	49.8
456.2	51.3
456.2	51.6
456.2	52.2
456.2	53.1
456.4	54.3
456.6	55.2
456.6	55.5
456.8	55.5
456.8	54.9
456.9	54.3
456.9	52.5
456.9	51.9
457	51
457.1	49.8
457.2	50.7
457.3	52.5
457.4	54.3
457.5	54.6
457.5	55.8
457.6	56.5
457.8	56.5
458	56.5
458	54.9
458	54
458.1	54
458.2	54.3
458.2	55.8
458.2	56.1
458.3	57.1
458.5	58
458.6	58.3
458.7	58.3
458.8	58
458.9	57.7
458.9	56.8
458.9	55.8
459.1	54.9
459.1	54.9
459.2	55.2
459.2	56.1
459.2	56.8
459.2	56.5
459.2	56.1
459.4	54.9
459.4	54.6
459.4	53.4
459.5	52.2
459.5	52.2
459.6	51.3
459.7	50.4
459.8	50.1
459.8	49.5
459.9	51
460	51.9
460.1	51.6
460.1	51.6
460.3	51.6
460.5	52.5
460.5	54.3
460.5	56.1
460.6	56.8
460.8	55.5
460.8	54
460.8	53.7
460.9	52.5
460.9	51.3
461	50.7
461.2	51.6
461.5	51.3
461.5	50.1
461.5	51.9
461.6	54.6
461.7	55.2
461.7	55.8
461.9	56.8
462	57.4
462.1	58.3
462.3	58.3
462.4	56.1
462.4	55.2
462.5	53.7
462.6	53.1
462.8	51.3
462.8	50.7
462.9	50.4
463	49.2
463	49.2
463.1	48.3
463.1	48.9
463.3	50.4
463.3	51.9
463.3	51.9
463.4	55.2
463.4	57.1
463.5	58.9
463.5	60.1
463.6	61.3
463.8	64
463.9	65.9
464	67.7
464	69.2
464.1	70.4
464.3	69.5
464.3	69.8
464.3	71
464.5	71.3
464.5	70.4
464.5	69.2
464.6	69.8
464.6	70.1
464.7	70.4
464.9	69.2
464.9	66.8
465	64
465.1	62.2
465.2	62.2
465.5	64.3
465.7	65.3
466	65.6
466.1	64.6
466.3	61.3
466.6	57.1
466.6	54.6
466.7	53.7
466.8	52.8
467	51
467.1	48
467.2	47
467.2	45.5
467.2	43.7
467.2	43.4
467.3	42.2
467.3	41.6
467.3	39.5
467.3	37.3
467.3	35.2
467.3	33.7
467.3	32.8
467.3	31.9
467.3	30
467.3	28.8
467.3	27.6
467.3	27.3
467.3	27
467.3	26.7
467.3	26.4
467.5	26.1
467.6	26.1
467.9	26.4
467.9	26.7
468	26.7
468	26.4
468	26.1
468.2	24.9
468.2	23.7
468.2	23.4
468.2	23.1
468.2	23.7
468.3	23.4
468.4	23.4
468.6	22.8
468.6	21.5
468.6	21.5
468.6	22.1
468.8	23.4
468.9	23.7
469.1	23.4
469.3	22.1
469.5	21.2
469.6	22.1
470	22.5
470.2	22.5
470.5	22.8
470.7	22.1
470.8	20.3
470.9	18.8
471	17.6
471.2	17.3
471.4	17.9
471.5	19.7
471.8	21.2
471.9	20.9
472.1	21.8
472.2	22.5
472.2	22.8
472.2	24
472.3	26.1
472.3	26.1
472.4	27
472.5	28.2
472.5	28.2
472.8	29.7
472.8	29.7
472.8	27.9
472.8	26.7
472.8	25.8
473	24
473.1	23.4
473.1	22.5
473.2	21.2
473.2	20.9
473.3	20
473.4	22.1
473.5	23.7
473.6	26.4
473.7	27.6
473.7	27.6
473.9	29.1
473.9	30.3
474	31.6
474.1	32.8
474.2	33.4
474.2	34.3
474.2	34.9
474.4	34
474.4	33.7
474.5	33.7
474.7	33.7
474.7	33.4
474.7	33.4
474.7	33.4
474.7	33.4
474.8	31.9
474.8	30.6
474.9	29.7
475	29.1
475.1	28.5
475.3	27.3
475.3	26.7
475.2	26.4
475.4	26.7
475.7	28.2
476	30.3
476	30.6
476	33.4
476	34.3
476.1	36.4
476.1	39.1
476.1	39.1
476.1	41.9
476.1	44.9
476.4	47.6
476.5	48.6
476.7	49.8
476.8	50.1
476.8	52.2
476.8	53.1
476.8	55.2
476.9	57.4
477	60.4
477.2	64.6
477.2	66.2
477.2	67.1
477.2	68.6
477.3	69.5
477.4	70.7
477.4	70.7
477.6	69.5
477.7	68
477.7	66.8
477.7	66.2
477.8	64.6
477.8	64.6
477.9	64.3
478.1	65.6
478.2	66.8
478.3	68.3
478.4	68.9
478.4	70.4
478.6	73.1
478.7	76.2
478.7	77.4
478.7	79.2
478.8	83.5
478.8	83.8
479	86.8
479.1	86.8
479.1	88.9
479.2	89.8
479.3	91.1
479.4	92
479.5	92.9
479.5	93.5
479.7	93.5
479.8	92.6
479.9	90.8
480	88
480.2	88.6
480.2	88.9
480.4	88
480.5	86.2
480.5	85.9
480.6	86.2
480.8	88
481.2	91.7
481.2	94.7
481.2	96.2
481.2	98
481.2	105.9
481.3	107.1
481.5	114.4
481.6	115.6
481.6	117.8
481.7	121.1
481.7	121.4
481.8	122.9
481.8	123.2
481.8	125.4
481.8	126.6
481.8	126.9
481.9	128.7
482.1	129
482.3	126.3
482.2	127.8
482.3	129.3
482.3	129.9
482.5	129
482.5	125.1
482.5	120.5
482.5	119.9
482.5	117.5
482.5	112.6
482.5	111.1
482.5	104.1
482.5	99
482.4	85
482.3	73.8
482.5	65.9
482.5	62.2
482.6	57.1
482.7	52.5
482.7	51.9
482.7	46.7
482.8	39.5
482.8	37
482.8	29.7
482.9	27.9
482.9	26.1
483	25.2
483.4	23.4
483.5	22.1
483.6	23.1
483.7	25.2
483.9	25.5
484.1	26.1
484.1	28.5
484.2	29.1
484.4	31.9
484.4	41.6
484.4	46.7
484.6	54.9
484.6	54.9
484.6	62.2
484.9	72.2
485.3	80.4
485.4	84.7
485.4	90.5
485.4	102.3
485.5	104.7
485.6	117.2
485.9	119.3
486.3	132.6
486.3	133.3
486.3	151.2
486.3	155.1
486.3	156
486.5	156
486.5	147.5
486.7	138.1
486.7	131.4
486.7	128.1
486.7	124.8
486.9	124.5
487.1	129.6
487.1	130.2
487.2	134.5
487.2	136.9
487.2	138.7
487.2	140.2
487.2	140.8
487.2	141.1
487.2	141.5
487.2	137.2
487.3	136.9
487.4	132.6
487.5	121.1
487.8	99.6
487.6	92.6
487.4	74.7
487.4	69.2
487.4	55.5
487.4	41.3
487.4	28.2
487.5	22.5
487.6	20
487.6	19.4
487.7	17.9
487.8	16.1
487.8	15.8
487.8	14.6
487.8	13
487.9	13.6
487.9	15.8
488.1	15.2
488.1	14.9
488.3	13.6
488.3	13.6
488.5	14.9
488.6	14.9
488.7	14.3
488.8	14.6
489	14
489	13.3
489.1	12.7
489.1	12.4
489.2	12.7
489.3	14.6
489.4	14.6
489.4	13.6
489.7	13.3
489.8	14
490	15.5
490.2	14.9
490.2	14.6
490.2	13.3
490.4	13
490.8	14.6
490.9	14.6
491.1	14
491.4	14
491.6	13
491.8	12.1
491.9	13
