Depth	Gamma
199.9	105
199.9	105.6
199.9	105.6
200	105.6
200.1	105.6
200.1	105.6
200.3	106.5
200.3	105.6
200.3	104.1
200.3	103.8
200.4	102.9
200.5	102.3
200.5	101.7
200.5	101.4
200.9	101.4
200.9	101.1
200.9	99.9
201	98.6
201.1	97.1
201.2	95.9
201.3	95.3
201.4	94.7
201.5	94.1
201.7	95.9
201.8	96.8
201.8	97.7
201.8	100.2
202	100.5
202.1	100.5
202.3	100.8
202.4	102
202.5	102
202.6	101.7
202.7	103.5
202.9	104.7
202.9	104.4
202.9	103.2
203	101.7
203.1	99.9
203.1	99.3
203.1	98.6
203.4	97.4
203.5	97.1
203.6	99
203.7	100.2
203.7	101.4
203.8	102.3
203.9	102.3
204	102.3
204.1	103.2
204.3	104.1
204.5	103.2
204.5	102
204.7	102.9
204.7	102
204.8	100.2
204.8	99.9
204.8	99
204.8	98.3
204.9	97.7
205	98.6
205.1	99
205.3	98.3
205.4	98.3
205.5	100.2
205.5	100.8
205.7	102.9
205.7	102.9
205.9	103.5
206.1	105.3
206.2	104.4
206.2	104.1
206.2	102.9
206.3	101.4
206.4	99.6
206.4	98
206.6	97.7
206.6	97.4
206.7	96.8
206.8	99.3
206.8	100.2
206.9	100.8
207	101.4
207.1	101.4
207.1	100.5
207.1	100.5
207.3	102.3
207.3	102.3
207.4	101.1
207.5	100.2
207.6	101.4
207.6	101.7
207.6	102.6
207.8	103.2
207.8	102
207.8	102
208	102
208	102
208.1	101.4
208.2	100.8
208.2	100.2
208.3	99.9
208.4	100.5
208.5	101.1
208.5	101.4
208.6	102.3
208.7	103.8
208.9	105.6
208.9	106.2
208.9	106.8
209	107.1
209.1	105.9
209.1	105.3
209.2	106.2
209.4	106.2
209.5	106.2
209.6	105
209.6	103.8
209.6	102.6
209.7	102.6
209.8	103.8
209.9	103.5
209.9	101.7
209.9	101.1
210	101.4
210.1	102.3
210.2	103.2
210.3	103.5
210.3	103.5
210.4	102.3
210.5	100.8
210.5	100.5
210.6	99.9
210.7	100.8
210.8	102.3
211	104.7
211	105.6
211	107.5
211.1	109
211.1	109.9
211.2	111.1
211.2	112
211.2	113.2
211.3	113.5
211.4	112.9
211.5	112.3
211.6	111.4
211.6	109.6
211.7	107.8
211.7	106.8
211.7	105.9
211.7	104.4
211.7	102.9
211.8	101.1
211.9	100.2
212.1	102.3
212.1	102.6
212.1	104.7
212.1	105
212.1	105.9
212.3	107.8
212.4	108.7
212.5	109
212.6	108.1
212.6	106.5
212.6	105
212.7	104.4
212.7	103.5
212.8	103.2
212.8	105.3
212.9	106.2
212.9	106.5
213	106.5
213.1	105
213.2	104.1
213.2	102.9
213.3	102
213.4	102
213.4	103.2
213.4	104.7
213.5	105.6
213.5	105.9
213.6	107.1
213.7	107.5
213.8	106.8
213.9	105.6
213.9	105
214.2	105
214.2	104.1
214.4	103.2
214.4	102.9
214.5	102.3
214.5	102
214.6	103.5
214.7	105.3
214.7	106.8
214.9	108.1
214.9	108.7
215.2	109.3
215.2	109.3
215.4	106.8
215.4	106.2
215.5	105.6
215.6	105.3
215.7	104.7
215.7	104.4
215.8	104.4
215.9	105.9
216	106.5
216.1	107.5
216.2	109.3
216.3	110.8
216.3	112
216.5	113.5
216.6	113.5
216.6	111.1
216.7	109.9
216.8	108.1
216.8	108.1
216.8	106.5
216.8	105.3
216.8	104.1
216.8	103.2
216.8	102.3
216.8	101.7
217.2	100.5
217.3	102.9
217.3	102.9
217.3	102.9
217.3	105.3
217.3	106.5
217.4	107.8
217.5	108.4
217.5	109
217.5	110.8
217.5	112.3
217.5	113.2
217.5	113.2
217.5	114.7
217.6	114.7
217.7	113.8
217.8	112.6
218	112.3
218	112.3
218.1	113.2
218.2	114.1
218.3	115
218.3	115.3
218.3	116
218.4	116.9
218.5	117.8
218.5	117.8
218.6	116.3
218.6	114.7
218.7	113.2
218.7	112
218.9	110.8
218.9	109.9
218.9	109.6
219	109.6
219.1	109.6
219.2	111.1
219.2	113.2
219.3	113.5
219.3	114.7
219.3	115.6
219.3	116.6
219.3	116.9
219.4	117.2
219.6	117.8
219.7	116.9
219.7	116.9
219.6	115
219.7	114.1
219.8	112.9
219.8	112.3
219.8	112
220.1	112.6
220.1	112
220.1	111.7
220.2	111.4
220.3	110.8
220.4	109.9
220.4	109
220.4	108.1
220.5	106.8
220.5	105.3
220.5	104.7
220.8	105.9
220.9	106.5
221	108.7
221.2	111.4
221.2	113.2
221.2	113.5
221.4	112.6
221.4	110.8
221.4	110.2
221.5	110.5
221.6	111.1
221.7	112
221.9	114.1
222.1	114.7
222.1	116.9
222.1	117.8
222.2	118.1
222.4	117.5
222.4	115.6
222.4	114.1
222.4	114.1
222.4	112.6
222.4	110.8
222.4	109.3
222.4	109
222.4	107.5
222.4	106.2
222.5	105.6
222.6	104.7
222.6	104.1
222.6	103.2
222.8	103.2
223	103.8
223	104.1
223.1	106.5
223.2	108.7
223.3	109.3
223.3	109.6
223.3	109.6
223.3	108.1
223.5	105.3
223.5	104.1
223.5	103.5
223.7	103.8
223.8	104.4
223.8	105.3
223.9	105.6
223.9	105.6
224	104.7
224.1	104.1
224.2	102.9
224.2	102.6
224.3	102
224.4	100.8
224.4	99.9
224.5	99.3
224.5	99.3
224.5	100.2
224.6	101.4
224.6	101.7
224.7	102.9
224.8	103.2
224.9	102.6
225	101.7
225	100.8
225.1	100.5
225.1	99.3
225.1	97.7
225.2	96.8
225.3	95.9
225.4	95.6
225.4	95.9
225.5	96.2
225.6	96.8
225.6	96.8
225.7	97.4
225.9	98
226	95.6
226	94.1
226.1	92.9
226.1	91.1
226.3	91.4
226.3	92.3
226.3	92.3
226.5	91.7
226.7	90.8
226.7	90.5
226.7	90.5
226.7	92.6
226.8	93.5
226.9	95
226.9	95.3
227	95.9
227.2	94.7
227.3	93.8
227.4	92.9
227.5	92.9
227.5	93.8
227.5	94.4
227.5	95.3
227.6	95.9
227.7	95.3
227.9	94.7
228	94.7
228.1	96.5
228.2	97.7
228.3	99.9
228.4	102
228.5	102.3
228.6	102.6
228.7	102.6
228.8	101.4
228.8	100.8
228.8	99
228.8	98
228.9	97.1
228.9	95.9
228.9	95.6
229	95.6
229	95.9
229.1	96.2
229.3	98
229.3	99.3
229.3	100.8
229.3	101.7
229.5	101.7
229.6	102.3
229.7	103.5
229.8	103.8
230	103.8
230.1	103.8
230.3	102.3
230.3	102
230.3	100.5
230.4	99.3
230.5	97.7
230.5	97.1
230.5	95.9
230.5	95
230.5	94.1
230.7	93.2
230.8	95
230.9	96.8
231.1	98.6
231.2	100.5
231.3	101.4
231.5	101.7
231.6	100.8
231.6	99
231.6	98.6
231.6	98.6
231.7	98.3
231.8	99.3
231.9	100.2
232	100.2
232.2	98.6
232.3	97.7
232.5	97.1
232.6	96.2
232.8	95.9
232.8	95.6
233	96.2
233	96.5
233	97.7
233	99
233.2	100.5
233.2	100.8
233.5	102
233.5	103.2
233.5	104.4
233.5	105
233.6	105.3
233.9	106.5
233.9	107.1
234.1	106.8
234.3	105.9
234.4	106.2
234.5	108.1
234.6	109.9
234.8	111.1
234.8	111.1
235	110.2
235	110.2
235.1	110.2
235.3	109.9
235.5	110.8
235.6	111.1
235.6	112.3
235.6	113.5
235.7	112.9
235.8	111.7
235.8	110.2
235.8	108.4
235.8	108.1
235.9	106.8
236	108.4
236.2	108.4
236.3	107.5
236.5	106.5
236.5	108.4
236.6	109
236.6	109.9
236.7	111.4
236.9	112.3
237	112.3
237	112.3
237.2	113.2
237.4	114.4
237.4	115
237.4	115
237.5	113.8
237.6	112.6
237.6	111.1
237.7	110.5
237.8	109.6
237.8	108.7
237.9	108.4
237.9	107.5
238	107.5
238.1	108.4
238.2	110.2
238.3	111.4
238.3	111.7
238.5	112
238.6	112.9
238.6	113.5
238.8	114.4
238.8	114.7
238.8	115.3
238.8	116.9
238.9	117.5
239	116.6
239.1	115.6
239.2	114.7
239.2	113.8
239.3	113.5
239.3	113.5
239.3	112.3
239.4	111.7
239.5	111.4
239.5	111.1
239.7	110.5
239.9	110.8
239.9	111.1
240	112.3
240.1	113.5
240.3	113.2
240.3	112.3
240.4	111.7
240.6	112
240.6	112.3
240.7	112.3
240.8	111.1
240.8	110.8
240.8	109.3
240.8	108.7
240.9	109.3
241	110.5
241.1	110.8
241.3	112
241.3	112.3
241.4	112.6
241.5	112.3
241.6	111.4
241.6	110.8
241.6	110.2
241.6	109.3
241.6	108.1
241.8	107.5
241.8	107.5
241.9	107.1
242	107.1
242.1	108.4
242.3	109
242.4	109
242.5	108.4
242.6	108.1
242.7	107.5
242.7	106.8
242.7	106.2
242.9	105.9
243	107.1
243.2	109.6
243.2	111.1
243.2	112
243.3	112.6
243.4	111.1
243.5	111.4
243.5	112
243.6	112.9
243.7	113.5
243.8	113.2
243.8	112.9
243.9	112.3
244.1	111.1
244.2	110.2
244.3	109.6
244.3	109.3
244.3	108.7
244.3	108.1
244.3	107.5
244.4	106.8
244.4	105.9
244.6	105.3
244.9	106.5
245	106.8
245.2	108.1
245.2	108.4
245.3	109.6
245.3	110.5
245.4	111.4
245.5	112.3
245.5	112.6
245.6	112.3
245.8	110.8
245.9	109.3
245.9	109
246	107.5
246	106.2
246	105
246.1	104.1
246.2	104.7
246.3	105
246.4	105
246.4	103.5
246.4	102.6
246.5	102.6
246.6	102.6
246.7	103.2
246.9	104.1
246.9	104.7
247.1	104.4
247.2	104.7
247.3	106.5
247.3	108.1
247.4	109.9
247.5	111.7
247.5	112.3
247.6	112.6
247.6	113.8
247.8	115
247.8	116
247.9	117.8
248	118.4
248	119.6
248	120.8
248.3	122
248.3	121.4
248.4	119.6
248.5	116.6
248.5	114.1
248.5	113.5
248.5	111.7
248.5	109
248.5	106.2
248.5	103.8
248.4	101.1
248.3	100.2
248.3	98.3
248.3	95.9
248.3	92.9
248.3	92.3
248.5	88.9
248.5	87.4
248.6	86.2
248.7	85.9
248.6	87.1
248.7	85
248.9	82.6
248.9	80.7
249	80.4
249	79.5
249	78
249.1	77.1
249.1	76.5
249.2	75.9
249.2	75
249.2	74.7
249.3	74.1
249.3	73.8
249.3	73.8
249.3	73.5
249.4	72.2
249.6	71.3
249.6	71
249.6	70.4
249.6	69.8
249.7	69.2
249.7	68.3
249.7	67.1
249.7	65.6
249.7	65
249.7	64.3
249.7	63.7
248.8	83.8
249	81.3
249	80.1
249.2	78
249.3	77.7
249.3	76.5
249.3	75.3
249.4	73.5
249.4	73.1
249.4	71.9
249.5	71.6
249.5	71
249.8	69.5
250	67.4
250	66.5
250.1	64.6
250.1	62.5
250.1	63.1
250.2	66.5
250.3	72.5
250.2	75.6
250.2	76.5
250.1	78.3
250.1	81.3
250.1	83.5
250.1	83.8
250.2	85.3
250.2	85.6
250.4	88
250.4	90.1
250.4	92.6
250.4	96.2
250.6	99
250.7	100.5
250.9	99.3
251	98.6
251.1	98.3
251.3	100.2
251.3	101.7
251.5	102.6
251.5	102.9
251.8	101.7
252	100.5
252.2	102.6
252.2	103.2
252.4	105.9
252.4	106.2
252.4	108.7
252.4	110.8
252.6	112.6
252.8	116.3
252.9	118.7
252.9	119
253	120.2
253.1	121.7
253.3	123.8
253.3	123.8
253.4	122.9
253.6	120.8
253.8	119
253.9	117.5
253.9	116.9
253.9	115.6
253.9	115
253.9	115
254.2	116.9
254.2	116
254.3	115.3
254.3	113.8
254.5	114.1
254.6	118.4
254.6	119.6
254.6	119.6
254.6	119.6
254.8	119
255	118.1
255.1	116.6
255.2	114.4
255.3	113.2
255.4	113.5
255.5	114.4
255.5	116
255.5	116.6
255.5	116.6
255.7	115.3
255.9	114.4
256	114.1
256.1	114.4
256.2	115.6
256.2	116.6
256.3	116.6
256.5	117.5
256.5	118.4
256.6	118.7
256.8	118.7
256.9	120.2
256.9	122
256.9	123.8
257	124.1
257.1	125.7
257.1	127.2
257.2	127.8
257.3	128.1
257.4	127.5
257.5	125.7
257.5	124.8
257.6	122.3
257.6	121.7
257.6	121.1
257.8	120.8
258	119.3
258.1	117.8
258.2	116
258.4	114.7
258.5	115.6
258.5	116
258.7	115
258.9	116.3
258.9	116.3
259.2	115.6
259.4	115.3
259.7	115
260	116.3
260.1	119.6
260.1	121.7
260.1	122.9
260.1	123.2
260.3	122.9
260.4	122.3
260.5	122.9
260.6	122.9
260.8	121.1
260.9	118.4
261	117.2
261	116.3
261.1	114.4
261.2	113.2
261.3	113.5
261.4	114.4
261.5	115.6
261.7	117.2
261.8	117.5
261.9	117.5
262.1	115.6
262.1	115.3
262.2	115.3
262.2	116.9
262.2	117.2
262.4	116.6
262.6	116
262.6	117.8
262.8	118.1
262.9	118.7
263	121.7
263.1	123.2
263.1	124.1
263.2	125.4
263.2	125.7
263.2	126.6
263.3	127.2
263.3	127.5
263.5	126.9
263.5	124.8
263.5	122.6
263.6	120.8
263.9	120.2
264	120.5
264.1	122.6
264.2	123.8
264.3	122.6
264.3	120.5
264.5	117.2
264.6	114.7
264.7	112.3
264.7	110.2
264.8	109
264.9	108.1
265	106.2
265.1	108.1
265.2	112
265.2	113.2
265.2	115
265.2	116.3
265.2	116.3
265.2	118.1
265.2	119.3
265.3	120.5
265.4	121.1
265.4	122.3
265.4	122.6
265.4	123.8
265.4	125.1
265.4	126.3
265.4	126.6
265.5	127.8
265.6	127.8
265.6	128.4
265.7	129
265.7	129
265.7	129.6
265.8	129.9
265.9	129.9
265.9	129.3
266.1	128.1
266.3	126.9
266.4	127.2
266.4	127.2
266.5	128.4
266.6	129.9
266.6	131.1
266.6	131.1
266.8	129.3
266.8	129.3
266.9	127.2
266.9	124.8
267	122.3
267	121.7
267.2	120.8
267.3	119.6
267.3	118.4
267.4	117.8
267.4	117.2
267.7	117.5
267.8	119.3
267.8	119.6
267.8	119.9
267.9	120.2
268	119.6
268.1	118.1
268.1	116.9
268.3	118.4
268.4	118.7
268.5	119
268.6	120.5
268.6	122.9
268.7	124.1
269	122.9
269	121.4
269	120.8
269	120.2
269.1	120.2
269.2	120.5
269.3	119.6
269.4	119
269.4	118.1
269.5	116.6
269.6	115.3
269.7	113.2
269.8	112
269.9	112.9
270	113.8
270	114.4
270.2	113.5
270.2	112.3
270.3	112
270.3	111.1
270.5	109.9
270.6	108.4
270.6	107.5
270.6	105.9
270.7	103.5
270.7	102
270.9	101.4
271	100.5
271.1	99
271.1	99
271.1	99
271.2	97.7
271.2	96.5
271.3	95.3
271.4	94.7
271.4	94.4
271.5	93.2
271.5	92.6
271.6	92.3
271.7	93.5
271.8	95
271.8	96.2
272	99.3
272	102
272	105.3
272	105.6
272.1	106.8
272.1	109.9
272.2	112
272.2	112.3
272.2	114.1
272.2	114.7
272.2	116.3
272.2	117.5
272.3	118.1
272.5	117.5
272.6	117.2
272.7	116.9
272.9	118.1
272.9	119.9
273	120.2
273	121.4
273.1	122.6
273.2	123.8
273.2	123.8
273.3	125.1
273.3	126
273.3	126.9
273.4	127.8
273.4	127.8
273.5	127.8
273.7	126
273.7	123.5
273.7	122.3
273.7	121.4
273.9	119.9
273.9	118.1
273.9	116.9
273.9	116.3
273.9	115.6
273.9	115
274	114.4
274.1	114.1
274.3	115.3
274.3	115.3
274.3	115.3
274.4	116.6
274.4	118.1
274.6	119.3
274.6	119.6
274.6	119.6
274.6	118.4
274.7	117.5
274.7	117.5
274.8	117.8
274.9	118.1
275.1	119
275.3	119.9
275.3	120.2
275.3	121.7
275.4	122.6
275.4	121.7
275.4	120.5
275.5	119.6
275.6	119.3
275.6	118.4
275.6	118.1
275.8	118.4
275.8	118.4
275.8	117.5
276	116.3
276	116.3
276.1	115.6
276.1	115.3
276.2	116.3
276.2	116.6
276.3	118.1
276.3	118.4
276.3	120.2
276.4	120.5
276.4	120.5
276.5	120.5
276.7	120.8
276.8	121.1
276.8	121.1
277	120.5
277	119
277	118.4
277	117.5
277.2	115.3
277.3	116
277.4	117.2
277.4	119
277.4	120.2
277.4	121.7
277.5	123.2
277.7	125.4
277.8	127.2
277.8	128.7
277.9	128.7
277.9	129.9
278	131.4
278.1	132.6
278.2	133.3
278.2	133.3
278.4	133.9
278.4	134.2
278.4	134.2
278.6	133
278.6	130.8
278.6	127.2
278.6	126
278.6	124.1
278.7	122
278.8	121.7
278.8	119.3
278.8	119.3
278.9	117.8
279.1	116.9
279.2	118.4
279.4	118.4
279.5	118.1
279.7	116.9
279.7	116.6
279.8	116
279.9	115.3
280.1	117.8
280.1	120.8
280.1	121.1
280.3	122.9
280.4	124.1
280.4	124.5
280.6	126
280.7	126.3
280.9	124.5
280.9	122.3
281.1	120.8
281.1	119.3
281.2	119.6
281.4	121.7
281.4	123.2
281.4	123.5
281.5	125.1
281.5	125.1
281.6	125.1
281.7	123.8
281.8	121.4
281.9	120.2
282	119.3
282.1	118.7
282.3	119.3
282.4	120.5
282.5	121.4
282.6	121.7
282.8	122
282.9	121.1
282.9	119.6
283	118.7
283	118.1
283	117.5
283.2	117.8
283.2	117.8
283.4	117.8
283.5	117.8
283.6	117.2
283.9	116.3
283.9	115.3
284	115.3
284.1	116.9
284.1	116.9
284.1	118.4
284.1	119.6
284.1	120.2
284.2	120.8
284.3	119.9
284.4	119.6
284.5	120.2
284.5	120.2
284.6	119.9
284.7	119.3
284.8	118.1
284.8	118.1
284.9	118.1
285	120.5
285.1	120.8
285.1	121.1
285.1	122.3
285.2	122.9
285.3	121.4
285.4	121.1
285.5	121.1
285.7	122.3
285.8	122.6
285.9	121.4
286	119.6
286	119.3
286.1	118.4
286.2	117.5
286.3	116.3
286.3	114.7
286.4	112.9
286.5	111.7
286.5	110.8
286.7	110.5
286.7	111.1
286.9	113.8
287.1	116
287.1	117.2
287.2	117.8
287.2	117.8
287.2	116.9
287.3	115.3
287.4	114.1
287.6	113.8
287.6	113.8
287.8	114.4
287.9	115.3
288.1	117.2
288.1	117.8
288.1	119.9
288.3	121.1
288.3	122.6
288.3	122.9
288.4	126
288.5	127.2
288.5	127.2
288.5	128.4
288.6	128.1
288.8	126.9
288.9	127.2
289	128.4
289	127.2
289	125.4
289	123.8
289	123.5
289.3	123.8
289.4	124.5
289.6	123.8
289.7	122.3
289.8	121.4
289.9	121.1
290	120.8
290.1	121.1
290.2	122.6
290.3	122.6
290.4	123.5
290.7	124.1
291	125.1
291	125.1
291.1	125.4
291.2	125.1
291.3	123.5
291.4	122.3
291.4	121.1
291.4	120.8
291.5	122.6
291.6	123.2
291.6	123.5
291.7	123.5
291.8	122.3
291.9	121.7
292	120.5
292	119.9
292	119.3
292	118.7
292.1	118.7
292.2	118.4
292.3	118.1
292.4	117.8
292.5	116.9
292.5	116.3
292.5	116
292.6	115
292.7	114.7
292.7	115
292.9	115.3
293.1	116
293.2	116.6
293.4	119.6
293.5	120.2
293.5	121.4
293.5	123.2
293.5	123.2
293.5	123.8
293.6	123.2
293.6	123.2
293.6	121.7
293.6	120.8
293.7	120.5
293.7	119.6
293.7	119.3
293.8	118.4
293.9	118.1
293.9	118.1
294	118.1
294.1	118.1
294.2	119.3
294.4	121.7
294.4	123.5
294.4	123.8
294.5	126
294.6	126.6
294.8	126.6
294.8	125.7
295	124.8
295	124.5
295.1	122.6
295.2	122
295.2	121.1
295.2	120.5
295.2	119.9
295.2	119.3
295.3	118.7
295.3	118.7
295.3	118.7
295.5	119.9
295.6	121.4
295.7	122.6
295.9	122.9
296	121.7
296.1	120.5
296.2	119.6
296.2	119.3
296.2	118.7
296.3	117.8
296.4	116.9
296.6	116
296.7	116
296.8	116.9
296.8	118.4
296.9	120.2
296.9	122.3
296.9	123.2
296.9	122.6
297	121.7
297.1	121.7
297.2	122.9
297.3	123.5
297.4	124.5
297.4	124.8
297.5	125.1
297.5	125.4
297.6	124.1
297.6	122.9
297.7	122
297.7	120.8
297.8	119.9
297.8	119.6
297.8	119.3
297.9	118.1
297.9	118.1
298	118.7
298	120.2
298.2	122
298.2	123.5
298.3	124.1
298.5	123.2
298.5	122.6
298.5	122.3
298.5	120.8
298.6	119.9
298.7	119.9
298.8	120.2
298.9	120.8
299	121.1
299.2	121.1
299.3	121.7
299.4	122.3
299.4	122.3
299.5	122.3
299.6	121.1
299.6	120.5
299.6	119.3
299.7	118.7
299.7	117.5
299.7	117.2
299.7	116.6
299.9	116
300	116
300	115.6
300.1	115.3
300.1	115
300.2	116
300.3	117.5
300.4	119
300.5	119.9
300.6	120.2
300.8	120.8
300.8	121.4
300.8	121.7
301.1	122.6
301.1	124.5
301.2	126.3
301.3	128.1
301.3	128.4
301.4	129.9
301.5	130.2
301.5	128.1
301.5	127.5
301.8	127.5
301.8	126.3
301.8	125.7
301.9	124.8
301.9	123.5
302	121.7
302.1	119.9
302.2	118.7
302.3	119.9
302.4	120.2
302.4	121.1
302.4	121.7
302.4	121.1
302.4	120.8
302.4	119.6
302.5	117.8
302.5	116.3
302.6	114.4
302.6	112.6
302.6	112.3
302.7	111.7
302.9	112
302.9	113.2
303	113.5
303.1	115
303.1	116.3
303.2	116.6
303.2	116.6
303.2	115
303.2	114.7
303.3	115
303.3	115.3
303.5	116.6
303.6	117.5
303.7	117.8
303.8	118.1
303.8	118.1
303.9	118.1
304.1	117.5
304.1	116.9
304.1	116
304.2	114.4
304.3	113.5
304.3	113.2
304.4	112.9
304.4	112.9
304.5	112.9
304.6	113.8
304.6	114.7
304.6	115
304.7	116.3
304.7	117.2
304.8	117.2
305	116.3
305	116
305.2	116
305.2	118.1
305.2	119.6
305.2	120.8
305.2	123.2
305.4	123.8
305.5	124.5
305.6	122.3
305.7	120.5
305.7	119
305.7	117.2
305.7	116.9
305.7	115.6
305.8	114.7
305.9	113.2
305.9	112.9
305.9	112.3
306.1	111.1
306.2	111.7
306.3	113.5
306.3	116
306.4	118.1
306.6	119.3
306.7	120.2
306.8	120.8
306.8	121.1
306.9	119.9
306.9	118.7
307.1	119
307.2	119
307.3	119
307.4	117.8
307.5	117.5
307.5	116.6
307.5	116.3
307.6	116.6
307.6	117.8
307.8	118.4
307.8	119.3
308	121.1
308	122.6
308	122.6
308	124.5
308	125.4
308.1	126
308.1	126
308.2	127.2
308.3	128.1
308.4	129
308.5	129.9
308.5	130.2
308.6	130.5
308.7	128.7
308.9	126.3
308.9	123.5
308.9	121.7
308.9	120.5
309	120.2
309	119
309	115.3
309	115
309	114.1
309.2	116
309.4	117.8
309.4	117.8
309.4	116.9
309.4	115.6
309.6	114.4
309.7	113.2
309.9	112.3
309.9	112
310	111.1
310.1	110.5
310.1	110.2
310.2	110.5
310.2	110.8
310.3	109.9
310.4	109.6
310.5	109.9
310.6	110.8
310.7	112.6
310.8	115
310.8	116.9
310.9	119.3
310.9	119.6
311	120.5
311.1	121.4
311.2	119.9
311.2	119.3
311.3	118.1
311.5	116.6
311.6	115
311.7	113.2
311.8	110.8
311.9	109.6
311.9	108.4
312	107.8
312.1	109.3
312.1	109.3
312.2	111.1
312.2	112.6
312.2	113.8
312.3	112.6
312.3	112
312.4	110.2
312.5	110.2
312.7	108.7
312.8	109.6
312.8	110.8
312.9	111.1
313.1	109.6
313.2	109.6
313.3	111.1
313.5	111.4
313.5	109.9
313.6	107.8
313.6	107.1
313.7	105.6
313.8	104.7
313.8	104.1
313.9	102.9
314.2	102.6
314.2	102.6
314.3	102.3
314.4	99.9
314.4	98.6
314.5	97.7
314.5	96.5
314.7	95.6
314.7	95.6
314.8	97.4
314.8	98.6
314.9	99.3
314.9	99
315	98.3
315	97.4
315.2	97.7
315.3	98
315.4	97.7
315.4	97.1
315.4	96.2
315.4	95
315.5	94.4
315.6	93.2
315.6	92.9
315.7	94.1
315.8	96.2
315.9	97.7
316.1	96.8
316.1	95.3
316.1	94.7
316.1	93.8
316.2	92
316.3	90.8
316.3	90.8
316.3	88.6
316.3	88.3
316.4	86.8
316.5	86.2
316.5	87.4
316.5	87.4
316.6	88.9
316.6	90.5
316.7	92.6
316.8	95
316.8	96.8
316.8	98.3
316.8	100.5
316.8	100.8
316.8	102.9
317	104.7
317	105.3
317	106.5
317	106.8
317.3	110.5
317.3	112.3
317.3	112.9
317.5	114.4
317.5	114.7
317.5	113.8
317.6	112
317.6	110.5
317.7	108.1
317.8	105.6
317.9	107.1
317.9	107.5
318	107.5
318.2	106.5
318.3	103.5
318.4	100.8
318.5	99
318.6	97.1
318.7	95
318.9	92.3
319	91.1
319	93.2
319.1	93.5
319.2	96.2
319.2	96.2
319.3	97.7
319.3	98.3
319.4	97.4
319.5	96.8
319.7	95
319.8	93.5
319.8	92.3
320	90.8
320	90.5
320.2	89.8
320.3	89.2
320.3	89.8
320.3	90.8
320.7	90.8
321	91.1
321	91.4
321	93.2
321	94.7
321	95.9
321.2	96.5
321.3	93.8
321.4	91.7
321.4	91.7
321.4	90.5
321.4	88.9
321.4	87.7
321.4	86.2
321.5	85.3
321.6	84.1
321.6	83.8
321.7	83.5
321.8	83.5
321.9	84.7
321.9	85
322	86.8
322.4	88.3
322.6	88.3
322.6	89.5
322.8	92
322.8	95
322.8	96.2
323	97.4
323	95
323	92.3
323.1	90.8
323.1	90.1
323.2	89.2
323.2	88
323.4	86.8
323.6	86.8
323.7	88.9
323.7	91.7
323.9	93.8
324	96.2
324	97.1
324.1	96.2
324.2	95.6
324.2	94.1
324.2	92.3
324.4	91.1
324.4	90.8
324.5	89.8
324.6	89.8
324.7	91.1
325	91.4
325.1	91.4
325.1	92.6
325.1	95
325.1	96.5
325.3	97.4
325.3	98.3
325.3	99.3
325.4	101.1
325.4	102
325.4	103.2
325.6	105
325.6	103.8
325.6	102.6
325.7	101.1
325.7	100.2
325.7	99.9
325.8	98.3
325.7	98.3
325.8	96.2
325.8	94.7
325.8	91.7
325.8	90.5
325.8	88.9
325.8	88.9
326	88.3
326.3	88.9
326.4	88.3
326.5	87.4
326.5	86.8
326.6	86.5
326.7	86.8
326.8	90.1
326.8	90.5
326.8	91.1
327	90.5
327.1	90.1
327.2	91.1
327.2	92.6
327.3	95
327.4	96.8
327.4	96.8
327.6	98.3
327.7	97.1
327.7	96.5
328	97.1
328.1	95.3
328.2	93.8
328.2	92.6
328.4	93.5
328.4	93.8
328.8	94.7
329.1	93.5
329.1	91.1
329.1	90.8
329.1	88
329.2	85.6
329.3	83.5
329.3	82.9
329.3	81.6
329.3	79.2
329.3	77.1
329.4	75.6
329.5	74.7
329.7	73.1
329.8	71.3
329.8	71.9
329.8	74.4
329.9	75.9
330	75.9
330	75.9
330	74.7
330.2	74.7
330.3	75
330.3	75.3
330.3	77.7
330.3	81
330.4	82.9
330.5	88.3
330.6	89.5
330.6	92.9
330.6	92.9
330.6	93.8
330.7	94.4
330.7	94.4
330.9	95.9
331	97.1
331	99
331.1	100.5
331.1	100.8
331.2	101.7
331.4	102.9
331.7	102.6
331.8	102.6
331.9	102.9
332.1	102
332.2	101.1
332.3	102
332.4	101.7
332.4	101.7
332.5	100.5
332.5	101.1
332.5	102
332.5	102.9
332.7	104.7
332.7	105
332.8	104.1
332.9	104.1
333	102.9
333.1	103.5
333.3	104.1
333.7	102.6
333.7	102.3
333.7	101.7
333.8	101.1
333.8	100.5
333.9	99
334	99.3
334.1	99.3
334.3	97.7
334.3	97.7
334.4	97.7
334.5	98.6
334.6	98.6
334.6	100.2
334.6	102.6
334.7	104.7
334.7	106.8
334.7	108.7
334.7	109
334.7	109.9
334.8	111.1
334.9	113.2
334.9	115
334.9	116
334.9	116.3
335.1	117.5
335.1	118.1
335.2	118.4
335.3	120.2
335.3	121.4
335.5	122.3
335.8	123.5
335.8	123.8
335.8	124.5
335.8	125.7
335.8	126.9
335.8	126.9
336.3	128.4
336.4	128.7
336.5	127.2
336.6	126
336.7	125.4
336.7	122.6
336.8	120.5
336.9	121.7
337	122.6
337.1	122
337.1	120.5
337.2	118.1
337.2	117.2
337.3	116
337.5	114.7
337.7	113.8
337.9	114.1
338.1	113.8
