23	54.3
23.1	54.3
23.3	53.1
23.3	53.1
23.4	51.9
23.5	51.3
23.5	50.7
23.7	50.7
23.7	50.1
23.8	49.5
24	49.5
24.1	49.5
24.2	50.1
24.3	50.1
24.3	50.7
24.3	50.7
24.4	51.3
24.5	51.9
24.6	51.9
24.7	51.9
24.7	51.9
24.9	51.3
25	48.9
25.1	47.8
25.2	47.2
25.3	46
25.4	46
25.5	46
25.6	49.5
25.7	49.5
25.9	49.5
25.9	49.5
26.1	53.1
26.1	53.7
26.2	54.9
26.2	55.5
26.2	53.1
26.3	50.7
26.4	48.9
26.6	46.6
26.6	46
26.9	47.2
27	46.6
27.1	43.6
27.1	43.6
27.1	43.6
27.2	43
27.5	46
27.7	45.4
27.8	42.4
27.8	42.4
28	41.8
28.2	44.2
28.2	44.8
28.3	45.4
28.4	43.6
28.4	40
28.6	40
28.6	40.6
28.7	41.8
28.8	42.4
28.9	40.6
28.9	38.8
29	38.8
29.2	39.4
29.2	39.4
29.3	39.4
29.4	38.8
29.6	38.2
29.6	38.2
29.6	41.2
29.6	41.8
29.8	44.2
29.9	44.2
30.1	41.8
30.2	41.8
30.4	44.2
30.5	46
30.5	46.6
30.6	47.2
30.6	47.2
30.8	47.2
30.9	46
31.1	44.2
31.1	43.6
31.1	42.4
31.3	41.2
31.4	40.6
31.6	40.6
31.6	40.6
31.9	40.6
31.9	40.6
32	41.8
32.2	45.4
32.3	48.3
32.4	53.7
32.4	54.3
32.5	55.5
32.7	56.7
32.8	56.7
33	56.7
33.1	59.1
33.1	61.5
33.2	66.8
33.2	67.4
33.4	67.4
33.4	67.4
33.6	69.2
33.7	70.4
33.7	72.8
33.7	72.8
33.8	74
33.8	74.6
33.9	75.2
33.9	74.6
33.9	73.4
34	72.8
34.1	72.2
34.1	71.6
34.2	71
34.2	70.4
34.4	68.6
34.5	67.4
34.5	65.7
34.6	65.1
34.6	62.7
34.6	62.7
34.8	66.3
34.8	66.8
34.9	69.2
35	72.2
35.1	74
35.3	73.4
35.3	72.8
35.4	72.8
35.5	74.6
35.5	78.2
35.6	78.8
35.7	75.8
35.7	76.4
35.7	76.4
35.7	73.4
35.7	71.6
35.7	71
35.7	69.8
35.7	69.2
35.9	67.4
36	68.6
36.2	72.2
36.2	72.8
36.4	71.6
36.5	70.4
36.7	70.4
36.7	70.4
36.8	68.6
36.9	68.6
36.9	68
37	66.3
37.1	65.7
37.2	65.1
37.3	65.1
37.3	66.8
37.4	68.6
37.7	72.2
37.8	72.2
38	72.2
38	72.2
38.1	73.4
38.3	74.6
38.3	76.4
38.4	78.2
38.5	80.6
38.5	82.4
38.5	82.4
38.6	82.4
38.7	81.2
38.8	78.2
38.8	77.6
38.8	77
38.8	75.2
38.9	74
39.1	72.2
39.3	74
39.4	75.2
39.4	75.2
39.4	76.4
39.5	76.4
39.6	74.6
39.8	74
39.9	71.6
39.9	70.4
40	68.6
40	65.7
40.2	62.7
40.3	57.3
40.6	57.9
40.6	59.1
40.6	59.7
40.6	61.5
40.2	60.9
40.4	60.3
40.5	62.1
40.6	62.7
40.8	61.5
41.1	62.1
41.1	63.3
41.3	65.1
41.3	65.7
41.6	67.4
41.6	69.8
41.6	72.8
41.8	75.8
41.8	75.8
42	75.2
42.2	75.8
42.4	78.2
42.4	78.8
42.7	82.4
42.7	83.6
42.7	84.8
42.8	84.8
42.9	84.8
43	85.4
43.1	83.6
43.1	83
43.1	81.8
