Depth	Gamma
154.4	72.9
154.6	77.2
154.7	79.4
154.6	83.7
154.6	87.4
154.7	89.1
154.8	92.3
154.9	95
155	97.1
155.1	99.8
155.2	103.1
155.3	105.2
155.3	107.9
155.4	108.4
155.4	109.5
155.4	111.1
155.5	113.3
155.6	116.5
155.8	119.2
155.9	120.3
155.9	120.8
156	118.7
156.1	116
156.2	113.3
156.3	112.2
156.4	113.3
156.4	116
156.4	116.5
156.7	119.7
156.8	120.8
156.9	122.4
157	124.1
157.1	127.3
157.2	128.4
157.3	128.4
157.4	126.7
157.5	122.4
157.5	118.7
157.5	117.6
157.6	117.6
157.7	117.6
157.8	114.9
157.8	113.3
158	114.4
158	114.4
158.1	113.3
158.4	110.6
158.6	110.6
158.8	111.7
159	114.4
159.2	118.1
159.3	118.7
159.4	121.9
159.6	124.1
159.7	119.2
159.7	119.2
159.7	117.6
159.8	116.5
159.8	116.5
159.9	120.8
160.2	123.5
160.2	123.5
160.2	119.7
160.3	118.1
160.3	116
160.3	114.4
160.4	111.7
160.8	110.6
160.8	114.4
161	118.7
161.2	121.9
161.2	125.1
161.3	128.4
161.3	128.9
161.4	129.4
161.6	126.7
161.6	125.1
161.7	121.9
161.9	120.8
161.9	123.5
162	126.2
162	126.2
162.1	127.3
162.3	123.5
162.4	120.8
162.5	118.1
162.5	117.6
162.6	116
162.7	113.8
162.9	112.2
163	113.8
163	115.4
163.2	115.4
163.3	115.4
163.4	115.4
163.4	113.3
163.5	112.7
163.6	114.4
163.7	116
163.7	117.1
163.8	118.1
164	118.7
164.2	118.1
164.5	115.4
164.6	115.4
164.7	114.4
164.8	118.1
164.9	122.4
165	125.1
165	125.1
165.2	121.9
165.4	120.8
165.4	120.3
165.5	118.1
165.5	115.4
165.5	114.9
165.6	114.4
165.7	115.4
165.8	116
165.9	117.1
166	115.4
166.1	112.7
166.1	110.1
166.2	108.4
166.3	108.4
166.4	112.7
166.6	114.9
166.8	117.1
167	120.3
167	120.8
167	121.9
167.1	121.9
167.3	118.7
167.4	115.4
167.4	114.9
167.6	119.2
167.6	119.7
167.7	120.8
167.8	119.7
167.9	116
167.9	113.8
167.9	111.1
168	107.9
168.2	106.8
168.3	111.1
168.4	113.3
168.4	113.8
168.5	116
168.5	116.5
168.6	117.6
168.7	119.7
168.8	121.9
168.8	123
169	123
169.1	120.8
169.1	120.3
169.2	116.5
169.3	116
169.3	116
169.5	117.1
169.6	118.1
169.7	116.5
169.6	114.9
169.6	114.9
169.7	113.3
169.7	112.2
169.8	110.6
169.8	109
170	106.3
170.1	104.7
170.2	103.1
170.2	98.2
170.2	96.1
170.3	93.4
170.3	92.8
170.5	88
170.6	87.4
170.7	89.6
170.7	90.1
170.9	93.9
170.9	96.1
171	99.8
171.1	107.9
171.1	109
171.1	111.7
171.2	114.4
171.2	117.6
171.2	118.7
171.2	118.7
171.3	119.7
171.4	119.2
171.5	113.8
171.5	111.7
171.5	111.1
171.7	110.1
171.7	110.1
171.7	110.1
171.8	110.1
171.9	110.6
171.9	111.1
172	113.3
172.1	116
172.2	116.5
172.2	117.6
172.3	121.9
172.4	123
172.4	123
172.5	120.3
172.6	119.7
172.7	120.3
172.7	121.4
172.7	122.4
172.8	124.6
173	128.4
173.1	131.1
173.2	131.1
173.3	131.6
173.5	126.2
173.4	123.5
173.4	120.8
173.5	119.2
173.5	116.5
173.5	115.4
173.5	113.8
173.5	113.3
173.5	111.7
173.5	109.5
173.6	109
173.7	108.4
173.9	111.7
173.9	113.3
174.2	112.7
174.2	112.2
174.3	112.2
174.3	112.2
174.5	117.1
174.6	118.7
174.6	118.7
174.7	119.2
174.8	116
174.8	116
174.8	113.8
174.8	112.7
174.9	111.7
174.9	110.6
174.9	109.5
174.9	109.5
175	109.5
175	109.5
175.1	110.6
175.3	113.3
175.4	114.4
175.4	114.9
175.4	116
175.5	117.6
175.5	117.6
175.7	118.1
175.8	118.1
175.8	117.1
175.8	114.9
175.8	114.4
175.8	113.3
175.8	111.1
175.8	109
175.8	107.9
175.8	107.9
175.9	106.3
176	105.2
176	104.7
176.1	104.1
176.2	104.1
176.4	106.8
176.4	109
176.5	109.5
176.5	110.6
176.5	111.1
176.5	112.2
176.5	112.7
176.7	112.2
176.7	110.1
176.8	107.9
176.8	106.8
176.9	105.7
177	105.2
177	104.7
177	104.1
177.1	102.5
177.1	102
177.1	100.4
177.2	99.3
177.3	99.3
177.3	101.4
177.4	104.1
177.4	106.3
177.4	106.8
177.4	110.1
177.5	111.1
177.5	112.7
177.6	114.9
177.6	117.1
177.7	118.1
177.8	119.2
178	118.1
178.1	118.1
178.1	119.7
178.2	121.9
178.2	123
178.2	124.6
178.4	127.3
178.4	128.4
178.5	128.9
178.6	130.5
178.7	130.5
178.8	128.9
178.8	126.7
178.8	125.7
178.8	124.1
178.8	121.9
178.9	119.7
178.9	117.6
179	115.4
179	113.3
179	110.1
179.1	107.9
179.2	106.3
179.2	106.3
179.2	108.4
179.3	112.7
179.3	114.9
179.3	115.4
179.3	117.6
179.4	118.7
179.4	120.3
179.5	121.9
179.6	123.5
179.6	124.1
179.6	124.1
179.6	124.6
179.7	125.7
179.8	126.2
179.9	125.7
179.9	125.1
180	123
180	121.4
180	120.8
180.1	120.8
180.2	121.4
180.3	121.4
180.3	119.7
180.3	119.7
180.3	118.1
180.3	117.1
180.3	116
180.4	113.3
180.5	111.7
180.6	110.1
180.6	109.5
180.7	109
180.8	111.1
180.8	112.7
180.8	113.8
180.8	114.4
181.2	116.5
181.3	117.6
181.4	117.6
181.4	117.6
181.4	117.6
181.4	117.1
181.6	116
181.6	116
181.8	116
181.8	119.7
181.9	121.9
181.9	125.7
181.9	126.7
182	127.8
182.1	130
182.1	130.5
182.2	132.1
182.2	133.2
182.3	133.7
182.3	135.9
182.3	136.4
182.3	137
182.3	137
182.3	137
182.3	137.5
182.4	137.5
182.5	137.5
182.6	134.3
182.6	133.7
182.6	131.6
182.7	129.4
182.7	128.9
182.7	127.3
182.8	126.2
182.8	126.2
182.9	125.1
182.9	123.5
183	122.4
183	120.8
183.1	119.7
183.2	118.7
183.4	118.1
183.5	117.1
183.5	116
183.6	115.4
183.6	114.9
183.7	113.8
183.7	112.7
183.8	116
183.9	118.1
183.9	119.2
184	119.7
184.1	120.3
184.1	120.3
184.1	120.8
184.1	120.8
184.2	118.7
184.2	118.7
184.4	119.7
184.4	120.3
184.6	120.3
184.7	119.7
184.9	121.4
184.9	121.9
185	123.5
185	124.1
185.1	126.7
185.1	128.4
185.2	127.8
185.2	125.1
185.3	123
185.4	121.4
185.5	120.8
185.6	120.8
185.8	122.4
185.8	124.1
185.8	125.7
185.9	126.2
186	126.2
186.1	126.2
186.2	126.2
186.3	125.7
186.4	123.5
186.4	123.5
186.4	123
186.5	120.8
186.7	120.3
186.8	122.4
186.8	123
186.9	124.6
186.9	125.7
186.9	125.7
186.9	125.7
187	125.7
187	125.7
187.2	125.7
187.2	125.1
187.2	123.5
187.3	121.4
187.3	120.8
187.3	120.3
187.4	118.7
187.4	118.7
187.6	117.6
187.7	118.1
187.7	120.3
187.7	120.8
187.8	121.9
187.9	123.5
188	124.1
188	124.1
188.1	124.1
188.1	122.4
188.1	120.8
188.1	120.3
188.1	119.2
188.1	117.6
188.2	117.1
188.2	116
188.2	114.9
188.2	114.9
188.2	113.8
188.2	112.7
188.3	112.2
188.3	112.2
188.4	111.1
188.4	111.1
188.5	110.6
188.6	111.1
188.6	112.7
188.7	114.9
188.8	115.4
188.8	117.6
188.8	118.7
188.8	119.2
188.9	119.7
188.9	120.8
189	121.4
189	121.4
189.1	120.8
189.1	119.2
189.1	119.2
189.1	119.2
189.1	121.4
189.2	122.4
189.2	122.4
189.2	122.4
189.3	122.4
189.4	122.4
189.4	121.4
189.5	119.2
189.5	117.6
189.5	115.4
189.5	114.9
189.5	113.8
189.5	113.8
189.6	112.7
189.7	113.8
189.7	116
189.7	118.1
189.7	118.7
189.8	121.4
189.8	121.9
189.8	122.4
189.9	122.4
190	123
190	123
190.2	122.4
190.3	121.9
190.3	120.3
190.3	118.1
190.3	115.4
190.4	112.2
190.4	111.1
190.4	110.6
190.4	109
190.5	107.4
190.5	105.2
190.7	106.3
190.7	106.8
190.7	110.1
190.7	111.7
190.7	112.7
190.7	114.4
190.9	114.4
191	114.4
191.1	113.3
191.1	112.7
191.2	111.7
191.4	110.6
191.6	111.1
191.7	111.7
191.8	112.2
191.8	113.3
191.9	114.4
191.9	114.9
191.9	116.5
192	118.1
192	120.3
192	120.3
192.1	121.4
192.1	121.9
192.1	122.4
192.2	123
192.3	121.4
192.3	118.7
192.3	118.7
192.4	115.4
192.4	114.9
192.4	114.9
192.5	114.4
192.6	116.5
192.8	118.1
192.8	118.7
192.9	120.8
192.9	123.5
192.9	124.1
193.1	126.2
193.1	126.7
193.1	128.4
193.2	130
193.2	130.5
193.3	127.3
193.3	126.7
193.5	123.5
193.5	123
193.5	119.7
193.5	118.7
193.5	117.1
193.5	114.9
193.7	115.4
193.7	118.1
193.7	118.7
193.7	121.4
193.7	123
193.8	124.1
194	125.7
194	126.2
194.1	126.7
194.2	127.3
194.3	127.3
194.4	126.7
194.4	126.7
194.5	128.4
194.5	130
194.6	130.5
194.7	130.5
194.7	127.8
194.7	125.1
194.8	122.4
194.9	120.3
195	122.4
195.1	123.5
195.1	123
195.1	121.9
195.2	119.2
195.3	117.1
195.3	114.4
195.4	112.2
195.4	111.7
195.5	110.6
195.7	107.9
195.7	110.6
195.8	114.4
195.9	117.1
196	119.7
196	120.8
196.2	121.4
196.2	121.9
196.2	121.9
196.3	119.7
196.5	119.7
196.5	121.4
196.6	121.4
196.6	121.9
196.7	121.4
196.8	119.7
196.8	118.1
196.9	118.1
196.9	117.6
196.9	117.6
197	117.1
197	118.7
197	119.2
197.1	119.2
197.1	118.7
197.1	118.1
197.1	117.6
197.2	117.1
197.2	115.4
197.3	115.4
197.3	116
197.4	117.1
197.5	118.1
197.5	118.7
197.5	119.2
197.6	119.2
197.7	118.7
197.8	118.1
197.8	117.1
197.9	117.1
198	116
198.1	114.9
198.2	114.9
198.2	114.9
198.4	116.5
198.4	118.7
198.5	121.4
198.6	121.9
198.6	123
198.6	123.5
198.7	124.6
198.7	125.1
198.7	126.7
198.8	127.8
198.8	128.9
198.8	128.9
198.8	129.4
198.8	129.4
198.9	130
199	128.9
199.1	126.7
199.2	124.1
199.3	121.4
199.3	120.8
199.4	119.7
199.5	117.1
199.6	114.9
199.6	114.4
199.7	113.3
199.7	111.7
199.7	111.1
199.8	111.1
199.9	112.7
200	115.4
200.1	117.6
200.2	119.7
200.3	119.7
200.4	119.7
200.7	118.1
200.6	118.1
200.6	117.6
200.7	115.4
200.7	114.4
200.8	113.3
200.9	113.3
201	113.3
201.1	116
201.1	117.6
201.2	119.7
201.3	122.4
201.3	122.4
201.4	122.4
201.5	121.4
201.6	118.7
201.7	117.1
201.8	117.1
201.9	115.4
202	114.9
202.2	114.9
202.2	114.9
202.5	114.9
202.7	116.5
202.8	116.5
202.9	117.6
202.9	117.6
203	117.6
203.1	117.6
203.1	114.9
203.1	113.3
203.1	112.2
203.2	110.6
203.3	107.9
203.3	105.2
203.5	104.1
203.6	107.4
203.7	107.9
203.7	109.5
203.7	110.6
203.7	111.7
204	115.4
204.1	116.5
204.2	119.7
204.2	120.3
204.3	121.9
204.3	122.4
204.3	123
204.4	121.4
204.4	118.1
204.5	116.5
204.7	118.7
204.8	120.8
205	124.6
205	125.1
205	125.7
205	127.3
205.1	128.4
205.2	128.9
205.3	131.6
205.3	132.1
205.3	134.3
205.3	134.8
205.5	135.9
205.6	137
205.7	136.4
205.7	133.7
205.8	131.6
205.8	130
205.9	128.4
205.9	125.7
205.9	123.5
205.9	120.8
205.9	119.2
206	117.6
206	117.1
206.1	117.1
206.2	117.6
206.3	119.2
206.3	121.9
206.4	122.4
206.4	123
206.4	123
206.5	121.9
206.5	120.8
206.6	120.3
206.7	119.7
206.7	119.7
206.8	120.8
206.9	124.1
206.9	126.2
207	126.2
207.1	126.7
207.2	126.7
207.3	124.6
207.3	123
207.3	123
207.3	121.4
207.3	119.2
207.5	118.7
207.5	118.7
207.5	115.4
207.5	115.4
207.6	113.8
207.7	114.9
207.7	116
207.7	118.1
207.8	118.7
207.8	120.8
207.8	120.8
207.9	121.4
208	122.4
208.1	122.4
208.2	124.1
208.2	124.1
208.4	126.2
208.4	126.7
208.4	126.7
208.5	126.2
208.6	124.1
208.7	122.4
208.8	120.8
208.8	118.7
208.9	117.1
208.9	114.9
209.1	112.7
209.1	110.6
209.1	110.1
209.1	110.1
209.2	111.1
209.3	113.8
209.4	114.9
209.4	113.3
209.5	113.8
209.6	115.4
209.6	117.1
209.6	118.1
209.7	118.7
209.7	118.7
209.8	117.1
209.9	115.4
210	115.4
210	115.4
210.2	114.9
210.2	113.3
210.2	113.3
210.3	112.7
210.5	111.1
210.6	112.7
210.6	116
210.7	116
210.7	118.1
210.7	119.2
210.8	119.2
211	120.3
211	120.8
211.1	120.8
211.2	123
211.3	124.1
211.3	124.6
211.4	123.5
211.4	120.3
211.5	119.2
211.6	119.7
211.7	121.4
211.7	121.9
211.7	124.1
211.9	125.7
211.9	123.5
211.9	119.7
212	118.1
212	114.9
212	113.3
212.2	110.1
212.3	106.8
212.3	106.3
212.4	103.6
212.5	99.3
212.6	98.2
212.7	102
212.7	102.5
212.8	105.7
212.8	108.4
212.9	108.4
213	109
213	109.5
213.1	111.1
213.1	113.8
213.1	115.4
213.1	115.4
213.3	117.6
213.3	118.7
213.4	120.3
213.4	120.8
213.5	121.4
213.5	121.4
213.7	120.3
213.7	120.3
213.7	117.6
213.8	114.4
213.9	112.7
214	111.7
214	110.6
214.1	110.6
214.1	109
214.3	109
214.4	110.6
214.5	110.6
214.6	111.1
214.7	111.7
214.7	112.2
214.8	114.9
214.8	116.5
214.8	118.1
214.8	118.1
214.9	119.2
214.9	120.3
214.9	120.8
215.1	120.8
215.1	120.8
215.2	118.1
215.2	118.1
215.2	116
215.3	113.8
215.4	114.9
215.4	117.1
215.4	118.7
215.5	119.2
215.7	119.7
215.7	118.7
215.8	117.1
215.8	116
215.9	115.4
215.9	113.8
215.9	112.2
216.2	110.1
216.2	110.1
216.3	110.6
216.3	111.1
216.4	112.7
216.5	116.5
216.6	117.6
216.6	118.7
216.6	118.7
216.7	118.1
216.7	117.6
216.8	117.6
216.9	119.2
216.9	119.2
217	119.7
217.1	119.7
217.1	119.7
217.3	119.2
217.3	119.2
217.4	119.7
217.4	120.8
217.4	121.9
217.4	123.5
217.5	126.2
217.5	127.3
217.6	127.8
217.6	128.4
217.6	127.8
217.7	125.1
217.8	123
217.8	123
217.9	121.4
217.9	120.3
218	120.3
218.1	120.8
218.1	121.4
218.2	124.1
218.4	126.2
218.5	125.7
218.5	121.9
218.5	121.4
218.5	120.3
218.5	118.7
218.6	116.5
218.8	116.5
218.8	117.1
218.9	119.2
218.9	119.2
218.9	121.4
218.9	121.9
219	121.9
219	121.4
219.1	119.7
219.1	119.2
219.1	117.6
219.2	116
219.3	114.9
219.3	114.4
219.4	113.8
219.5	115.4
219.5	116
219.5	117.1
219.6	117.1
219.6	118.1
219.7	118.7
219.8	118.7
219.8	118.1
219.8	117.6
219.9	116
219.9	116
219.9	114.9
220	112.7
220.1	111.1
220.1	109
220.2	106.8
220.2	106.8
220.5	105.2
220.5	107.4
220.5	109
220.6	111.7
220.6	114.4
220.7	117.1
220.7	118.7
220.7	120.3
220.7	121.9
220.7	123.5
220.7	125.1
220.7	125.7
220.7	126.2
220.7	127.3
220.7	127.8
220.7	128.9
220.7	129.4
220.7	130.5
220.8	131.1
220.8	131.6
220.9	131.6
221	131.6
221	128.4
221	124.6
221.1	121.9
221.2	119.7
221.2	118.1
221.2	117.1
221.1	114.9
221.1	114.9
221.1	112.7
221.2	109.5
221.2	108.4
221.2	106.3
221.2	104.7
221.3	102.5
221.3	102.5
221.4	103.1
221.5	104.7
221.6	107.4
221.7	109
221.7	109.5
221.9	109.5
221.9	107.9
222	105.7
222	103.6
222	103.1
222.3	99.8
222.3	98.7
222.4	99.3
222.6	100.9
222.8	101.4
222.8	102
222.9	102.5
223	104.1
223.1	105.2
223.2	105.2
223.2	105.2
223.3	106.3
223.3	106.3
223.4	106.8
223.4	108.4
223.5	110.1
223.5	110.1
223.6	110.6
223.7	111.1
223.8	110.6
223.8	109.5
223.8	108.4
223.8	106.3
223.8	105.7
223.8	104.1
223.9	103.1
223.9	102
223.9	100.4
224	96.6
224.2	95.5
224.3	95
224.4	98.2
224.4	100.4
224.5	101.4
224.5	102.5
224.6	104.7
224.6	105.7
224.6	106.3
224.7	106.3
224.7	105.7
224.8	105.2
223.8	109.5
223.8	109.5
223.8	107.9
223.8	104.7
223.9	103.6
223.9	103.1
224	101.4
224	98.2
224	96.1
224	96.1
224.1	93.9
224.2	94.4
224.3	96.1
224.4	98.2
224.4	99.8
224.4	101.4
224.5	103.1
224.5	103.6
224.5	104.7
224.5	106.3
224.6	106.8
224.6	106.8
224.8	106.3
224.8	105.2
224.8	104.1
224.9	103.6
225	102.5
225	102
225	101.4
225.1	100.9
225.1	99.8
225.2	99.3
225.4	98.2
225.4	97.7
225.4	96.6
225.4	96.1
225.5	95.5
225.6	94.4
225.6	94.4
225.6	94.4
225.6	94.4
225.7	94.4
225.7	94.4
225.8	93.9
225.9	93.9
225.9	93.9
225.9	95
225.9	95.5
226.1	96.6
226.1	96.6
226.2	95.5
226.4	93.9
226.4	91.7
226.4	90.7
226.5	88.5
226.6	85.3
226.7	82.6
226.8	81.5
226.9	79.4
227	78.8
227	77.7
227.2	77.2
227.3	79.9
227.3	84.7
227.3	85.8
227.4	88
227.6	89.6
227.6	92.3
227.6	93.4
227.8	96.1
227.9	97.1
228.1	98.7
228.1	100.9
228.1	101.4
228.1	103.1
228.1	104.7
228.1	105.7
228.1	107.4
228.2	107.9
228.2	110.1
228.2	112.2
228.3	114.9
228.3	116
228.5	119.2
228.6	120.8
228.6	121.4
228.6	118.1
228.7	113.8
228.7	113.8
228.7	111.1
228.8	108.4
228.8	107.4
228.9	107.4
229	106.3
229.1	106.8
229.2	107.9
229.2	107.9
229.3	106.8
229.3	105.2
229.4	102.5
229.5	100.4
229.6	99.3
229.7	101.4
229.8	102.5
229.8	103.1
229.9	104.1
230	104.7
230.1	105.2
230.2	107.4
230.2	108.4
230.3	109
230.3	109
230.4	105.7
230.4	104.1
230.5	102.5
230.6	103.6
230.7	105.2
230.8	106.3
230.9	104.7
230.9	102
230.9	100.9
231	99.3
231	98.2
231	96.6
231.1	94.4
231.1	92.8
231.1	89.6
231.2	88.5
231.3	86.9
231.4	84.7
231.5	86.9
231.5	86.9
231.5	90.7
231.6	95.5
231.6	97.7
231.6	99.3
231.8	100.9
231.9	103.1
232	104.7
232.1	105.2
232.2	104.7
232.2	102
232.3	101.4
232.3	102
232.5	99.3
232.5	98.7
232.6	98.2
232.9	97.7
233.1	98.7
233.1	103.1
233.1	103.6
233.1	104.7
233.1	105.7
233.1	108.4
233.3	109.5
233.3	105.2
233.3	105.2
233.4	102.5
233.4	101.4
233.6	98.7
233.7	99.3
233.8	99.3
233.8	98.7
233.9	97.1
233.9	95.5
234	93.9
234	90.7
234	88.5
234.1	88.5
234.1	88
234.1	85.3
234.3	85.3
234.3	86.4
234.4	90.1
234.4	91.7
234.5	95
234.5	96.1
234.7	96.1
234.7	95
234.7	93.4
234.8	91.2
234.9	90.1
235	88.5
235.2	89.6
235.2	91.7
235.2	95
235.2	98.2
235.4	103.1
235.5	104.7
235.5	104.7
235.6	106.3
235.7	106.8
235.8	106.8
235.8	105.2
235.9	103.1
235.9	102.5
235.9	100.4
236	98.7
236.1	96.1
236.1	94.4
236.1	92.3
236.2	91.2
236.2	90.1
236.3	86.9
236.4	85.3
236.5	83.1
236.5	83.1
236.6	81
236.6	79.9
236.6	79.4
236.8	79.9
236.9	82.6
236.9	83.1
237	85.8
237	89.6
237	92.8
237.1	93.4
237.2	94.4
237.4	96.1
237.4	98.2
237.4	100.4
237.4	100.9
237.5	101.4
237.7	103.1
237.7	103.6
237.8	102.5
237.9	99.8
238	96.6
238	96.6
238	93.9
238.1	91.2
238.1	90.1
238.1	89.6
238.1	88
238.2	86.4
238.2	85.3
238.2	84.2
238.4	78.8
238.4	78.8
238.4	77.7
238.4	76.7
238.4	76.7
238.5	76.1
238.6	78.3
238.6	78.3
238.6	78.3
238.7	77.2
238.7	77.2
238.8	76.1
239	75.1
239.1	75.6
239.1	77.2
239.1	79.9
239.2	82.6
239.2	83.1
239.3	86.4
239.3	86.9
239.3	88
239.3	89.6
239.3	91.2
239.3	91.7
239.4	93.9
239.4	95.5
239.5	97.7
239.5	99.3
239.5	99.8
239.6	100.9
239.6	102.5
239.8	103.6
239.9	102
239.9	100.9
239.9	98.7
240	95.5
240.1	93.4
240.1	92.8
240.2	91.2
240.2	90.1
240.3	88
240.4	88
240.5	88
240.6	87.4
240.7	84.2
240.7	83.7
240.9	82.6
241.1	83.7
241.1	84.2
241.1	86.9
241.2	90.1
241.2	92.3
241.2	92.8
241.3	95
241.3	97.1
241.3	98.7
241.3	99.3
241.4	100.4
241.5	100.9
241.7	100.9
241.7	96.1
241.8	93.4
241.8	91.2
241.8	89.6
241.8	89.6
241.8	87.4
241.9	87.4
241.9	88.5
242	88.5
242.1	88.5
242.3	87.4
242.5	85.8
242.5	82.6
242.6	81
242.7	80.4
242.7	79.4
242.8	79.4
242.8	84.2
242.9	85.3
242.9	86.9
242.9	90.1
242.9	92.8
243	93.4
243.1	94.4
243.3	96.1
243.4	98.7
243.4	99.3
243.4	100.9
243.4	102
243.4	103.6
243.5	105.7
243.5	107.4
243.5	109
243.5	110.6
243.5	112.2
243.7	113.8
243.7	114.4
243.7	114.4
243.8	114.9
243.8	110.1
244	105.7
244	103.1
244.1	99.3
244.1	98.7
244.1	97.1
244.3	93.9
244.4	93.4
244.5	92.8
244.6	93.9
244.7	96.1
244.7	96.6
244.8	95
244.9	91.2
245.1	88.5
245.1	86.4
245.1	86.4
245.1	84.2
245	81
245	79.4
245.1	78.3
245.2	74.5
245.2	73.4
245.3	72.4
245.3	71.3
245.3	68.6
245.3	67.5
245.4	67.5
245.4	67
245.6	68.1
245.7	72.4
245.7	76.7
245.7	79.9
245.7	80.4
245.8	82.6
245.8	83.1
245.9	84.2
246	87.4
246	90.7
246	91.7
246.2	93.9
246.2	95
246.3	93.9
246.3	93.4
246.4	90.7
246.4	89.1
246.4	86.9
246.4	86.9
246.5	84.7
246.5	82.1
246.5	79.4
246.5	76.7
246.6	72.9
246.7	72.4
246.7	71.3
246.9	74
247	77.2
247	77.2
247.2	79.4
247.3	81.5
247.6	84.7
247.7	87.4
247.8	90.1
248	92.8
248.1	95.5
248.1	96.6
248.1	97.7
248.1	99.8
248.2	101.4
248.4	102
248.4	102
248.4	100.9
248.5	96.1
248.5	93.4
248.6	91.2
248.7	88
248.8	87.4
248.8	84.2
248.9	82.1
248.9	79.4
248.9	76.7
248.9	76.7
249	73.4
249	71.3
249	69.7
249	68.6
249.1	69.1
249.2	70.2
249.3	74
249.4	78.3
249.4	78.3
249.3	81.5
249.3	83.1
249.3	84.7
249.4	86.4
249.4	88.5
249.4	89.1
249.4	90.1
249.5	91.7
249.6	96.1
249.6	97.7
249.6	98.2
249.8	101.4
249.9	102.5
250	102.5
250.1	99.3
250.1	96.1
250.1	95
250.1	92.8
250.1	91.2
250.1	86.9
250.1	85.3
250.1	84.7
250.2	81.5
250.3	79.9
250.3	78.8
250.3	76.7
250.4	75.6
250.5	73.4
250.5	71.8
250.5	69.1
250.5	68.1
250.5	67.5
250.5	65.4
250.5	63.2
250.5	61.1
250.5	60.5
250.6	58.4
250.7	57.3
250.7	57.3
250.9	58.9
250.9	61.6
250.9	63.2
251	64.3
251.1	65.9
251.2	66.4
251.3	67
251.4	68.6
251.5	72.4
251.7	78.3
251.7	81
251.7	84.7
251.8	86.9
252	89.6
252	91.2
252	92.3
252.1	92.3
252.1	92.3
252.1	89.6
252.3	85.8
252.5	85.3
252.5	88.5
252.5	90.1
252.6	93.9
252.7	97.1
252.7	98.2
252.8	100.4
252.9	102
253.1	101.4
253.1	100.4
253.2	97.7
253.5	96.1
253.7	95.5
253.8	95.5
253.9	98.2
254.1	100.4
254.2	101.4
254.2	102
254.3	102.5
254.3	103.1
254.4	104.1
254.5	105.2
254.6	103.1
254.6	100.4
254.7	97.1
254.9	98.7
254.9	102.5
254.9	103.6
254.9	104.1
255	105.2
255	105.7
255.1	106.3
255.2	106.3
255.3	104.7
255.4	103.1
255.6	104.1
255.7	105.2
255.9	108.4
256	110.6
256	111.7
256	112.7
256	114.9
256.1	117.6
256.3	121.9
256.3	123
256.4	126.7
256.4	128.9
256.6	131.6
256.6	133.7
256.6	134.3
256.7	136.4
256.7	138.1
256.8	139.7
256.8	140.2
256.8	136.4
256.8	135.9
256.9	133.2
256.9	131.1
257	128.4
257	126.2
257	125.7
257.1	123.5
257.2	121.4
257.3	123
257.3	123.5
257.3	125.1
257.4	127.3
257.5	127.8
257.6	129.4
257.9	130
258	129.4
258	128.9
258	126.7
258	124.6
258.1	124.1
258.1	124.1
258.3	124.6
258.4	126.2
258.4	126.7
258.4	128.9
258.6	128.9
258.7	128.4
258.9	128.4
258.9	126.7
259	124.6
259.1	123
259.1	122.4
259.1	120.8
259.2	119.7
259.2	117.1
259.3	116.5
259.4	113.8
259.4	114.9
259.5	117.6
259.6	119.7
259.6	121.4
259.6	121.9
259.7	123
259.8	123.5
259.9	124.1
259.9	124.1
260	122.4
260	119.7
260	119.7
260.1	119.2
260.2	119.7
260.2	120.8
260.2	120.8
260.2	121.4
260.3	121.4
260.4	119.7
260.5	119.7
260.6	118.1
260.6	115.4
260.6	114.9
260.6	113.3
260.9	111.7
261	115.4
261	118.1
261	120.3
261.2	120.8
261.3	124.6
261.4	122.4
261.4	121.4
261.5	120.3
261.7	120.3
261.8	123
261.8	123
261.8	125.1
261.9	125.7
262	127.3
262.1	128.9
262.2	127.8
262.3	127.3
262.3	124.6
262.4	121.9
262.5	121.4
262.7	124.1
262.9	126.2
262.9	128.4
263.1	128.4
263.5	126.2
263.5	124.1
263.5	123.5
263.4	121.4
263.4	120.3
263.4	118.1
263.4	116
263.5	113.8
263.7	112.7
264	115.4
264	117.1
264	118.7
264.1	120.3
264.1	120.3
264.2	119.7
264.3	118.7
264.4	118.7
264.6	121.4
264.6	121.9
264.6	123
264.8	123
264.8	120.3
264.8	118.7
264.9	118.1
264.9	116.5
265.1	114.4
265.2	111.1
265.3	111.1
265.4	113.8
265.4	114.9
265.4	118.1
265.4	120.3
265.5	121.4
265.6	122.4
265.7	123.5
265.8	122.4
265.9	121.9
266	120.8
266	121.9
266.2	122.4
266.3	120.8
266.4	119.2
266.5	118.7
266.7	118.7
266.9	119.2
267	120.8
267	121.4
267.1	122.4
267.2	124.1
267.3	125.7
267.3	126.2
267.3	127.3
267.4	128.4
267.4	128.4
267.5	124.6
267.5	124.1
267.5	121.9
267.6	121.4
267.7	119.2
267.9	120.3
267.9	121.9
267.9	121.9
268.1	123
268.2	123
268.3	123
268.5	124.1
268.7	124.6
268.7	125.1
268.9	126.7
268.9	127.3
269	127.8
269	126.7
269.1	124.6
269.1	123
269.2	120.3
269.3	121.4
269.4	124.6
269.4	126.7
269.6	126.7
269.6	126.7
269.9	125.7
270.1	124.1
270.2	122.4
270.2	122.4
270.2	121.4
270.3	121.4
270.3	119.2
270.4	117.1
270.8	117.6
270.8	120.8
270.8	121.9
270.9	123.5
270.9	123.5
271	124.6
271.1	126.7
271.2	128.4
271.3	130.5
271.4	132.7
271.6	134.8
271.6	135.4
271.7	137.5
271.7	138.6
