Depth	Gamma
206.9	108.2
207	109.4
207.1	109.4
207.2	108.8
207.5	108.2
207.7	106.4
207.7	108.2
207.7	110
207.7	110
207.8	108.2
207.9	107.6
208.1	106.4
208.1	106.4
208.2	105.8
208.2	105.8
208.2	105.8
208.3	106.4
208.6	108.2
208.6	109.4
208.9	112.9
208.9	114.1
208.9	110.6
209	110.6
209	113.5
209.1	114.7
209.1	115.3
209.2	115.9
209.4	116.5
209.4	115.3
209.5	115.9
209.5	117.1
209.6	118.9
209.6	121.3
209.6	121.3
209.7	122.5
209.9	123.1
210	123.7
210.1	122.5
210.2	119.5
210.3	117.1
210.3	115.3
210.4	112.9
210.4	111.1
210.5	111.1
210.5	108.8
210.6	106.4
210.6	105.8
210.8	107
210.8	108.8
211	110.6
211	112.3
211.1	113.5
211.2	114.1
211.3	115.3
211.4	117.1
211.5	118.9
211.5	120.7
211.5	121.3
211.5	122.5
211.6	123.1
211.7	120.7
211.8	118.9
211.8	115.3
211.9	115.3
211.9	112.9
212	112.3
212.1	110.6
212.2	110
212.3	109.4
212.4	110.6
212.5	112.9
212.6	115.3
212.6	118.9
212.6	120.1
212.7	120.1
212.8	120.1
212.9	120.7
212.9	121.9
213	124.8
213	125.4
213.2	126.6
213.3	126.6
213.4	124.3
213.5	121.3
213.6	119.5
213.7	118.9
213.7	117.1
213.8	115.3
213.9	114.7
214	115.9
214.1	118.3
214.2	118.3
214.3	118.9
214.5	119.5
214.6	120.7
214.6	121.3
214.7	122.5
214.8	122.5
215	118.9
215	117.7
214.8	113.5
214.8	111.7
215	110.6
215	111.1
215.1	112.9
215.1	114.1
215.2	115.3
215.2	115.9
215.2	116.5
215.5	116.5
215.5	116.5
215.5	115.9
215.6	114.1
215.6	111.7
215.6	111.7
215.7	111.1
215.8	111.7
215.9	113.5
216	115.3
216.2	117.1
216.2	118.9
216.3	119.5
216.4	120.1
216.4	120.1
216.5	119.5
216.6	114.7
216.6	112.9
216.7	110.6
216.7	110
216.8	108.2
216.9	106.4
216.9	105.8
216.9	105.8
217	107
217.1	108.2
217.2	111.1
217.3	112.3
217.3	112.9
217.4	112.9
217.5	111.1
217.6	108.8
217.6	108.2
217.7	107
217.8	107
217.9	108.2
218.1	111.7
218.1	112.9
218.2	112.9
218.2	115.3
218.3	116.5
218.3	119.5
218.4	120.1
218.4	120.7
218.5	123.1
218.6	123.1
218.6	123.1
218.7	122.5
218.8	118.9
218.9	114.1
219	111.1
219.1	111.1
219.1	110
219.2	108.2
219.3	108.8
219.4	110.6
219.6	112.9
219.6	112.9
219.7	114.1
219.9	115.9
219.9	116.5
220	116.5
220	116.5
220.2	115.3
220.3	114.1
220.5	112.9
220.6	112.9
220.6	115.9
220.7	118.3
220.7	118.3
220.7	120.7
220.7	122.5
220.8	124.3
220.9	126
220.9	126
221	126.6
221.1	126.6
221.2	125.4
221.2	122.5
221.2	121.3
221.2	119.5
221.3	116.5
221.3	115.3
221.4	112.9
221.4	112.3
221.5	111.1
221.6	110.6
221.7	111.7
221.8	112.9
221.8	112.9
221.8	114.7
221.9	115.9
222	117.1
222.1	117.1
222.1	117.1
222.2	117.1
222.4	117.1
222.5	117.7
222.5	117.7
222.6	119.5
222.7	120.7
223	121.3
223.1	121.3
223.1	120.1
223.2	118.3
223.3	115.9
223.3	114.1
223.5	112.9
223.5	112.9
223.6	114.1
223.7	117.7
223.7	119.5
223.8	121.3
224	123.1
224	124.3
224	121.9
224.1	119.5
224.2	118.9
224.2	118.3
224.3	117.1
224.5	115.9
224.5	115.9
224.6	114.7
224.6	112.9
224.7	111.7
224.9	110
224.9	110
225	108.2
225.1	107.6
225.1	107
225.1	105.8
225.1	104
225.1	102.8
225.1	102.2
225.2	102.2
225.3	102.8
225.3	105.2
225.4	107
225.4	107
225.4	108.2
225.5	109.4
225.7	113.5
225.7	113.5
225.8	113.5
225.9	113.5
226	113.5
226	114.1
226.1	116.5
226.1	117.7
226.1	118.3
226.1	120.1
226.2	122.5
226.3	123.1
226.3	123.1
226.4	124.3
226.5	125.4
226.5	126
226.6	127.2
226.6	127.8
226.6	128.4
226.7	128.4
226.7	127.8
226.8	124.3
226.8	123.7
226.9	119.5
226.9	116.5
226.9	113.5
226.9	110
226.9	109.4
226.9	108.2
227	105.8
227.1	104.6
227.2	104.6
227.3	105.8
227.3	110
227.3	110.6
227.3	110.6
227.4	111.1
227.5	110
227.6	108.2
227.7	107
227.8	107
227.9	107.6
227.9	108.8
227.9	109.4
227.9	110
228	111.1
228.1	112.9
228.1	112.9
228.2	112.9
228.3	112.9
228.4	110
228.4	108.8
228.4	108.2
228.5	105.8
228.6	102.8
228.7	102.2
228.8	105.2
228.8	106.4
228.8	107
228.8	107.6
229.1	108.8
229.1	107
229.1	104.6
229.2	104
229.2	102.8
229.3	101
229.3	98.6
229.4	96.9
229.4	96.3
229.6	96.9
229.8	99.2
229.8	100.4
229.8	101
229.8	101.6
229.8	102.2
229.8	102.2
230	101.6
230	99.8
230	98.6
230.1	97.5
230.2	96.3
230.3	95.1
230.4	94.5
230.5	93.9
230.6	93.9
230.7	94.5
230.8	95.1
230.8	96.9
230.9	98
231.1	98
231.2	97.5
231.2	96.3
231.3	95.1
231.4	96.3
231.4	96.3
231.5	98
231.6	99.2
231.7	101.6
231.9	102.8
232	103.4
232.1	104.6
232.2	105.8
232.2	106.4
232.3	108.2
232.3	108.2
232.4	107.6
232.4	107
232.5	105.8
232.5	104
232.5	102.2
232.5	101.6
232.7	99.2
232.7	98.6
232.9	99.2
232.9	100.4
233	101.6
233	103.4
233.1	105.2
233.1	106.4
233.1	106.4
233.1	107
233.2	108.2
233.2	109.4
233.3	109.4
233.3	108.8
233.4	107
233.4	104.6
233.4	104.6
233.6	104.6
233.6	105.2
233.6	106.4
233.7	107
233.7	107
233.9	105.2
233.9	105.2
233.9	102.8
233.9	102.2
234.2	101.6
234.4	101
234.4	101
234.5	101.6
234.5	101.6
234.5	104
234.5	107
234.6	109.4
234.7	110
234.7	108.8
234.8	107
234.9	107.6
235	108.8
235.1	110
235.3	110.6
235.4	111.1
235.5	108.8
235.5	107.6
235.5	105.2
235.5	104.6
235.5	103.4
235.6	102.8
235.8	101.6
235.8	101.6
235.9	99.8
236	99.2
236	97.5
236.1	96.3
236.3	96.3
236.4	97.5
236.4	99.8
236.4	102.2
236.5	105.2
236.5	105.8
236.6	106.4
236.7	109.4
236.7	111.7
236.9	112.9
236.9	113.5
237	114.1
237.1	115.9
237.1	115.9
237.2	114.7
237.2	112.3
237.3	111.7
237.3	110
237.4	110
237.4	108.2
237.5	106.4
237.5	104.6
237.5	104.6
237.6	105.8
237.7	108.2
237.8	109.4
237.9	110
238	110.6
238.1	111.1
238.3	111.1
238.4	111.1
238.5	110.6
238.5	110.6
238.6	111.7
238.6	112.9
238.6	113.5
238.7	114.1
238.8	115.3
238.9	115.9
239	116.5
239.1	117.1
239.2	118.3
239.3	118.3
239.3	118.3
239.5	117.7
239.5	115.9
239.6	115.3
239.6	114.7
239.7	114.1
239.7	114.1
239.8	114.1
239.8	114.7
239.8	116.5
239.8	117.7
239.9	117.7
239.9	117.7
240	116.5
240.1	115.3
240.2	115.3
240.3	116.5
240.3	116.5
240.3	117.7
240.3	120.7
240.5	122.5
240.5	122.5
240.5	120.7
240.6	120.1
240.7	121.3
240.8	121.9
240.9	119.5
241	118.9
241	117.1
241.1	114.7
241.1	113.5
241.1	112.9
241.1	112.9
241.1	112.3
241.2	112.3
241.2	111.7
241.3	111.7
241.4	111.7
241.5	111.7
241.6	112.9
241.6	115.3
241.7	115.9
241.8	117.1
241.9	117.1
242	115.9
242	114.7
242.1	115.3
242.2	117.1
242.4	117.7
242.5	117.1
242.6	117.1
242.8	114.1
242.8	114.1
242.8	114.1
242.9	114.1
243	115.3
243	116.5
243	117.7
243.1	119.5
243.3	120.1
243.3	120.1
243.4	118.9
243.4	116.5
243.5	113.5
243.5	111.7
243.5	111.1
243.6	110.6
243.6	109.4
243.6	108.8
243.6	108.2
243.6	107
243.7	106.4
243.9	107.6
244	109.4
244.1	109.4
244.2	108.2
244.3	107
244.3	105.2
244.4	103.4
244.5	104.6
244.6	108.2
244.6	108.2
244.6	111.1
244.7	113.5
244.7	114.7
244.8	114.7
244.8	115.3
244.9	114.7
245.1	111.7
245.1	111.1
245.3	110
245.4	109.4
245.6	109.4
245.6	112.9
245.6	112.9
245.6	114.7
245.6	117.7
245.7	118.9
245.7	118.9
245.8	117.1
245.9	114.7
245.9	114.1
246	114.7
246	115.3
246.1	115.3
246.1	115.3
246.2	114.7
246.3	114.1
246.3	112.9
246.3	112.9
246.4	112.9
246.4	112.9
246.4	112.9
246.5	114.7
246.5	114.7
246.6	114.7
246.7	114.1
246.8	113.5
246.9	113.5
246.9	112.9
246.9	112.9
247	111.7
247.1	114.1
247.2	115.3
247.2	115.3
247.2	115.3
247.4	115.3
247.4	115.3
247.4	115.3
247.5	113.5
247.6	111.7
247.6	110
247.6	109.4
247.6	108.8
247.7	107
247.8	105.2
247.9	104.6
247.9	104
247.9	103.4
248.1	104.6
248.1	106.4
248.2	108.2
248.3	109.4
248.3	109.4
248.3	108.2
248.3	106.4
248.4	105.2
248.5	104.6
248.6	105.8
248.6	106.4
248.7	107
248.7	107
248.8	107
248.8	107
248.9	107
248.9	107
248.9	105.8
249	104.6
249.1	103.4
249.2	102.8
249.2	102.2
249.2	101.6
249.3	99.8
249.3	99.2
249.4	98
249.6	98
249.7	99.2
249.8	102.2
249.9	104
249.9	104
250	107
250.1	108.8
250.1	112.3
250.1	112.3
250.1	114.1
250.1	114.7
250.1	116.5
250.2	118.9
250.2	119.5
250.2	119.5
250.3	120.1
250.4	121.3
250.5	121.9
250.5	121.3
250.5	119.5
250.6	117.7
250.6	115.9
250.7	114.1
250.7	111.7
250.7	108.2
250.7	104.6
250.8	101.6
250.9	99.8
250.9	98
250.9	95.1
251	92.1
251	91.5
251.1	91.5
251.2	89.7
251.4	86.7
251.6	80.8
251.6	79
251.6	76.6
251.6	76
251.8	72.4
251.8	70.6
251.9	68.9
251.9	67.7
252	67.1
252	65.3
251.9	62.3
251.9	61.7
251.9	59.9
252	59.3
252.2	59.9
252.4	60.5
252.5	64.1
252.6	68.3
252.7	70.6
252.7	74.2
252.8	77.8
252.8	78.4
252.8	80.8
252.8	83.2
252.9	86.7
252.9	89.7
252.9	90.9
253	92.7
253	94.5
253.2	96.9
253.2	97.5
253.3	98.6
253.5	102.2
253.6	104.6
253.7	105.8
253.8	107
254	108.8
254	110
254	110.6
254.1	111.1
254.1	109.4
254.1	107.6
254.3	105.8
254.3	105.8
254.4	107
254.4	107
254.5	108.8
254.5	109.4
254.7	111.1
254.7	107.6
254.7	107
254.8	106.4
254.8	110
254.9	112.3
255.1	113.5
255.1	114.7
255.1	115.3
255.1	117.1
255.3	115.9
255.3	115.9
255.4	115.3
255.4	115.3
255.4	115.3
255.5	117.7
255.7	118.9
255.9	119.5
255.9	119.5
255.9	121.3
256	123.1
256.1	123.7
256.2	121.3
256.2	121.3
256.2	119.5
256.3	117.7
256.4	115.3
256.5	113.5
256.6	114.7
256.7	115.3
256.8	116.5
256.9	118.3
257.1	119.5
257.1	121.3
257.1	123.7
257.1	124.3
257.2	124.3
257.3	125.4
257.4	125.4
257.4	122.5
257.5	121.3
257.5	120.1
257.5	116.5
257.6	114.1
257.6	113.5
257.6	112.9
257.7	111.7
257.7	111.7
257.8	112.9
258	115.3
258	119.5
258.1	122.5
258.2	123.1
258.3	123.7
258.4	124.3
258.6	124.3
258.7	122.5
258.8	121.9
258.8	121.9
258.8	121.9
258.8	123.7
259	123.7
259.1	123.7
259.1	122.5
259.5	122.5
259.5	124.3
259.5	126
259.6	127.2
259.9	127.2
260	126
260.2	123.7
260.2	123.1
260.3	120.7
260.4	120.7
260.4	120.7
260.4	118.3
260.5	118.9
260.5	121.3
260.6	124.3
260.8	124.3
260.9	121.9
261.1	118.9
261.3	117.7
261.3	116.5
261.5	117.1
261.5	121.9
261.5	126
261.6	128.4
261.8	128.4
262	125.4
262.1	124.3
262.3	126.6
262.3	129
262.3	132
262.5	133.2
262.6	133.2
262.7	129
262.7	128.4
262.7	126.6
262.9	121.9
263	119.5
263	117.7
263	116.5
263.1	114.7
263.3	112.9
263.3	112.3
263.5	111.1
263.5	113.5
263.6	117.1
263.6	117.7
263.6	119.5
263.8	120.7
263.8	118.3
263.8	117.1
263.9	117.1
264	118.9
264.1	119.5
264.2	119.5
264.4	118.9
264.4	118.3
264.5	115.9
264.6	111.7
264.8	108.2
265	110
265.1	116.5
265.1	120.1
265.2	123.7
265.2	124.8
265.2	127.8
265.2	130.2
265.3	132.6
265.5	133.2
265.7	129.6
265.7	127.8
265.8	127.2
266	127.2
266.1	124.8
266.2	120.1
266.5	114.1
266.5	112.9
266.5	110
266.5	108.2
266.6	105.8
266.7	104
266.8	100.4
266.9	98.6
267	96.9
267.1	96.3
267.2	96.3
267.3	98.6
267.4	102.2
267.5	104.6
267.5	105.8
267.5	110
267.5	114.7
267.6	116.5
267.7	120.1
267.8	122.5
267.8	125.4
267.8	126
267.8	127.8
267.9	129
268	128.4
268	126
268.1	125.4
268.2	127.8
268.3	128.4
268.4	129
268.5	127.2
268.6	124.3
268.6	121.9
268.8	121.3
268.9	123.7
268.9	125.4
269.1	125.4
269.1	122.5
269.2	121.3
269.3	121.3
269.4	119.5
269.4	118.9
269.5	117.1
269.7	114.7
269.7	115.9
269.9	121.3
269.9	124.3
269.9	127.2
270	128.4
270.1	129.6
270.2	130.8
270.2	131.4
270.3	130.8
270.3	129.6
270.5	127.2
270.5	124.3
270.6	122.5
270.7	124.8
270.8	127.2
270.8	127.8
270.8	129.6
271	134.4
271.1	133.2
271.2	130.8
271.2	130.2
271.2	128.4
271.3	125.4
271.3	124.8
271.4	124.8
271.5	126
271.5	127.8
271.6	129
271.7	129.6
271.7	129
271.8	126.6
271.9	124.8
272.1	120.1
272.2	119.5
272.3	117.1
272.4	115.9
272.4	115.9
272.4	117.7
272.6	116.5
272.7	115.9
272.7	115.3
272.7	112.3
272.7	111.7
272.7	107
272.8	103.4
272.8	98
272.8	97.5
272.9	96.3
273	95.7
273.4	89.1
273.4	87.3
273.5	87.3
273.5	90.3
273.5	91.5
273.5	92.7
273.7	93.3
273.8	93.9
273.9	95.7
274.1	98
274.1	99.8
274.1	100.4
274.3	101.6
274.4	102.8
274.4	105.8
274.4	107.6
274.5	110.6
274.5	111.1
274.6	112.9
274.8	112.9
274.9	113.5
275	115.3
275	115.9
275.2	117.7
275.2	118.3
275.3	121.9
275.3	123.1
275.4	123.1
275.4	123.1
275.4	123.7
275.3	124.3
275.3	125.4
275.5	126
275.5	126
275.5	123.7
275.6	122.5
275.7	122.5
275.7	122.5
275.7	123.7
275.8	123.1
275.9	122.5
276	123.1
276.2	123.1
276.2	123.1
276.3	122.5
276.3	120.7
276.5	117.1
276.5	116.5
276.6	114.1
276.7	114.1
276.8	113.5
276.9	114.1
277	117.1
277.1	117.7
277.2	117.1
277.4	115.9
277.5	114.1
277.7	114.1
277.7	114.1
277.9	114.1
278.1	112.9
278.2	111.7
278.4	111.1
278.4	112.9
278.5	115.9
278.5	116.5
278.7	118.3
278.7	120.1
278.8	121.9
278.9	123.7
279	126
279	127.8
279.1	129.6
279.1	130.2
279.1	130.2
279.3	126.6
279.3	125.4
279.4	124.8
279.5	122.5
279.6	121.9
279.8	122.5
279.9	123.7
280	126
280	127.8
280	129
280.1	129
280.3	129
280.4	132
280.5	133.8
280.5	136.2
280.5	139.1
280.6	140.9
280.6	141.5
280.8	141.5
280.8	140.9
280.9	137.9
281.1	134.4
281.2	132.6
281.2	134.4
281.3	135.6
281.4	132.6
281.6	130.2
281.6	129.6
281.6	129.6
281.8	127.8
281.8	127.2
281.8	126.6
281.9	125.4
282	123.1
282.1	121.9
282.1	120.7
282.3	120.1
282.5	119.5
282.5	119.5
282.8	121.3
282.8	124.8
282.9	126.6
283.1	127.8
283.1	127.2
283.2	124.3
283.3	124.3
283.4	126
283.5	127.8
283.7	130.8
283.8	132
284	132
284.1	132
284.2	132
284.4	130.2
284.4	129.6
284.5	128.4
284.5	127.8
284.5	127.8
284.6	126
284.7	124.3
284.8	123.7
284.9	126
285	125.4
285.1	123.1
285.1	121.3
285.2	120.7
285.2	120.7
285.2	119.5
285.3	118.9
285.5	118.3
285.8	118.3
285.8	118.9
285.8	119.5
286	120.1
286.1	121.3
286.1	122.5
286.2	123.7
286.4	124.8
286.5	126
286.6	126.6
286.8	124.3
286.9	124.3
286.9	124.3
287	125.4
287.1	127.2
287.1	127.8
287.1	128.4
287.2	129
287.3	128.4
287.3	127.8
287.5	125.4
287.6	124.3
287.6	126
287.8	126.6
287.8	124.8
288	123.1
288.1	123.1
288.2	125.4
288.2	126
288.3	126.6
288.4	129
288.5	130.2
288.6	132
288.8	130.2
288.9	126.6
288.9	126
289	124.8
289.1	125.4
289.1	129.6
289.2	132
289.3	132.6
289.3	133.2
289.4	130.8
289.5	127.2
289.6	124.3
289.6	120.7
289.6	120.7
289.7	118.3
289.7	117.1
289.7	114.1
289.8	112.9
289.9	112.3
290	112.9
290.1	114.1
290.2	117.1
290.2	117.7
290.3	120.1
290.4	120.1
290.5	117.7
290.6	115.9
290.7	114.1
290.7	113.5
290.7	111.7
290.7	111.1
290.8	112.9
290.9	114.1
291	114.1
291.2	111.7
291.3	111.1
291.4	111.1
291.4	111.1
291.5	112.3
291.5	116.5
291.6	117.7
291.6	121.3
291.6	121.9
291.6	124.3
291.7	124.8
291.8	126.6
291.9	126.6
291.9	128.4
291.9	129.6
292	129.6
292.2	127.2
292.3	124.8
292.4	124.3
292.5	126
292.7	130.8
292.7	130.8
292.9	126.6
292.9	124.3
293.1	122.5
293.1	121.9
293.1	121.9
293.1	122.5
293.3	124.3
293.5	126
293.6	127.8
293.7	128.4
293.7	126.6
293.8	125.4
294	123.7
294	123.1
294	121.3
294.1	120.1
294.2	118.3
294.3	118.3
294.3	118.9
294.4	119.5
294.4	122.5
294.5	125.4
294.5	126
294.5	129.6
294.6	130.8
294.7	129.6
294.7	126.6
294.8	123.7
294.8	121.9
295.1	123.7
295.2	126.6
295.2	127.2
295.2	128.4
295.3	130.2
295.3	133.2
295.4	134.4
295.5	131.4
295.6	129.6
295.7	132.6
295.7	133.2
295.8	134.4
296	133.8
296	132.6
296	130.8
296.1	127.8
296.2	126
296.2	124.3
296.2	123.1
296.3	123.1
296.3	122.5
296.4	122.5
296.5	121.3
296.5	120.7
296.5	120.1
296.5	118.9
296.5	118.9
296.6	117.1
296.6	115.3
296.7	114.7
296.7	114.7
296.8	113.5
296.9	112.9
297	115.3
297	116.5
297	118.3
297.2	119.5
297.2	120.1
297.3	121.9
297.4	123.1
297.6	122.5
297.7	121.3
297.8	119.5
298.1	117.1
298.1	117.1
298.2	115.9
298.2	115.3
298.2	114.1
298.2	115.3
298.2	118.3
298.3	122.5
298.3	123.7
298.3	126.6
298.4	127.2
298.5	127.2
298.6	126
298.6	123.7
298.6	122.5
298.7	121.9
298.9	121.9
298.9	121.9
299	122.5
299	122.5
299	122.5
299.1	123.1
299.1	123.1
299.2	123.1
299.2	123.1
299.2	122.5
299.3	121.3
299.5	121.3
299.6	121.9
299.6	121.9
299.6	121.9
299.7	121.9
299.9	121.3
299.9	121.3
299.9	120.1
300	119.5
300.2	118.3
300.2	117.1
300.2	114.7
300.3	114.1
300.4	112.9
300.4	112.3
300.4	111.7
300.5	111.7
300.7	111.1
300.7	109.5
300.7	112.5
300.8	114.3
300.8	116.7
300.8	119.1
300.9	122.1
300.9	122.1
301.1	122.1
301.3	120.3
301.4	119.1
301.6	122.1
301.6	125.1
301.6	125.7
301.7	128.2
301.8	130.6
301.8	131.2
301.8	132.4
301.9	134.8
301.9	134.8
302	134.8
302.2	131.2
302.2	128.8
302.2	127
302.3	125.1
302.4	123.3
302.5	120.3
302.5	119.7
302.6	116.7
302.6	114.9
302.7	113.7
302.8	116.7
302.9	117.3
302.9	120.3
303	122.7
303.1	125.1
303.1	125.1
303.1	126.4
303.3	127
303.3	125.1
303.4	123.3
303.4	122.7
303.5	123.9
303.7	126.4
303.8	128.2
303.8	129.4
303.8	130
304	128.2
304	127
304	126.4
304.1	125.1
304.1	124.5
304.2	122.1
304.4	119.1
304.5	117.3
304.6	117.3
304.7	120.3
304.8	122.1
305	122.1
305.1	120.3
305.2	119.7
305.4	120.9
305.5	124.5
305.6	128.8
305.6	130
305.6	133
305.7	134.8
305.7	137.2
305.8	139.6
306	137.2
306	136.6
306.1	137.8
306.2	140.8
306.2	140.8
306.3	140.8
306.4	136.6
306.4	136.6
306.5	134.2
306.5	133
306.7	131.2
306.9	127.6
306.9	123.9
306.9	121.5
307.1	116.7
307.1	114.3
307.2	114.3
307.3	114.9
307.4	117.9
307.4	118.5
307.5	120.9
307.5	121.5
307.6	120.9
307.8	122.1
307.9	125.1
307.9	128.2
308	128.8
308.2	128.2
308.4	125.7
308.4	123.3
308.6	122.1
308.6	119.7
308.7	119.7
308.7	117.3
308.7	116.1
308.8	113.7
309	114.3
309.1	115.5
309.2	114.3
309.3	113.1
309.3	114.3
309.4	114.9
309.5	119.1
309.5	120.9
309.5	121.5
309.5	123.3
309.7	122.1
309.9	119.1
310.2	116.7
310.3	116.1
310.4	116.7
310.4	120.3
310.5	122.1
310.6	119.7
310.8	119.1
310.8	122.1
310.8	123.3
310.9	125.7
311.2	128.2
311.3	128.2
311.7	123.9
311.8	121.5
311.9	117.9
311.9	116.7
311.9	114.9
311.9	114.9
311.9	114.9
312	114.3
312.1	116.7
312.2	118.5
312.3	119.1
312.5	122.1
312.6	125.1
312.6	127.6
312.6	129.4
312.7	131.2
312.7	133
312.8	135.4
312.8	135.4
312.9	136
313	131.2
313.2	128.2
313.3	125.1
313.4	120.9
313.4	119.1
313.5	117.9
313.6	119.1
313.7	123.3
313.7	125.7
313.8	128.8
314	130.6
314.2	129.4
314.2	126.4
314.2	125.7
314.2	125.1
314.3	120.9
314.4	119.7
314.4	117.9
314.4	116.1
314.5	116.1
314.6	116.7
314.7	119.7
314.7	119.7
314.8	119.1
315	117.3
315	113.1
314.9	111.3
315	111.9
315.2	116.1
315.2	119.1
315.3	119.1
315.3	119.1
315.4	121.5
315.5	123.9
315.7	125.1
315.8	122.7
316	119.7
316	119.1
316.1	116.1
316.1	113.7
316.1	113.1
316.2	110.1
316.3	110.7
316.3	114.9
316.4	114.9
316.7	117.3
316.7	117.9
316.9	117.9
317.1	117.3
317.3	114.9
317.5	113.1
317.5	115.5
317.6	119.1
317.8	122.7
317.9	121.5
318	117.3
318	115.5
318	113.1
318.1	110.7
318.1	110.1
318.3	110.1
318.5	108.3
318.6	104.7
318.6	103.4
318.6	101
318.6	100.4
318.7	95
318.7	93.8
318.7	93.8
318.8	95.6
318.8	96.8
318.8	99.8
319.1	104.7
319.2	105.9
319.3	110.1
319.3	110.7
319.4	111.3
319.5	107.7
319.6	104.1
319.8	100.4
319.9	99.8
319.9	98.6
319.9	97.4
319.9	94.4
319.9	94.4
320	93.2
320.2	96.8
320.4	99.2
320.5	99.8
320.5	96.8
320.5	95
320.6	93.8
320.6	91.4
320.7	90.8
320.7	89.6
320.8	87.8
321.2	83.6
321.3	83
321.4	83
321.4	85.4
321.4	93.2
321.4	95
321.5	97.4
321.6	99.2
321.6	102.8
321.6	104.1
321.6	105.3
321.7	107.7
321.7	109.5
321.8	109.5
322	107.1
322	106.5
322	107.1
322.1	108.3
322.2	110.1
322.2	112.5
322.4	114.3
322.5	116.7
322.6	117.9
322.6	118.5
322.6	119.1
322.7	120.9
322.8	120.9
322.8	117.3
322.8	114.3
322.9	113.7
322.9	113.1
323.1	112.5
323.2	110.1
323.3	107.1
323.4	104.1
323.4	103.4
323.5	102.2
323.6	100.4
323.6	100.4
323.7	99.2
323.7	99.2
323.7	97.4
323.9	95
323.9	94.4
324	93.8
324.2	91.4
324.4	90.2
324.4	89
324.6	88.4
324.5	92.6
324.7	92.6
324.8	90.8
325	90.2
325.1	90.2
325.3	90.2
325.4	88.4
325.5	87.2
325.5	85.4
325.5	84.2
325.5	83
25.2	62.5
25.2	61.9
25.4	61.3
25.6	61.3
25.8	61.9
26	61.9
26.1	61.3
26.2	58.9
26.3	58.3
26.6	60.1
26.8	60.7
27.1	57.6
27.3	55.8
27.4	51.6
27.4	51.6
27.5	51
27.7	52.8
28	52.8
28.1	51.6
28.2	51
28.4	51.6
28.6	54
28.9	57
29	58.9
29.3	60.7
29.4	61.3
29.5	63.1
29.6	63.7
29.8	64.3
29.8	64.9
29.9	66.1
30	66.1
30.1	66.1
30.2	65.5
30.3	63.1
30.3	63.1
30.6	62.5
30.6	63.1
30.7	63.1
30.8	64.9
31.1	66.7
31.1	66.7
31.2	68.5
31.3	72.1
31.3	72.7
31.4	75.1
31.5	76.9
31.6	78.1
31.8	78.7
31.8	78.7
31.9	78.1
32	76.9
32	76.3
32.1	76.3
32.1	76.3
32.1	74.5
32.2	73.3
32.2	73.3
32.3	76.3
32.4	75.7
32.5	73.9
32.5	73.3
32.6	72.1
32.6	71.5
32.8	70.3
33	68.5
33.1	71.5
33.1	72.1
33.3	75.1
33.3	77.5
33.4	77.5
33.4	79.3
33.4	82.4
33.5	84.2
33.6	83
33.7	81.2
33.8	79.9
33.9	80.5
34	81.8
34	82.4
34.1	83.6
34.1	86.6
34.1	87.2
34.3	90.2
34.4	93.2
34.4	93.2
34.4	93.8
34.5	92.6
34.7	90.8
34.8	89.6
35	87.8
35.1	87.2
35.3	84.8
35.4	84.8
35.4	84.8
35.5	85.4
35.6	87.8
35.7	89
35.8	90.2
35.9	90.2
36	90.2
36	89.6
36.1	89.6
36.1	88.4
36.2	87.8
36.3	89.6
36.4	90.2
36.4	90.8
36.5	92
36.5	92
36.6	90.2
36.7	89.6
36.8	87.8
36.8	86.6
36.9	84.2
37	85.4
37.2	87.8
37.3	89.6
37.4	91.4
37.5	92.6
37.6	91.4
37.7	90.2
37.7	90.2
37.8	89
37.8	87.8
37.9	87.2
37.9	86.6
38	86.6
38	87.8
38.1	88.4
38.3	87.2
38.4	84.8
38.6	83
38.7	83.6
38.7	87.2
38.8	89
38.9	87.8
39	87.2
39.1	87.2
39.2	86.6
39.3	86.6
39.4	86.6
39.5	86.6
39.5	87.2
39.5	89.6
39.5	92.6
39.5	93.2
39.6	94.4
39.7	92
39.7	91.4
39.8	90.2
39.9	87.8
40	87.8
40.2	90.8
40.3	92
40.5	92
40.7	92
40.9	92
41.1	91.4
41.1	90.8
41.2	90.2
41.4	89.6
41.4	89
41.5	89
41.5	89
41.6	87.8
41.7	86
41.7	86
41.8	86
41.9	89
41.9	86.6
42	86
42.1	84.2
42.1	84.2
42.2	84.8
42.3	85.4
42.4	85.4
42.6	84.2
42.6	84.2
42.6	84.2
42.7	84.2
42.8	83
42.9	84.2
42.9	87.2
43	89.6
43	90.2
43	92.6
43	92.6
43.1	93.2
43.2	93.8
43.3	92.6
43.4	91.4
43.5	90.2
43.5	88.4
43.6	88.4
43.7	88.4
43.8	88.4
43.9	88.4
44	86.6
44	86.6
44.2	88.4
44.3	88.4
44.3	86.6
44.4	84.8
44.5	83
44.7	83
44.8	82.4
44.9	83
44.9	87.2
44.9	87.8
45	89.6
45.2	88.4
45.2	86
45.2	85.4
45.4	84.8
45.5	84.8
45.5	85.4
45.7	86.6
45.8	86
45.9	84.8
45.9	84.2
46.1	81.8
46.2	81.8
46.4	83
46.5	84.8
46.5	86.6
46.7	86.6
46.7	86
46.8	86
46.9	86.6
46.9	86.6
46.9	86.6
47	90.2
47.1	92
47.1	92
47.2	94.4
47.3	95
47.3	95.6
47.3	95.6
47.3	93.8
47.3	90.8
47.3	88.4
47.3	86
