"Row","Depth","RES","RES Color","Top Names","Top Depth","Top Color"
"876","165.7","8.4","","","",""
"877","166.2","9.2","","","",""
"878","166.2","9.8","","","",""
"879","167","10.4","","","",""
"880","167.2","10.4","","","",""
"881","167.7","10.8","","","",""
"882","167.7","10.8","","","",""
"883","168.5","11.5","","","",""
"884","168.5","11.2","","","",""
"885","168.5","10.8","","","",""
"886","168.5","9.9","","","",""
"887","168.5","9.5","","","",""
"888","168.8","8.9","","","",""
"889","169","8.1","","","",""
"890","169","8.1","","","",""
"891","169.2","8.1","","","",""
"892","169.4","8.4","","","",""
"893","169.4","8.6","","","",""
"894","169.9","9.5","","","",""
"895","169.9","10.4","","","",""
"896","170.1","10.8","","","",""
"897","170.1","11.1","","","",""
"898","170.7","10.1","","","",""
"899","171","10.1","","","",""
"900","171.2","9.2","","","",""
"901","171.2","8.7","","","",""
"902","171.2","8.4","","","",""
"903","171.4","8.9","","","",""
"904","171.4","9.2","","","",""
"905","171.6","8.9","","","",""
"906","171.9","8.7","","","",""
"907","171.9","8.1","","","",""
"908","171.9","7.6","","","",""
"909","172.1","7.1","","","",""
"910","172.3","7.5","","","",""
"911","172.3","8.4","","","",""
"912","172.5","8.4","","","",""
"913","172.5","8.9","","","",""
"914","172.5","10.1","","","",""
"915","172.5","10.1","","","",""
"916","172.9","9.9","","","",""
"917","172.9","9.5","","","",""
"918","173.4","10.1","","","",""
"919","173.8","10.1","","","",""
"920","174.1","10.1","","","",""
"921","174.5","10.1","","","",""
"922","174.5","10.1","","","",""
"923","174.5","9.9","","","",""
"924","174.7","9.9","","","",""
"925","174.7","10.1","","","",""
"926","174.9","10.4","","","",""
"927","175.1","10.8","","","",""
"928","175.4","11.1","","","",""
"929","175.6","11.1","","","",""
"930","175.8","10.8","","","",""
"931","176","10.9","","","",""
"932","176.2","10.5","","","",""
"933","176.4","10.5","","","",""
"934","176.6","10.5","","","",""
"935","176.6","10.2","","","",""
"936","176.9","10.2","","","",""
"937","177.1","10.2","","","",""
"938","177.3","10.5","","","",""
"939","177.3","10.8","","","",""
"940","177.5","10.2","","","",""
"941","177.5","9.9","","","",""
"942","177.5","9.6","","","",""
"943","177.5","9.2","","","",""
"944","177.8","8.4","","","",""
"945","177.8","8.4","","","",""
"946","178.4","8.7","","","",""
"947","178.6","9.5","","","",""
"948","178.6","9.9","","","",""
"949","178.6","10.5","","","",""
"950","178.8","10.2","","","",""
"951","178.8","9","","","",""
"952","179.1","9","","","",""
"953","179.1","8.7","","","",""
"954","179.3","8.7","","","",""
"955","179.5","8.7","","","",""
"956","179.7","9.2","","","",""
"957","179.7","9.9","","","",""
"958","179.7","9.9","","","",""
"959","179.9","9.9","","","",""
"960","180.1","9.6","","","",""
"961","180.4","9","","","",""
"962","180.6","8.7","","","",""
"963","180.8","9.2","","","",""
"964","180.8","9.2","","","",""
"965","181","9.5","","","",""
"966","181","9.9","","","",""
"967","181.3","9","","","",""
"968","181.3","8.4","","","",""
"969","181.3","8.4","","","",""
"970","181.7","9.9","","","",""
"971","181.7","10.1","","","",""
"972","181.7","10.8","","","",""
"973","181.9","10.8","","","",""
"974","182.3","10.8","","","",""
"975","182.3","10.5","","","",""
"976","182.3","10.2","","","",""
"977","182.3","10.2","","","",""
"978","182.3","9.6","","","",""
"979","182.3","9.2","","","",""
"980","182.8","9","","","",""
"981","183","8.7","","","",""
"982","183.2","8.7","","","",""
"983","183.2","9.9","","","",""
"984","183.5","10.1","","","",""
"985","183.6","10.8","","","",""
"986","183.6","10.8","","","",""
"987","183.9","10.2","","","",""
"988","184.1","9.9","","","",""
"989","184.3","9.2","","","",""
"990","184.3","9.2","","","",""
"991","184.3","9","","","",""
"992","184.8","9","","","",""
"993","185","9","","","",""
"994","185","9","","","",""
"995","185","9","","","",""
"996","185.2","8.7","","","",""
"997","185.2","8.7","","","",""
"998","185.4","8.7","","","",""
"999","185.6","9.2","","","",""
"1000","185.8","9.9","","","",""
"1001","185.8","9.9","","","",""
"1002","186.1","9.9","","","",""
"1003","186.1","9","","","",""
"1004","186.3","9.5","","","",""
"1005","186.5","9.5","","","",""
"1006","186.7","9.9","","","",""
"1007","186.7","10.1","","","",""
"1008","186.7","10.1","","","",""
"1009","186.7","9.6","","","",""
"1010","186.7","9.2","","","",""
"1011","187.2","9.2","","","",""
"1012","187.2","10.5","","","",""
"1013","187.2","10.8","","","",""
"1014","187.4","11.5","","","",""
"1015","187.6","11.5","","","",""
"1016","187.6","11.5","","","",""
"1017","187.8","10.5","","","",""
"1018","187.8","10.2","","","",""
"1019","187.8","10.5","","","",""
"1020","188","11.2","","","",""
"1021","188.3","11.2","","","",""
"1022","188.5","11.5","","","",""
"1023","188.7","11.5","","","",""
"1024","188.9","10.9","","","",""
"1025","189.3","10.2","","","",""
"1026","189.6","9.2","","","",""
"1027","189.8","9.9","","","",""
"1028","189.8","10.5","","","",""
"1029","189.8","9.9","","","",""
"1030","190","9.6","","","",""
"1031","190.5","9.2","","","",""
"1032","190.7","9","","","",""
"1033","190.9","9","","","",""
"1034","191.1","9.9","","","",""
"1035","191.1","10.1","","","",""
"1036","191.4","10.5","","","",""
"1037","192","10.5","","","",""
"1038","192","10.5","","","",""
"1039","192.7","10.8","","","",""
"1040","192.7","11.5","","","",""
"1041","192.7","11.5","","","",""
"1042","192.9","10.5","","","",""
"1043","193.1","9.9","","","",""
"1044","193.7","9.9","","","",""
"1045","194.2","9.9","","","",""
"1046","194.4","10.1","","","",""
"1047","194.4","11.2","","","",""
"1048","194.9","11.2","","","",""
"1049","194.9","10.5","","","",""
"1050","194.9","9.6","","","",""
"1051","195","10.1","","","",""
"1052","195.5","10.8","","","",""
"1053","195.5","11.2","","","",""
"1054","195.5","11.5","","","",""
"1055","195.7","11.5","","","",""
"1056","195.9","11.2","","","",""
"1057","196.2","10.2","","","",""
"1058","196.2","9.9","","","",""
"1059","196.2","10.8","","","",""
"1060","196.4","10.8","","","",""
"1061","196.4","10.2","","","",""
"1062","196.4","9.9","","","",""
"1063","196.6","9.9","","","",""
"1064","196.6","10.1","","","",""
"1065","196.8","10.5","","","",""
"1066","196.8","10.5","","","",""
"1067","196.8","10.8","","","",""
"1068","197.1","11.2","","","",""
"1069","197.1","12","","","",""
"1070","197.1","12.3","","","",""
"1071","197.2","12.3","","","",""
"1072","197.2","12.8","","","",""
"1073","197.5","13.1","","","",""
"1074","197.7","13.1","","","",""
"1075","197.7","12","","","",""
"1076","197.7","10.9","","","",""
"1077","197.9","9.9","","","",""
"1078","197.9","9.2","","","",""
"1079","197.9","9","","","",""
"1080","197.9","8.7","","","",""
"1081","197.9","9.2","","","",""
"1082","198.1","9.5","","","",""
"1083","198.1","9.9","","","",""
"1084","198.6","10.1","","","",""
"1085","198.6","9.9","","","",""
"1086","198.6","10.1","","","",""
"1087","198.8","10.8","","","",""
"1088","198.8","10.8","","","",""
"1089","199","10.8","","","",""
"1090","199","11.2","","","",""
"1091","199.2","11.2","","","",""
"1092","199.2","10.9","","","",""
"1093","199.4","9.9","","","",""
"1094","199.7","9.9","","","",""
"1095","199.7","9.9","","","",""
"1096","199.9","9.9","","","",""
"1097","199.9","9.9","","","",""
"1098","200.1","9.9","","","",""
"1099","200.6","9.6","","","",""
"1100","200.6","9.6","","","",""
"1101","200.6","9.6","","","",""
"1102","200.6","9.6","","","",""
"1103","200.6","9.2","","","",""
"1104","200.6","9.2","","","",""
"1105","200.6","9.2","","","",""
"1106","200.6","9","","","",""
"1107","201.1","9.2","","","",""
"1108","201.1","10.8","","","",""
"1109","201.1","11.5","","","",""
"1110","201.1","10.2","","","",""
"1111","201.5","9.2","","","",""
"1112","201.7","8.7","","","",""
"1113","201.9","8.1","","","",""
"1114","201.9","9.2","","","",""
"1115","201.9","9.9","","","",""
"1116","202.1","10.8","","","",""
"1117","202.4","11.5","","","",""
"1118","202.4","12","","","",""
"1119","202.4","11.2","","","",""
"1120","202.6","10.2","","","",""
"1121","202.6","9.9","","","",""
"1122","202.8","9.2","","","",""
"1123","202.8","9","","","",""
"1124","202.8","8.7","","","",""
"1125","203","7.4","","","",""
"1126","203.3","8.1","","","",""
"1127","203.3","8.9","","","",""
"1128","203.4","9.5","","","",""
"1129","203.4","9.5","","","",""
"1130","203.7","9.5","","","",""
"1131","203.9","9.2","","","",""
"1132","203.9","8.7","","","",""
"1133","203.9","8.4","","","",""
"1134","204.3","9.5","","","",""
"1135","204.3","9.9","","","",""
"1136","204.3","9.9","","","",""
"1137","204.8","9.2","","","",""
"1138","204.8","8.7","","","",""
"1139","204.8","8.1","","","",""
"1140","205","7.9","","","",""
"1141","205.4","8.7","","","",""
"1142","205.4","8.9","","","",""
"1143","205.4","9.9","","","",""
"1144","205.4","9.9","","","",""
"1145","205.4","10.1","","","",""
"1146","205.6","10.1","","","",""
"1147","205.6","9.6","","","",""
"1148","205.6","9.2","","","",""
"1149","205.9","8.4","","","",""
"1150","205.9","7.9","","","",""
"1151","206.3","7.9","","","",""
"1152","206.3","8.1","","","",""
"1153","206.3","8.4","","","",""
"1154","206.5","8.9","","","",""
"1155","206.5","9.2","","","",""
"1156","206.9","9.5","","","",""
"1157","207.2","9.5","","","",""
"1158","207.2","10.5","","","",""
"1159","207.6","10.5","","","",""
"1160","207.6","9.9","","","",""
"1161","207.6","9","","","",""
"1162","207.6","8.7","","","",""
"1163","207.8","7.9","","","",""
"1164","208.1","6.5","","","",""
"1165","208.1","6.3","","","",""
"1166","208.1","6.9","","","",""
"1167","208.1","7.1","","","",""
"1168","208.3","7.8","","","",""
"1169","208.3","8.1","","","",""
"1170","208.5","8.1","","","",""
"1171","208.5","8.7","","","",""
"1172","208.5","8.7","","","",""
"1173","208.7","9.2","","","",""
"1174","209","9.5","","","",""
"1175","209.1","9.5","","","",""
"1176","209.4","8.4","","","",""
"1177","209.4","7.6","","","",""
"1178","209.6","7.1","","","",""
"1179","210","7.8","","","",""
"1180","210","8.7","","","",""
"1181","210","9.2","","","",""
"1182","210.3","9.2","","","",""
"1183","210.5","9.2","","","",""
"1184","210.7","9.2","","","",""
"1185","210.7","9","","","",""
"1186","210.9","8.1","","","",""
"1187","211.3","8.1","","","",""
"1188","211.3","7.9","","","",""
"1189","211.6","8.7","","","",""
"1190","211.6","8.7","","","",""
"1191","212","8.9","","","",""
"1192","212.2","8.9","","","",""
"1193","212.5","8.1","","","",""
"1194","212.9","8.4","","","",""
"1195","213.1","8.9","","","",""
"1196","213.1","9.5","","","",""
"1197","213.5","9.5","","","",""
"1198","213.5","7.9","","","",""
"1199","213.5","7.6","","","",""
"1200","213.8","7.4","","","",""
"1201","213.8","7.8","","","",""
"1202","214","8.7","","","",""
"1203","214","8.7","","","",""
"1204","214.2","8.9","","","",""
"1205","214.4","9.2","","","",""
"1206","214.4","9.2","","","",""
"1207","214.7","9","","","",""
"1208","214.7","8.7","","","",""
"1209","214.8","8.7","","","",""
"1210","215.1","8.7","","","",""
"1211","215.3","8.9","","","",""
"1212","215.3","9.9","","","",""
"1213","216.2","10.5","","","",""
"1214","216.6","11.2","","","",""
"1215","216.6","11.5","","","",""
"1216","216.6","10.9","","","",""
"1217","216.6","10.2","","","",""
"1218","216.6","9.9","","","",""
"1219","216.9","9.2","","","",""
"1220","217","9","","","",""
"1221","217.3","9.9","","","",""
"1222","217.3","10.1","","","",""
"1223","217.3","10.5","","","",""
"1224","217.5","10.8","","","",""
"1225","217.7","10.8","","","",""
"1226","217.9","10.5","","","",""
"1227","218.2","10.2","","","",""
"1228","218.6","9.6","","","",""
"1229","218.8","9.2","","","",""
"1230","218.8","9","","","",""
"1231","218.8","8.7","","","",""
"1232","219","8.7","","","",""
"1233","219.5","8.1","","","",""
"1234","219.5","9.5","","","",""
"1235","219.5","10.5","","","",""
"1236","219.7","10.5","","","",""
"1237","220.1","8.4","","","",""
"1238","220.1","7.9","","","",""
"1239","220.4","7.9","","","",""
"1240","220.4","8.9","","","",""
"1241","220.4","9.5","","","",""
"1242","220.8","9.9","","","",""
"1243","220.8","10.5","","","",""
"1244","221","10.8","","","",""
"1245","221.4","10.8","","","",""
"1246","221.7","9.9","","","",""
"1247","221.7","9.6","","","",""
"1248","221.7","9.6","","","",""
"1249","221.7","10.1","","","",""
"1250","221.9","10.5","","","",""
"1251","222.1","10.5","","","",""
"1252","222.3","10.2","","","",""
"1253","222.3","9.6","","","",""
"1254","222.3","9","","","",""
"1255","223","9","","","",""
"1256","223","9.5","","","",""
"1257","223","9.9","","","",""
"1258","223.4","10.5","","","",""
"1259","223.4","10.5","","","",""
"1260","223.6","9.9","","","",""
"1261","224.1","9.6","","","",""
"1262","224.1","9","","","",""
"1263","224.3","9","","","",""
"1264","224.5","9","","","",""
"1265","224.5","9","","","",""
"1266","224.7","9","","","",""
"1267","224.9","9","","","",""
"1268","225.2","9.2","","","",""
"1269","225.4","9.5","","","",""
"1270","225.4","9.5","","","",""
"1271","225.6","9.5","","","",""
"1272","225.6","9.5","","","",""
"1273","225.6","9.5","","","",""
"1274","225.1","10.1","","","",""
"1275","225.6","9.9","","","",""
"1276","225.8","9.9","","","",""
"1277","226","9.9","","","",""
"1278","226.4","10.1","","","",""
"1279","226.7","11.1","","","",""
"1280","226.7","11.5","","","",""
"1281","226.7","11.2","","","",""
"1282","226.7","10.1","","","",""
"1283","227.1","10.1","","","",""
"1284","227.3","9.9","","","",""
"1285","227.6","9.9","","","",""
"1286","227.8","9.5","","","",""
"1287","228","9.5","","","",""
"1288","228","8.9","","","",""
"1289","228","8.7","","","",""
"1290","228.2","8.1","","","",""
"1291","228.2","8.6","","","",""
"1292","228.2","8.9","","","",""
"1293","228.2","9.8","","","",""
"1294","228.6","10.8","","","",""
"1295","228.6","11.1","","","",""
"1296","228.9","10.5","","","",""
"1297","229.1","10.5","","","",""
"1298","229.1","9.9","","","",""
"1299","229.5","10.8","","","",""
"1300","229.5","10.8","","","",""
"1301","229.8","9.9","","","",""
"1302","229.8","9.2","","","",""
"1303","229.9","10.4","","","",""
"1304","230.2","11.5","","","",""
"1305","230.2","11.5","","","",""
"1306","230.4","9.5","","","",""
"1307","230.4","9.2","","","",""
"1308","230.6","8.7","","","",""
"1309","230.6","7.8","","","",""
"1310","231.1","7.1","","","",""
"1311","231.1","7.8","","","",""
"1312","231.3","8.6","","","",""
"1313","231.5","9.5","","","",""
"1314","231.5","11.1","","","",""
"1315","231.5","11.5","","","",""
"1316","231.9","11.5","","","",""
"1317","231.9","10.8","","","",""
"1318","231.9","11.1","","","",""
"1319","232.1","10.8","","","",""
"1320","232.1","10.8","","","",""
"1321","232.4","11.1","","","",""
"1322","232.6","10.1","","","",""
"1323","232.6","9.9","","","",""
"1324","232.8","10.4","","","",""
"1325","232.8","10.8","","","",""
"1326","232.8","11.1","","","",""
"1327","233.3","11.1","","","",""
"1328","233.3","10.8","","","",""
"1329","233.5","9.9","","","",""
"1330","233.5","10.8","","","",""
"1331","233.7","11.1","","","",""
"1332","233.7","10.8","","","",""
"1333","233.9","10.5","","","",""
"1334","233.9","9.9","","","",""
"1335","234.1","10.1","","","",""
"1336","234.1","10.1","","","",""
"1337","234.1","10.4","","","",""
"1338","234.1","11.1","","","",""
"1339","234.3","11.5","","","",""
"1340","234.6","11.5","","","",""
"1341","234.8","10.8","","","",""
"1342","235","9.9","","","",""
"1343","235","9.2","","","",""
"1344","235.2","8.9","","","",""
"1345","235.2","10.8","","","",""
"1346","235.5","11.1","","","",""
"1347","235.5","11.5","","","",""
"1348","235.6","11.2","","","",""
"1349","235.6","10.8","","","",""
"1350","235.6","10.1","","","",""
"1351","235.6","9.5","","","",""
"1352","235.9","10.4","","","",""
"1353","235.9","10.8","","","",""
"1354","236.1","10.8","","","",""
"1355","236.3","10.8","","","",""
"1356","236.5","10.5","","","",""
"1357","236.8","9.9","","","",""
"1358","237","9.2","","","",""
"1359","237.2","9.5","","","",""
"1360","237.4","10.1","","","",""
"1361","237.4","10.4","","","",""
"1362","237.4","9.2","","","",""
"1363","237.7","9.8","","","",""
"1364","237.7","9.8","","","",""
"1365","237.7","10.1","","","",""
"1366","237.7","10.4","","","",""
"1367","237.8","10.4","","","",""
"1368","238.1","9.5","","","",""
"1369","238.3","9.5","","","",""
"1370","238.3","8.9","","","",""
"1371","238.5","8.7","","","",""
"1372","238.7","8.1","","","",""
"1373","238.7","8.1","","","",""
"1374","238.7","8.4","","","",""
"1375","239","8.6","","","",""
"1376","239","9.2","","","",""
"1377","239.6","9.5","","","",""
"1378","239.6","9.8","","","",""
"1379","239.6","9.8","","","",""
"1380","239.6","10.1","","","",""
"1381","239.8","10.1","","","",""
"1382","240","9.5","","","",""
"1383","240","8.7","","","",""
"1384","240","8.4","","","",""
"1385","240.3","8.4","","","",""
"1386","240.5","8.9","","","",""
"1387","240.5","9.2","","","",""
"1388","240.5","9.2","","","",""
"1389","240.7","9.5","","","",""
"1390","240.9","9.5","","","",""
"1391","241.2","9.5","","","",""
"1392","241.2","9.5","","","",""
"1393","241.4","8.7","","","",""
"1394","241.4","8.1","","","",""
"1395","241.6","7.6","","","",""
"1396","242","8.1","","","",""
"1397","242.2","8.6","","","",""
"1398","242.2","9.2","","","",""
"1399","242.5","9.5","","","",""
"1400","242.5","9.5","","","",""
"1401","242.7","9.2","","","",""
"1402","242.7","9.2","","","",""
"1403","242.7","10.1","","","",""
"1404","243.4","10.8","","","",""
"1405","243.4","10.8","","","",""
"1406","243.5","10.5","","","",""
"1407","243.8","9.9","","","",""
"1408","244","10.1","","","",""
"1409","244.2","10.4","","","",""
"1410","244.4","10.8","","","",""
"1411","244.7","10.8","","","",""
"1412","244.7","10.8","","","",""
"1413","244.9","10.8","","","",""
"1414","244.9","10.8","","","",""
"1415","245.5","11.1","","","",""
"1416","245.5","10.5","","","",""
"1417","245.7","9.9","","","",""
"1418","245.7","9.5","","","",""
"1419","245.7","9.5","","","",""
"1420","245.7","9.5","","","",""
"1421","246","9.8","","","",""
"1422","246.6","10.1","","","",""
"1423","246.9","9.5","","","",""
"1424","246.9","9.5","","","",""
"1425","246.9","9.5","","","",""
"1426","246.7","9.2","","","",""
"1427","246.7","9.8","","","",""
"1428","246.2","9.5","","","",""
"1429","246.9","9.5","","","",""
"1430","247.1","9.5","","","",""
"1431","247.3","8.9","","","",""
"1432","247.9","8.4","","","",""
"1433","248.2","8.1","","","",""
"1434","248.4","7.6","","","",""
"1435","248.4","7.3","","","",""
"1436","248.4","7.3","","","",""
"1437","248.6","7.5","","","",""
"1438","248.8","7.8","","","",""
"1439","249.1","7.8","","","",""
"1440","249.1","8.1","","","",""
"1441","249.2","8.4","","","",""
"1442","249.5","8.6","","","",""
"1443","249.9","9.5","","","",""
"1444","249.9","9.5","","","",""
"1445","249.9","10.1","","","",""
"1446","249.9","9.5","","","",""
"1447","249.9","9.2","","","",""
"1448","249.9","8.9","","","",""
"1449","249.9","8.7","","","",""
"1450","250.1","8.7","","","",""
"1451","250.4","8.7","","","",""
"1452","250.4","8.7","","","",""
"1453","250.6","8.7","","","",""
"1454","250.2","8.1","","","",""
"1455","250.2","8.3","","","",""
"1456","250.6","8.8","","","",""
"1457","250.6","10","","","",""
"1458","251.1","9.2","","","",""
"1459","251.3","9.2","","","",""
"1460","251.7","9.8","","","",""
"1461","251.7","9.8","","","",""
"1462","251.9","8.6","","","",""
"1463","251.9","8.6","","","",""
"1464","252.4","9.4","","","",""
"1465","252.4","9.4","","","",""
"1466","252.6","8.4","","","",""
"1467","252.6","7.5","","","",""
"1468","252.6","7.1","","","",""
"1469","252.6","6.9","","","",""
"1470","252.6","6.5","","","",""
"1471","252.6","6","","","",""
"1472","252.6","5.7","","","",""
"1473","252.6","5.5","","","",""
"1474","252.8","5.5","","","",""
"1475","253.1","5.6","","","",""
"1476","253.1","6.2","","","",""
"1477","253.1","6.6","","","",""
"1478","253.1","7.3","","","",""
"1479","253.1","8.1","","","",""
"1480","253.1","8.6","","","",""
"1481","253.1","8.8","","","",""
"1482","253.3","9.8","","","",""
"1483","253.3","10.4","","","",""
"1484","253.5","10.4","","","",""
"1485","253.5","10.4","","","",""
"1486","253.7","10.4","","","",""
"1487","253.7","10.4","","","",""
"1488","253.7","11.1","","","",""
"1489","253.7","12.7","","","",""
"1490","253.7","13.5","","","",""
"1491","253.7","14.4","","","",""
"1492","254.1","15.8","","","",""
"1493","254.1","16.8","","","",""
"1494","254.1","18.6","","","",""
"1495","254.1","20.4","","","",""
"1496","254.1","21.2","","","",""
"1497","254.1","22.6","","","",""
"1498","254.1","24.1","","","",""
"1499","254.4","26.5","","","",""
"1500","254.4","28.2","","","",""
"1501","254.4","30.1","","","",""
"1502","254.4","30.1","","","",""
"1503","254.4","31.2","","","",""
"1504","254.4","32.1","","","",""
"1505","254.4","33.3","","","",""
"1506","254.4","35.5","","","",""
"1507","254.4","37.9","","","",""
"1508","254.8","43.1","","","",""
"1509","254.8","42","","","",""
"1510","255","33.3","","","",""
"1511","255","28.5","","","",""
"1512","255","24.1","","","",""
"1513","255","22.6","","","",""
"1514","255","19.9","","","",""
"1515","255","18.6","","","",""
"1516","255","18.1","","","",""
"1517","255","15.4","","","",""
"1518","255","14.4","","","",""
"1519","255","13.5","","","",""
"1520","255","12.7","","","",""
"1521","255","11.9","","","",""
"1522","255","11.5","","","",""
"1523","255","10.8","","","",""
"1524","255","10.1","","","",""
"1525","255","10.1","","","",""
"1526","255","9.5","","","",""
"1527","255","9.2","","","",""
"1528","255","9.2","","","",""
"1529","255.4","8.9","","","",""
"1530","255.7","9.2","","","",""
"1531","255.9","9.4","","","",""
"1532","256.1","9.4","","","",""
"1533","256.1","9.4","","","",""
"1534","256.3","9.8","","","",""
"1535","256.3","9.5","","","",""
"1536","256.6","8.6","","","",""
"1537","256.8","8.6","","","",""
"1538","257.2","8.4","","","",""
"1539","257.2","8.8","","","",""
"1540","257.2","9.4","","","",""
"1541","257.5","10","","","",""
"1542","257.5","10.7","","","",""
"1543","257.6","11.1","","","",""
"1544","257.9","11.4","","","",""
"1545","258.5","12.2","","","",""
"1546","258.8","12.2","","","",""
"1547","258.8","11.9","","","",""
"1548","259","10.8","","","",""
"1549","259","10.8","","","",""
"1550","259","10.1","","","",""
"1551","259.4","10.1","","","",""
"1552","259.6","10.1","","","",""
"1553","259.8","9.8","","","",""
"1554","259.8","9.8","","","",""
"1555","260.1","9.8","","","",""
"1556","260.3","10.4","","","",""
"1557","260.3","11.1","","","",""
"1558","260.3","11.1","","","",""
"1559","260.7","10.4","","","",""
"1560","261.4","10.7","","","",""
"1561","261.4","11.1","","","",""
"1562","262","10.4","","","",""
"1563","262","9.8","","","",""
"1564","262","8.9","","","",""
"1565","262.5","8.4","","","",""
"1566","262.7","8.4","","","",""
"1567","262.7","9.2","","","",""
"1568","262.7","9.8","","","",""
"1569","262.7","10","","","",""
"1570","262.7","10.4","","","",""
"1571","263.6","9.5","","","",""
"1572","263.6","9.2","","","",""
"1573","263.8","9.4","","","",""
"1574","264","9.8","","","",""
"1575","264.2","9.8","","","",""
"1576","264.7","10","","","",""
"1577","264.9","10","","","",""
"1578","264.9","9.5","","","",""
"1579","265.1","9.2","","","",""
"1580","265.1","8.9","","","",""
"1581","265.1","8.6","","","",""
"1582","265.3","8.6","","","",""
"1583","265.3","8.4","","","",""
"1584","265.3","7.5","","","",""
"1585","265.3","7.5","","","",""
"1586","265.8","8.3","","","",""
"1587","265.8","8.8","","","",""
"1588","265.8","9.4","","","",""
"1589","266","9.8","","","",""
"1590","266.4","10","","","",""
"1591","266.4","9.5","","","",""
"1592","266.9","9.8","","","",""
"1593","266.9","10","","","",""
"1594","267.1","10.4","","","",""
"1595","267.5","9.8","","","",""
"1596","267.7","9.2","","","",""
"1597","267.7","10","","","",""
"1598","267.7","11.1","","","",""
"1599","268","11.4","","","",""
"1600","268.2","10.8","","","",""
"1601","268.2","10.8","","","",""
"1602","268.4","10.1","","","",""
"1603","268.4","9.8","","","",""
"1604","268.6","9.5","","","",""
"1605","268.9","8.6","","","",""
"1606","269","8.4","","","",""
"1607","269","8.6","","","",""
"1608","269.3","9.8","","","",""
"1609","269.3","10","","","",""
"1610","269.3","10","","","",""
"1611","269.3","9.5","","","",""
"1612","269.3","9.2","","","",""
"1613","269.5","9.2","","","",""
"1614","269.9","9.8","","","",""
"1615","269.9","10","","","",""
"1616","270.2","10.7","","","",""
"1617","270.4","12.2","","","",""
"1618","270.4","13.5","","","",""
"1619","270.4","13.9","","","",""
"1620","270.6","12.7","","","",""
"1621","270.6","11.9","","","",""
"1622","270.6","10.8","","","",""
"1623","270.6","9.5","","","",""
"1624","270.8","8.4","","","",""
"1625","270.8","8.1","","","",""
"1626","271.2","7.5","","","",""
"1627","271.5","8.3","","","",""
"1628","271.9","8.8","","","",""
"1629","272.1","9.4","","","",""
"1630","272.4","9.8","","","",""
"1631","272.6","9.8","","","",""
"1632","272.6","9.2","","","",""
"1633","272.6","9.8","","","",""
"1634","272.8","10.7","","","",""
"1635","272.8","10.7","","","",""
"1636","272.8","10.4","","","",""
"1637","272.8","10.1","","","",""
"1638","272.8","9.8","","","",""
"1639","272.8","9.8","","","",""
"1640","273.2","8.9","","","",""
"1641","273.4","8.6","","","",""
"1642","273.7","8.8","","","",""
"1643","273.7","9.8","","","",""
"1644","273.7","10","","","",""
"1645","273.9","10","","","",""
"1646","273.9","10","","","",""
"1647","274.3","9.8","","","",""
"1648","274.6","9.5","","","",""
"1649","274.7","9.2","","","",""
"1650","274.7","8.9","","","",""
"1651","274.7","8.6","","","",""
"1652","275","9.2","","","",""
"1653","275","8.9","","","",""
"1654","275.8","8.9","","","",""
"1655","275.8","9.8","","","",""
"1656","276.1","9.5","","","",""
"1657","276.2","9.5","","","",""
"1658","276.5","9.5","","","",""
"1659","276.5","11.1","","","",""
"1660","276.5","12.2","","","",""
"1661","276.7","13","","","",""
"1662","276.7","13.5","","","",""
"1663","276.9","13.5","","","",""
"1664","277.1","13.5","","","",""
"1665","277.1","13.1","","","",""
"1666","277.4","11.5","","","",""
"1667","277.4","11.5","","","",""
"1668","277.6","10.8","","","",""
"1669","277.6","10.1","","","",""
"1670","277.6","9.5","","","",""
"1671","277.8","8.6","","","",""
"1672","277.8","8.8","","","",""
"1673","277.8","9.2","","","",""
"1674","278","9.4","","","",""
"1675","278","9.8","","","",""
"1676","278.7","9.8","","","",""
"1677","278.7","9.5","","","",""
"1678","279.1","8.1","","","",""
"1679","279.1","8.1","","","",""
"1680","279.1","8.3","","","",""
"1681","279.1","8.8","","","",""
"1682","279.3","9.2","","","",""
"1683","279.3","9.4","","","",""
"1684","279.6","9.8","","","",""
"1685","279.8","10","","","",""
"1686","280","9.8","","","",""
"1687","280","9.2","","","",""
"1688","280","8.9","","","",""
"1689","280","8.9","","","",""
"1690","280.2","8.9","","","",""
"1691","280.4","8.9","","","",""
"1692","280.4","9.2","","","",""
"1693","280.6","9.4","","","",""
"1694","280.6","8.9","","","",""
"1695","280.6","8.9","","","",""
"1696","280.9","8.9","","","",""
"1697","281.1","8.9","","","",""
"1698","281.1","9.2","","","",""
"1699","281.1","9.4","","","",""
"1700","281.1","9.8","","","",""
"1701","281.1","9.8","","","",""
"1702","281.3","9.8","","","",""
"1703","281.8","9.8","","","",""
"1704","281.8","8.9","","","",""
"1705","281.9","8.4","","","",""
"1706","282.2","8.8","","","",""
"1707","282.4","9.4","","","",""
"1708","282.4","9.8","","","",""
"1709","282.4","9.5","","","",""
"1710","282.8","9.5","","","",""
"1711","282.8","9.5","","","",""
"1712","282.8","9.5","","","",""
"1713","283.1","9.8","","","",""
"1714","283.3","9.8","","","",""
"1715","283.5","9.8","","","",""
"1716","283.7","9.2","","","",""
"1717","284","8.9","","","",""
"1718","284.1","8.9","","","",""
"1719","284.1","9.2","","","",""
"1720","284.4","9.2","","","",""
