"Row","Depth","RES","RES Color","Top Names","Top Depth","Top Color"
"1721","284.8","8.9","","","",""
"1722","284.8","9.8","","","",""
"1723","285.3","9.8","","","",""
"1724","285.3","9.8","","","",""
"1725","285.3","10.4","","","",""
"1726","285.5","10.4","","","",""
"1727","285.5","9.8","","","",""
"1728","285.5","9.5","","","",""
"1729","285.7","9.5","","","",""
"1730","286.1","9.5","","","",""
"1731","286.6","10","","","",""
"1732","287","9.8","","","",""
"1733","287.2","8.1","","","",""
"1734","287.5","8.1","","","",""
"1735","287.5","8.3","","","",""
"1736","287.7","8.8","","","",""
"1737","287.9","9.2","","","",""
"1738","287.9","8.9","","","",""
"1739","288.1","8.9","","","",""
"1740","288.1","9.8","","","",""
"1741","288.3","10","","","",""
"1742","288.5","10","","","",""
"1743","288.8","10","","","",""
"1744","289","9.8","","","",""
"1745","289","9.2","","","",""
"1746","289.2","8.9","","","",""
"1747","289.8","8.9","","","",""
"1748","290.1","9.4","","","",""
"1749","290.3","8.6","","","",""
"1750","290.3","8.4","","","",""
"1751","290.3","8.8","","","",""
"1752","290.5","9.4","","","",""
"1753","290.7","9.8","","","",""
"1754","291.2","10.4","","","",""
"1755","291.2","9.5","","","",""
"1756","291.2","9.2","","","",""
"1757","291","8.6","","","",""
"1758","291.2","9.8","","","",""
"1759","291.4","10.1","","","",""
"1760","291.6","9.8","","","",""
"1761","291.9","9.5","","","",""
"1762","292.3","8.9","","","",""
"1763","292.5","8.9","","","",""
"1764","292.7","9.4","","","",""
"1765","292.7","9.8","","","",""
"1766","292.9","9.2","","","",""
"1767","292.9","9.2","","","",""
"1768","293.2","8.9","","","",""
"1769","293.4","8.9","","","",""
"1770","293.4","8.1","","","",""
"1771","293.6","7.8","","","",""
"1772","293.8","8.3","","","",""
"1773","294","9.4","","","",""
"1774","294.2","9.8","","","",""
"1775","294.5","10","","","",""
"1776","294.7","9.5","","","",""
"1777","294.9","9.2","","","",""
"1778","294.9","9.4","","","",""
"1779","294.9","10","","","",""
"1780","295.1","9.8","","","",""
"1781","295.1","9.5","","","",""
"1782","295.4","9.2","","","",""
"1783","295.5","9.2","","","",""
"1784","295.8","9.8","","","",""
"1785","296","10","","","",""
"1786","296.4","9.8","","","",""
"1787","296.4","9.5","","","",""
"1788","296.7","9.2","","","",""
"1789","296.9","9.8","","","",""
"1790","296.9","10","","","",""
"1791","296.9","10","","","",""
"1792","297.1","9.5","","","",""
"1793","297.3","8.9","","","",""
"1794","297.3","8.6","","","",""
"1795","297.3","8.4","","","",""
"1796","297.6","8.4","","","",""
"1797","297.7","8.6","","","",""
"1798","298.2","9.4","","","",""
"1799","298.4","9.4","","","",""
"1800","298.6","9.2","","","",""
"1801","298.6","9.8","","","",""
"1802","298.6","9.8","","","",""
"1803","298.6","10","","","",""
"1804","298.6","9.8","","","",""
"1805","298.9","9.8","","","",""
"1806","298.9","9.8","","","",""
"1807","298.9","10","","","",""
"1808","299.1","10.4","","","",""
"1809","299.3","11.1","","","",""
"1810","299.5","11.4","","","",""
"1811","299.7","11.4","","","",""
"1812","299.7","11.4","","","",""
"1813","299.9","11.1","","","",""
"1814","300.2","10.8","","","",""
"1815","300.2","10.4","","","",""
"1816","300.2","10.1","","","",""
"1817","300.2","9.8","","","",""
"1818","300.2","9.2","","","",""
"1819","300.2","8.9","","","",""
"1820","300.2","8.6","","","",""
"1821","300.2","8.4","","","",""
"1822","300.2","8.1","","","",""
"1823","300.2","8.1","","","",""
"1824","300.4","7.8","","","",""
"1825","300.5","7.8","","","",""
"1826","300.7","8","","","",""
"1827","301.1","8.5","","","",""
"1828","301.1","9.1","","","",""
"1829","301.3","10","","","",""
"1830","301.7","10.3","","","",""
"1831","302","10.7","","","",""
"1832","302.2","9.8","","","",""
"1833","302.4","9.7","","","",""
"1834","302.9","10.7","","","",""
"1835","303.1","10.7","","","",""
"1836","303.1","11.4","","","",""
"1837","303.1","10.7","","","",""
"1838","303.1","10","","","",""
"1839","303.3","9.8","","","",""
"1840","303.5","9.4","","","",""
"1841","303.8","9.7","","","",""
"1842","303.8","10","","","",""
"1843","303.8","10.7","","","",""
"1844","303.8","10.7","","","",""
"1845","303.9","10","","","",""
"1846","303.9","9.8","","","",""
"1847","304.2","9.8","","","",""
"1848","304.4","10.3","","","",""
"1849","304.4","10.7","","","",""
"1850","304.6","10","","","",""
"1851","304.6","9.8","","","",""
"1852","304.8","9.8","","","",""
"1853","305.1","9.4","","","",""
"1854","305.1","9.2","","","",""
"1855","305.1","9.4","","","",""
"1856","305.1","9.7","","","",""
"1857","305.3","10.3","","","",""
"1858","305.7","10.3","","","",""
"1859","305.7","10.3","","","",""
"1860","305.7","9.2","","","",""
"1861","305.9","8.6","","","",""
"1862","305.9","8.3","","","",""
"1863","306.1","8.1","","","",""
"1864","306.1","8.8","","","",""
"1865","306.1","9.1","","","",""
"1866","306.4","9.7","","","",""
"1867","306.6","10","","","",""
"1868","306.6","10","","","",""
"1869","306.8","9.8","","","",""
"1870","306.8","9.8","","","",""
"1871","307.3","9.8","","","",""
"1872","307.3","9.8","","","",""
"1873","307.5","9.8","","","",""
"1874","307.7","10","","","",""
"1875","307.9","10.3","","","",""
"1876","308.1","10.3","","","",""
"1877","308.3","10","","","",""
"1878","308.3","9.8","","","",""
"1879","308.3","9.4","","","",""
"1880","308.3","9.2","","","",""
"1881","308.6","9.4","","","",""
"1882","308.6","9.7","","","",""
"1883","309","9.7","","","",""
"1884","309.2","9.4","","","",""
"1885","309.2","9.2","","","",""
"1886","309.5","8.6","","","",""
"1887","310.1","8.5","","","",""
"1888","310.3","9.1","","","",""
"1889","310.3","9.1","","","",""
"1890","310.8","9.7","","","",""
"1891","311.4","10","","","",""
"1892","311.4","10","","","",""
"1893","311.4","10.7","","","",""
"1894","311.4","10.7","","","",""
"1895","311.4","10","","","",""
"1896","311.7","10","","","",""
"1897","311.8","10.3","","","",""
"1898","312.1","11.4","","","",""
"1899","312.1","11.4","","","",""
"1900","312.3","11.4","","","",""
"1901","312.3","11.4","","","",""
"1902","312.3","11.1","","","",""
"1903","312.7","10.4","","","",""
"1904","312.7","10","","","",""
"1905","312.7","9.2","","","",""
"1906","313","8.8","","","",""
"1907","313.4","10","","","",""
"1908","313.4","10.3","","","",""
"1909","313.4","10.7","","","",""
"1910","313.4","10","","","",""
"1911","313.4","9.8","","","",""
"1912","313.4","9.8","","","",""
"1913","313.6","10.3","","","",""
"1914","313.8","10","","","",""
"1915","314","9.4","","","",""
"1916","314.3","9.4","","","",""
"1917","314.5","9.7","","","",""
"1918","314.5","10.3","","","",""
"1919","314.5","10.7","","","",""
"1920","314.7","11","","","",""
"1921","315.6","11","","","",""
"1922","315.6","11.4","","","",""
"1923","315.8","10.4","","","",""
"1924","315.8","9.8","","","",""
"1925","315.8","8.8","","","",""
"1926","316","8.6","","","",""
"1927","316.2","8.8","","","",""
"1928","316.5","9.1","","","",""
"1929","316.5","9.4","","","",""
"1930","316.7","10.3","","","",""
"1931","316.9","10.3","","","",""
"1932","316.9","10","","","",""
"1933","317.1","10.3","","","",""
"1934","317.5","10.7","","","",""
"1935","317.5","11","","","",""
"1936","317.8","11.4","","","",""
"1937","318.2","11.4","","","",""
"1938","318.4","11.1","","","",""
"1939","318.4","10.7","","","",""
"1940","318.4","10","","","",""
"1941","318.4","9.4","","","",""
"1942","318.4","8.6","","","",""
"1943","318.4","9.1","","","",""
"1944","318.4","9.7","","","",""
"1945","318.7","8.6","","","",""
"1946","318.9","8.3","","","",""
"1947","319.1","8.1","","","",""
"1948","319.1","8.3","","","",""
"1949","319.1","8.5","","","",""
"1950","319.3","9.1","","","",""
"1951","319.5","9.4","","","",""
"1952","320","10.3","","","",""
"1953","320.2","10.7","","","",""
"1954","320.2","11.4","","","",""
"1955","320.4","10.7","","","",""
"1956","320.4","10.4","","","",""
"1957","320.6","10.4","","","",""
"1958","320.6","10.7","","","",""
"1959","320.9","11.4","","","",""
"1960","321.1","11.4","","","",""
"1961","321.1","11.1","","","",""
"1962","321.3","11.8","","","",""
"1963","321.3","11.8","","","",""
"1964","321.5","11.8","","","",""
"1965","321.7","11.8","","","",""
"1966","321.7","11.1","","","",""
"1967","321.7","10.7","","","",""
"1968","321.9","10.7","","","",""
"1969","321.9","10.7","","","",""
"1970","321.9","11.4","","","",""
"1971","321.9","11.4","","","",""
"1972","322.4","11.8","","","",""
"1973","322.4","12.5","","","",""
"1974","322.6","11.4","","","",""
"1975","322.6","11.1","","","",""
"1976","322.8","11.1","","","",""
"1977","323.1","11.8","","","",""
"1978","323.1","12.2","","","",""
"1979","323.1","12.2","","","",""
"1980","323.2","13.9","","","",""
"1981","323.2","14.8","","","",""
"1982","323.2","15.8","","","",""
"1983","323.9","14.4","","","",""
"1984","323.9","12.7","","","",""
"1985","323.9","11.9","","","",""
"1986","323.9","11.4","","","",""
"1987","324.4","10.7","","","",""
"1988","324.6","10.4","","","",""
"1989","324.8","10.4","","","",""
"1990","324.8","9.8","","","",""
"1991","324.8","9.4","","","",""
"1992","324.8","9.4","","","",""
"1993","324.8","9.2","","","",""
"1994","325.4","8.8","","","",""
"1995","323.7","13.4","","","",""
"1996","323.7","13.9","","","",""
"1997","323.7","14.8","","","",""
"1998","323.7","14.8","","","",""
"1999","323.5","15.8","","","",""
"2000","323.3","16.2","","","",""
"2001","323.3","15.4","","","",""
"2002","323.3","14.8","","","",""
"2003","323.3","13.9","","","",""
"2004","323.3","13","","","",""
"2005","323.3","12.2","","","",""
"2006","323.3","11.9","","","",""
"2007","325.3","9.8","","","",""
"2008","325.3","9.8","","","",""
"2009","325.7","10.1","","","",""
"2010","325.7","11.5","","","",""
"2011","325.7","11.5","","","",""
"2012","326.2","11.2","","","",""
"2013","326.2","11.2","","","",""
"2014","326.4","11.2","","","",""
"2015","326.4","11.5","","","",""
"2016","326.4","12.3","","","",""
"2017","326.9","13.1","","","",""
"2018","326.9","13.1","","","",""
"2019","326.9","13.5","","","",""
"2020","326.9","14","","","",""
"2021","327.1","14.4","","","",""
"2022","327.1","13.6","","","",""
"2023","327.1","13.1","","","",""
"2024","327.1","12.3","","","",""
"2025","327.5","12.7","","","",""
"2026","327.5","13.1","","","",""
"2027","327.5","13.1","","","",""
"2028","327.8","12.3","","","",""
"2029","327.8","11.5","","","",""
"2030","327.8","11.2","","","",""
"2031","327.9","12.3","","","",""
"2032","327.9","13.1","","","",""
"2033","328.2","13.5","","","",""
"2034","328.4","13.5","","","",""
"2035","328.6","14.4","","","",""
"2036","328.6","14.4","","","",""
"2037","328.8","12.8","","","",""
"2038","328.8","12","","","",""
"2039","329.1","11.2","","","",""
"2040","329.3","11.9","","","",""
"2041","329.3","13.1","","","",""
"2042","329.3","13.5","","","",""
"2043","329.9","12.8","","","",""
"2044","330.1","12.8","","","",""
"2045","330.1","13.1","","","",""
"2046","330.4","13.5","","","",""
"2047","330.6","13.5","","","",""
"2048","331.3","13.5","","","",""
"2049","331.3","12.8","","","",""
"2050","331.3","12.8","","","",""
"2051","331.7","13.5","","","",""
"2052","331.7","14","","","",""
"2053","331.9","14","","","",""
"2054","331.9","12.8","","","",""
"2055","332.1","11.2","","","",""
"2056","332.6","9.9","","","",""
"2057","333","10.4","","","",""
"2058","333","10.8","","","",""
"2059","333","11.1","","","",""
"2060","333.2","11.5","","","",""
"2061","333.2","12.3","","","",""
"2062","333.5","13.1","","","",""
"2063","333.6","14","","","",""
"2064","333.6","12.3","","","",""
"2065","333.6","12.3","","","",""
"2066","333.9","13.1","","","",""
"2067","333.9","13.5","","","",""
"2068","334.3","14","","","",""
"2069","334.3","14","","","",""
"2070","334.8","12.8","","","",""
"2071","334.8","12.3","","","",""
"2072","335","11.5","","","",""
"2073","335.8","10.1","","","",""
"2074","335.8","11.1","","","",""
"2075","335.8","11.9","","","",""
"2076","335.8","12.7","","","",""
"2077","336.1","13.5","","","",""
"2078","336.3","14","","","",""
"2079","336.3","14.4","","","",""
"2080","336.5","12.3","","","",""
"2081","336.5","11.5","","","",""
"2082","336.5","11.2","","","",""
"2083","336.5","10.5","","","",""
"2084","336.5","10.1","","","",""
"2085","336.7","10.4","","","",""
"2086","336.7","11.9","","","",""
"2087","336.7","13.1","","","",""
"2088","336.7","14","","","",""
"2089","336.7","14","","","",""
"2090","337","14.9","","","",""
"2091","337","15.4","","","",""
"2092","337","15.9","","","",""
"2093","337","15.9","","","",""
"2094","337.2","17","","","",""
"2095","337.2","17","","","",""
"2096","337.2","16.5","","","",""
"2097","337.2","15.9","","","",""
"2098","337.8","14.5","","","",""
"2099","337.8","13.1","","","",""
"2100","337.8","12.8","","","",""
"2101","338","12","","","",""
"2102","338.3","11.5","","","",""
"2103","338.7","11.5","","","",""
"2104","338.9","11.5","","","",""
"2105","338.9","11.2","","","",""
"2106","339.2","10.5","","","",""
"2107","339.3","10.5","","","",""
"2108","339.6","10.5","","","",""
"2109","339.8","11.1","","","",""
"2110","340","10.8","","","",""
"2111","340.2","10.5","","","",""
"2112","340.7","10.5","","","",""
"2113","340.7","9.9","","","",""
"2114","340.9","9.9","","","",""
"2115","341.1","9.5","","","",""
"2116","341.4","9.8","","","",""
"2117","341.4","10.1","","","",""
"2118","341.5","10.4","","","",""
"2119","341.8","10.1","","","",""
"2120","342","9.5","","","",""
"2121","342.4","10.1","","","",""
"2122","342.4","10.4","","","",""
"2123","342.4","10.4","","","",""
"2124","342.4","11.1","","","",""
"2125","342.7","11.1","","","",""
"2126","342.9","10.8","","","",""
"2127","343.1","10.5","","","",""
"2128","343.1","9.9","","","",""
"2129","343.1","9.9","","","",""
"2130","343.3","10.1","","","",""
"2131","343.5","10.1","","","",""
"2132","343.5","9.9","","","",""
"2133","343.7","9.5","","","",""
"2134","344","8.9","","","",""
"2135","344.4","9.2","","","",""
"2136","344.6","9.5","","","",""
"2137","345.7","9.5","","","",""
"2138","345.9","10.4","","","",""
"2139","345.5","9.9","","","",""
"2140","345.7","9.2","","","",""
"2141","345.7","8.9","","","",""
"2142","346.2","8.9","","","",""
"2143","346.2","8.7","","","",""
"2144","346.6","8.4","","","",""
"2145","347.2","8.4","","","",""
"2146","347.5","8.9","","","",""
"2147","347.7","9.2","","","",""
"2148","347.9","9.2","","","",""
"2149","347.9","8.9","","","",""
"2150","348.4","8.1","","","",""
"2151","348.4","8.1","","","",""
"2152","348.4","8.4","","","",""
"2153","348.4","9.5","","","",""
"2154","348.6","9.8","","","",""
"2155","348.6","9.8","","","",""
"2156","348.6","10.4","","","",""
"2157","348.8","10.4","","","",""
"2158","349","10.8","","","",""
"2159","349","10.8","","","",""
"2160","349","9.9","","","",""
"2161","349","9.5","","","",""
"2162","349","9.2","","","",""
"2163","349.2","8.9","","","",""
"2164","349.2","8.7","","","",""
"2165","349.2","8.7","","","",""
"2166","349.4","8.1","","","",""
"2167","349.9","8.1","","","",""
"2168","332.6","11.5","","","",""
"2169","332.6","11.9","","","",""
"2170","332.4","12.7","","","",""
"2171","332.4","13.5","","","",""
"2172","332.4","13.5","","","",""
"2173","331.9","13.5","","","",""
"2174","324.9","10.4","","","",""
"2175","324.7","10.8","","","",""
"2176","324.2","10.8","","","",""
"2177","324.2","11.9","","","",""
"2178","324.2","11.9","","","",""
"2179","324.2","13.1","","","",""
"2180","324.2","13.5","","","",""
"2181","324.2","14","","","",""
"2182","324.2","14.4","","","",""
"2183","324.2","15.4","","","",""
"2184","323.8","16.4","","","",""
"2185","323.6","16.4","","","",""
"2186","323.6","16.4","","","",""
"2187","323.6","16.4","","","",""
"2188","323.6","15.9","","","",""
"2189","323.6","15.5","","","",""
"2190","323.6","15.5","","","",""
"2191","323.6","14.9","","","",""
"2192","323.8","14","","","",""
"2193","323.8","14","","","",""
"2194","323.8","13.1","","","",""
"2195","323.6","12.8","","","",""
"2196","323.4","12.8","","","",""
"2197","323.4","12.3","","","",""
"2198","323.2","12.3","","","",""
"2199","323.2","12.3","","","",""
"2200","323.2","12","","","",""
"2201","323.2","11.5","","","",""
"2202","323.2","11.2","","","",""
"2203","336.6","10.5","","","",""
"2204","336.6","10.8","","","",""
"2205","336.6","11.5","","","",""
"2206","336.6","12.3","","","",""
"2207","336.6","12.7","","","",""
"2208","336.8","13.1","","","",""
"2209","336.8","13.5","","","",""
"2210","337","14","","","",""
"2211","337","14.9","","","",""
"2212","337","15.4","","","",""
"2213","337.2","15.4","","","",""
"2214","348.5","10.1","","","",""
"2215","348.5","9.5","","","",""
"2216","348.7","9.2","","","",""
"2217","348.7","8.9","","","",""
"2218","348.9","8.7","","","",""
"2219","349.1","8.4","","","",""
"2220","349.1","8.4","","","",""
"2221","349.6","8.1","","","",""
"2222","350.2","7.6","","","",""
"2223","350.4","7.6","","","",""
"2224","350.6","7.6","","","",""
"2225","350.6","7.8","","","",""
"2226","350.6","8.6","","","",""
"2227","350.6","8.9","","","",""
"2228","350.6","8.9","","","",""
"2229","350.9","8.9","","","",""
"2230","351.1","8.7","","","",""
"2231","351.1","8.4","","","",""
"2232","351.1","8.1","","","",""
"2233","351.3","8.1","","","",""
"2234","351.5","8.1","","","",""
"2235","351.5","8.1","","","",""
"2236","351.8","8.1","","","",""
"2237","351.8","8.1","","","",""
"2238","351.8","7.8","","","",""
"2239","352","7.8","","","",""
"2240","352","7.8","","","",""
"2241","352.4","8.6","","","",""
"2242","352.4","8.6","","","",""
"2243","352.8","8.6","","","",""
"2244","353.1","8.9","","","",""
"2245","353.1","8.7","","","",""
"2246","353.1","8.4","","","",""
"2247","353.1","8.1","","","",""
"2248","353.1","7.6","","","",""
"2249","353.1","7.6","","","",""
"2250","353.1","7.6","","","",""
"2251","353.3","7.6","","","",""
"2252","353.5","8.1","","","",""
"2253","353.5","8.1","","","",""
"2254","354","8.1","","","",""
"2255","354","8.1","","","",""
"2256","354","7.1","","","",""
"2257","354","6.9","","","",""
"2258","354.2","7.3","","","",""
"2259","354.2","7.8","","","",""
"2260","354.4","8.4","","","",""
"2261","354.4","8.9","","","",""
"2262","354.6","8.4","","","",""
"2263","354.9","8.1","","","",""
"2264","355.3","7.6","","","",""
"2265","355.5","7.1","","","",""
"2266","355.9","7.8","","","",""
"2267","355.9","7.8","","","",""
"2268","356.2","7.8","","","",""
"2269","356.6","7.6","","","",""
"2270","357.1","7.6","","","",""
"2271","357.3","7.8","","","",""
"2272","357.3","8.4","","","",""
"2273","357.3","7.8","","","",""
"2274","357.7","7.3","","","",""
"2275","358.1","7.1","","","",""
"2276","358.4","7.1","","","",""
"2277","358.6","7.5","","","",""
"2278","359.3","7.8","","","",""
"2279","359.5","8.1","","","",""
"2280","359.7","8.1","","","",""
"2281","359.9","7.8","","","",""
"2282","360.2","7.6","","","",""
"2283","360.3","7.6","","","",""
"2284","360.6","7.6","","","",""
"2285","360.8","7.8","","","",""
"2286","361","8.4","","","",""
"2287","361.5","8.4","","","",""
"2288","361.9","8.4","","","",""
"2289","362.1","7.8","","","",""
"2290","363","7.8","","","",""
"2291","363.3","7.8","","","",""
"2292","363.3","7.6","","","",""
"2293","363.3","7.3","","","",""
"2294","363.4","7.3","","","",""
"2295","363.7","7.3","","","",""
"2296","364.1","7.5","","","",""
"2297","364.1","7.8","","","",""
"2298","364.3","7.6","","","",""
"2299","364.6","7.6","","","",""
"2300","364.6","7.3","","","",""
"2301","364.8","7.3","","","",""
"2302","364.8","7.3","","","",""
"2303","365","7.8","","","",""
"2304","365.5","7.6","","","",""
"2305","365.7","7.6","","","",""
"2306","366.1","7.6","","","",""
"2307","366.1","7.8","","","",""
"2308","366.1","7.8","","","",""
"2309","366.3","7.3","","","",""
"2310","366.5","7.1","","","",""
"2311","367","7.1","","","",""
"2312","367.2","7.3","","","",""
"2313","367.4","6.9","","","",""
"2314","367.4","6.9","","","",""
"2315","367.9","7.3","","","",""
"2316","367.9","7.5","","","",""
"2317","368.3","7.8","","","",""
"2318","368.6","7.6","","","",""
"2319","368.6","7.3","","","",""
"2320","368.7","8.4","","","",""
"2321","368.7","8.4","","","",""
"2322","369.2","7.6","","","",""
"2323","369.2","7.3","","","",""
"2324","369.6","7.3","","","",""
"2325","369.9","7.5","","","",""
"2326","370.1","7.5","","","",""
"2327","370.1","7.8","","","",""
"2328","370.3","7.6","","","",""
"2329","370.3","7.3","","","",""
"2330","370.3","7.1","","","",""
"2331","370.3","7.1","","","",""
"2332","370.5","6.7","","","",""
"2333","370.8","6.5","","","",""
"2334","371","6.3","","","",""
"2335","371","6.6","","","",""
"2336","371.2","7.1","","","",""
"2337","371.4","7.1","","","",""
"2338","371.4","7.1","","","",""
"2339","371.8","7.3","","","",""
"2340","371.8","7.3","","","",""
"2341","372.1","7.3","","","",""
"2342","372.5","7.1","","","",""
"2343","372.7","7.3","","","",""
"2344","372.7","7.3","","","",""
"2345","373","7.3","","","",""
"2346","373.2","7.8","","","",""
"2347","373.2","7.8","","","",""
"2348","373.6","7.8","","","",""
"2349","373.6","7.8","","","",""
"2350","373.9","7.8","","","",""
"2351","373.9","7.6","","","",""
"2352","373.9","7.3","","","",""
"2353","374.1","7.1","","","",""
"2354","374.3","7.1","","","",""
"2355","374.3","7.3","","","",""
"2356","374.5","7.3","","","",""
"2357","374.7","7.5","","","",""
"2358","374.7","7.5","","","",""
"2359","374.9","7.8","","","",""
"2360","374.9","7.8","","","",""
"2361","375.2","7.8","","","",""
"2362","375.2","7.6","","","",""
"2363","375.6","7.3","","","",""
"2364","375.8","7.3","","","",""
"2365","375.1","8.1","","","",""
"2366","375.6","8.1","","","",""
"2367","376","7.6","","","",""
"2368","376","7.4","","","",""
"2369","376","7.4","","","",""
"2370","376.4","7.4","","","",""
"2371","376.6","7.4","","","",""
"2372","376.9","7.4","","","",""
"2373","377.3","7.6","","","",""
"2374","377.5","7.8","","","",""
"2375","377.5","8.1","","","",""
"2376","378","8.1","","","",""
"2377","378.4","7.6","","","",""
"2378","378.7","7.6","","","",""
"2379","378.7","8.1","","","",""
"2380","379.3","8.1","","","",""
"2381","379.5","8.1","","","",""
"2382","379.7","7.6","","","",""
"2383","380","7.8","","","",""
"2384","380","8.1","","","",""
"2385","380","8.4","","","",""
"2386","380.2","8.9","","","",""
"2387","380.2","8.9","","","",""
"2388","380.4","8.7","","","",""
"2389","380.6","8.4","","","",""
"2390","380.6","7.6","","","",""
"2391","380.9","7.4","","","",""
"2392","381.3","7.8","","","",""
"2393","381.3","8.1","","","",""
"2394","381.8","8.4","","","",""
"2395","382.2","8.7","","","",""
"2396","382.2","8.9","","","",""
"2397","382.6","9.5","","","",""
"2398","382.8","9.2","","","",""
"2399","382.8","9","","","",""
"2400","382.8","8.1","","","",""
"2401","383.3","8.1","","","",""
"2402","383.5","8.1","","","",""
"2403","383.7","8.1","","","",""
"2404","384","8.4","","","",""
"2405","384","8.1","","","",""
"2406","384.1","7.4","","","",""
"2407","384.4","8.1","","","",""
"2408","384.6","8.7","","","",""
"2409","384.6","8.7","","","",""
"2410","384.8","7.4","","","",""
"2411","385.3","6.5","","","",""
"2412","385.5","6.7","","","",""
"2413","385.7","7.3","","","",""
"2414","385.7","8.1","","","",""
"2415","385.9","7.9","","","",""
"2416","385.9","7.6","","","",""
"2417","386.4","7.6","","","",""
"2418","386.4","7.8","","","",""
"2419","386.4","8.7","","","",""
"2420","386.6","9.2","","","",""
"2421","386.6","9.9","","","",""
"2422","386.6","10.5","","","",""
"2423","387.1","9.6","","","",""
"2424","387.2","8.7","","","",""
"2425","387.5","7.9","","","",""
"2426","387.5","7.4","","","",""
"2427","387.7","6.9","","","",""
"2428","388.1","6.3","","","",""
"2429","388.6","7.1","","","",""
"2430","388.6","8.4","","","",""
"2431","388.8","10.1","","","",""
"2432","389","10.5","","","",""
"2433","389","10.8","","","",""
"2434","389","12.8","","","",""
"2435","389.3","13.1","","","",""
"2436","389.3","13.6","","","",""
"2437","389.3","14.9","","","",""
"2438","389.3","15.9","","","",""
"2439","389.3","16.5","","","",""
"2440","389.3","17","","","",""
"2441","389.5","17.2","","","",""
"2442","389.7","15.5","","","",""
"2443","389.9","14.5","","","",""
"2444","389.9","13.2","","","",""
"2445","390.1","14.5","","","",""
"2446","390.3","14.9","","","",""
"2447","390.6","15.9","","","",""
"2448","390.8","15.9","","","",""
"2449","390.8","15.5","","","",""
"2450","390.8","15.1","","","",""
"2451","390.8","14.5","","","",""
"2452","391","13.6","","","",""
"2453","391.2","15.9","","","",""
"2454","391.5","14.1","","","",""
"2455","391.9","13.6","","","",""
"2456","392.1","13.6","","","",""
"2457","392.4","13.2","","","",""
"2458","392.4","12.8","","","",""
"2459","392.4","12","","","",""
"2460","393","11.6","","","",""
"2461","393.2","13.6","","","",""
"2462","393.2","14.5","","","",""
"2463","393.4","15.9","","","",""
"2464","393.7","17.6","","","",""
"2465","394.1","18.8","","","",""
"2466","394.3","19.3","","","",""
"2467","394.3","17.6","","","",""
"2468","394.3","16.5","","","",""
"2469","394.6","17.6","","","",""
"2470","394.8","18.8","","","",""
"2471","395","18.8","","","",""
"2472","395","17.2","","","",""
"2473","395","15.5","","","",""
"2474","395","14.5","","","",""
"2475","395","14.1","","","",""
"2476","395.2","14.1","","","",""
"2477","395.5","14.9","","","",""
"2478","395.6","15.5","","","",""
"2479","395.9","15.5","","","",""
"2480","395.9","15.1","","","",""
"2481","396.1","15.9","","","",""
"2482","396.3","16.5","","","",""
"2483","396.3","17","","","",""
"2484","396.3","17.6","","","",""
"2485","396.3","17.6","","","",""
"2486","396.5","18.8","","","",""
"2487","396.8","19.3","","","",""
"2488","397","18.8","","","",""
"2489","397.2","17.6","","","",""
"2490","397.4","16.5","","","",""
"2491","397.4","16.1","","","",""
"2492","397.4","15.5","","","",""
"2493","397.9","14.5","","","",""
"2494","397.9","14.5","","","",""
"2495","398.1","14.1","","","",""
"2496","398.3","13.2","","","",""
"2497","399","13.2","","","",""
"2498","399.2","13.2","","","",""
"2499","399.4","12.8","","","",""
"2500","399.4","12","","","",""
"2501","399.6","11.6","","","",""
"2502","399.9","11.2","","","",""
"2503","399.9","10.5","","","",""
"2504","400.1","10.5","","","",""
"2505","400.5","11.5","","","",""
"2506","400.5","12","","","",""
"2507","400.5","11.6","","","",""
"2508","400.8","10.5","","","",""
"2509","388.3","7.6","","","",""
"2510","388.5","8.1","","","",""
"2511","388.7","8.9","","","",""
"2512","388.7","9.2","","","",""
"2513","388.9","10.8","","","",""
"2514","389.1","12","","","",""
"2515","389.4","12.8","","","",""
"2516","400.9","10.4","","","",""
"2517","400.9","10.4","","","",""
"2518","400.9","10.8","","","",""
"2519","401.1","11.5","","","",""
"2520","401.1","12.7","","","",""
"2521","401.1","13.5","","","",""
"2522","401.1","15.9","","","",""
"2523","401.5","17","","","",""
"2524","401.5","19.3","","","",""
"2525","401.8","22","","","",""
"2526","401.8","24.1","","","",""
"2527","401.8","26.7","","","",""
"2528","401.8","28.5","","","",""
"2529","401.8","31.2","","","",""
"2530","401.8","34.6","","","",""
"2531","401.8","43.1","","","",""
"2532","402","43.5","","","",""
"2533","402.2","42","","","",""
"2534","402.2","39.3","","","",""
"2535","402.2","34.6","","","",""
"2536","402.6","35.5","","","",""
"2537","402.6","36.9","","","",""
"2538","402.8","28.5","","","",""
"2539","402.8","27.7","","","",""
"2540","402.8","26","","","",""
"2541","403.1","27.5","","","",""
"2542","403.1","28.5","","","",""
"2543","403.3","29.3","","","",""
"2544","403.3","28.5","","","",""
"2545","403.5","22.8","","","",""
"2546","403.5","22.8","","","",""
"2547","403.7","22.8","","","",""
"2548","403.7","24.1","","","",""
"2549","404.1","25","","","",""
"2550","404.1","24.4","","","",""
"2551","404.6","23.5","","","",""
"2552","404.6","23.5","","","",""
"2553","405.2","23.5","","","",""
"2554","405.2","24.1","","","",""
"2555","405.7","23.5","","","",""
"2556","405.9","22.8","","","",""
"2557","406.3","22.8","","","",""
