"Row","Depth","RES","RES Color","Top Names","Top Depth","Top Color"
"897","167.8","10.4","","","",""
"898","168","11.2","","","",""
"899","168","12","","","",""
"900","168","12.4","","","",""
"901","168.1","13","","","",""
"902","168.1","13","","","",""
"903","168.3","13.3","","","",""
"904","168.3","13.7","","","",""
"905","168.8","12.4","","","",""
"906","168.8","11.8","","","",""
"907","168.8","11.5","","","",""
"908","168.7","11","","","",""
"909","168.7","10.7","","","",""
"910","168.7","10.7","","","",""
"911","168.7","10.4","","","",""
"912","168.7","10.2","","","",""
"913","168.7","9.9","","","",""
"914","169.1","9.5","","","",""
"915","169.1","9.5","","","",""
"916","169.3","9.2","","","",""
"917","169.5","9.4","","","",""
"918","169.7","9.7","","","",""
"919","169.7","10.2","","","",""
"920","170","10.7","","","",""
"921","170","10.9","","","",""
"922","170","11.2","","","",""
"923","170.4","11.2","","","",""
"924","170.4","11.2","","","",""
"925","170.4","11","","","",""
"926","170.4","10.7","","","",""
"927","170.7","10.4","","","",""
"928","170.7","10.4","","","",""
"929","170.8","10.7","","","",""
"930","170.7","11.8","","","",""
"931","170.7","12","","","",""
"932","170.8","12.4","","","",""
"933","171","12.7","","","",""
"934","171","12.7","","","",""
"935","171.4","12.4","","","",""
"936","171.4","11.5","","","",""
"937","171.5","11.5","","","",""
"938","171.5","11","","","",""
"939","171.5","10.4","","","",""
"940","171.7","9.9","","","",""
"941","171.7","9.9","","","",""
"942","171.7","9.7","","","",""
"943","171.9","9.5","","","",""
"944","171.9","9.5","","","",""
"945","172.4","9.5","","","",""
"946","172.4","9.7","","","",""
"947","172.4","9.9","","","",""
"948","172.6","9.9","","","",""
"949","172.8","10.2","","","",""
"950","173.2","10.7","","","",""
"951","173.4","10.7","","","",""
"952","173.4","11.2","","","",""
"953","173.3","12","","","",""
"954","173.4","12","","","",""
"955","173.6","12","","","",""
"956","173.6","12.4","","","",""
"957","173.8","12.7","","","",""
"958","173.9","13","","","",""
"959","173.9","13","","","",""
"960","174.1","12.4","","","",""
"961","174.1","11.8","","","",""
"962","174.1","11.2","","","",""
"963","174.1","11.2","","","",""
"964","174.1","11","","","",""
"965","174.1","10.4","","","",""
"966","174.3","10.2","","","",""
"967","174.5","9.9","","","",""
"968","174.6","9.9","","","",""
"969","174.8","9.7","","","",""
"970","175","9.7","","","",""
"971","175.1","9.7","","","",""
"972","175.3","9.7","","","",""
"973","175.5","9.7","","","",""
"974","175.5","9.7","","","",""
"975","175.6","9.6","","","",""
"976","175.8","9.1","","","",""
"977","176.1","8.9","","","",""
"978","176.3","8.9","","","",""
"979","176.3","9.3","","","",""
"980","176.3","9.6","","","",""
"981","176.3","9.8","","","",""
"982","176.3","10.6","","","",""
"983","176.5","10.8","","","",""
"984","176.5","11.1","","","",""
"985","176.6","11.1","","","",""
"986","176.8","10.6","","","",""
"987","176.9","9.9","","","",""
"988","176.9","9.4","","","",""
"989","177.5","8.9","","","",""
"990","177.5","8.9","","","",""
"991","177.5","8.9","","","",""
"992","177.6","9.1","","","",""
"993","177.6","9.8","","","",""
"994","177.8","10.1","","","",""
"995","178","10.1","","","",""
"996","178.2","10.1","","","",""
"997","178.3","10.8","","","",""
"998","178.5","11.4","","","",""
"999","178.5","11.4","","","",""
"1000","178.5","11.7","","","",""
"1001","178.7","11.7","","","",""
"1002","178.7","11.5","","","",""
"1003","178.7","10.9","","","",""
"1004","178.8","11.1","","","",""
"1005","179.5","11.7","","","",""
"1006","179.9","11.7","","","",""
"1007","180","12.3","","","",""
"1008","180.2","12","","","",""
"1009","180.2","11.1","","","",""
"1010","180.2","10.6","","","",""
"1011","180.4","10.4","","","",""
"1012","180.4","9.9","","","",""
"1013","180.4","9.1","","","",""
"1014","180.4","8.7","","","",""
"1015","180.7","8.7","","","",""
"1016","180.9","8.5","","","",""
"1017","181","8.7","","","",""
"1018","181","8.9","","","",""
"1019","181.2","9.1","","","",""
"1020","181.2","9.3","","","",""
"1021","181.4","9.6","","","",""
"1022","181.4","10.1","","","",""
"1023","181.6","10.6","","","",""
"1024","181.7","10.6","","","",""
"1025","181.7","11.1","","","",""
"1026","181.9","11.7","","","",""
"1027","182.1","11.7","","","",""
"1028","182.1","11.7","","","",""
"1029","182.3","11.5","","","",""
"1030","182.3","11.1","","","",""
"1031","182.4","10.9","","","",""
"1032","182.4","10.6","","","",""
"1033","182.4","10.4","","","",""
"1034","182.4","9.6","","","",""
"1035","182.8","9.4","","","",""
"1036","182.8","9.4","","","",""
"1037","182.8","8.9","","","",""
"1038","182.8","8.7","","","",""
"1039","182.8","8.7","","","",""
"1040","183","8.9","","","",""
"1041","183.3","9.3","","","",""
"1042","183.3","9.6","","","",""
"1043","183.3","9.8","","","",""
"1044","183.4","9.8","","","",""
"1045","183.4","9.8","","","",""
"1046","183.6","9.6","","","",""
"1047","183.6","8.9","","","",""
"1048","183.6","8.7","","","",""
"1049","183.6","8.5","","","",""
"1050","183.6","8.3","","","",""
"1051","183.6","8.3","","","",""
"1052","183.8","8.1","","","",""
"1053","183.8","8.1","","","",""
"1054","184","8.3","","","",""
"1055","184","8.3","","","",""
"1056","184.1","8.9","","","",""
"1057","184.1","9.1","","","",""
"1058","184.1","9.3","","","",""
"1059","184.3","9.8","","","",""
"1060","184.3","10.3","","","",""
"1061","184.3","10.6","","","",""
"1062","184.3","11.1","","","",""
"1063","184.5","11.1","","","",""
"1064","184.8","10.1","","","",""
"1065","184.8","10.8","","","",""
"1066","184.8","10.8","","","",""
"1067","185","10.6","","","",""
"1068","185.1","10.8","","","",""
"1069","185.3","10.8","","","",""
"1070","185.3","10.8","","","",""
"1071","185.5","11.4","","","",""
"1072","185.7","10.9","","","",""
"1073","185.7","10.9","","","",""
"1074","186","10.6","","","",""
"1075","186.2","10.4","","","",""
"1076","186.2","10.4","","","",""
"1077","186.2","10.4","","","",""
"1078","186.4","10.4","","","",""
"1079","186.4","10.6","","","",""
"1080","186.5","10.8","","","",""
"1081","186.5","10.8","","","",""
"1082","186.7","11.4","","","",""
"1083","186.7","11.4","","","",""
"1084","186.7","11.4","","","",""
"1085","186.9","11.4","","","",""
"1086","186.9","11.4","","","",""
"1087","187.2","11.4","","","",""
"1088","187.2","11.4","","","",""
"1089","187.2","11.4","","","",""
"1090","187.4","11.4","","","",""
"1091","187.4","11.4","","","",""
"1092","187.5","11.7","","","",""
"1093","187.5","11.7","","","",""
"1094","187.7","11.5","","","",""
"1095","187.7","11.5","","","",""
"1096","187.7","11.1","","","",""
"1097","187.9","10.9","","","",""
"1098","188.1","10.9","","","",""
"1099","188.1","10.6","","","",""
"1100","188.2","10.6","","","",""
"1101","188.2","10.8","","","",""
"1102","188.2","11.4","","","",""
"1103","188.4","11.4","","","",""
"1104","188.4","10.9","","","",""
"1105","188.4","10.6","","","",""
"1106","188.6","10.6","","","",""
"1107","188.6","10.6","","","",""
"1108","188.8","10.8","","","",""
"1109","188.8","10.8","","","",""
"1110","188.9","10.8","","","",""
"1111","189.1","10.8","","","",""
"1112","189.1","10.6","","","",""
"1113","189.1","10.6","","","",""
"1114","189.1","10.6","","","",""
"1115","189.3","10.1","","","",""
"1116","189.3","9.9","","","",""
"1117","189.3","9.4","","","",""
"1118","189.3","9.1","","","",""
"1119","189.6","8.9","","","",""
"1120","189.6","9.3","","","",""
"1121","189.6","9.6","","","",""
"1122","189.8","9.6","","","",""
"1123","189.9","9.8","","","",""
"1124","190.1","10.1","","","",""
"1125","190.1","9.9","","","",""
"1126","190.3","9.9","","","",""
"1127","190.5","8.9","","","",""
"1128","190.6","8.7","","","",""
"1129","190.8","8.7","","","",""
"1130","191","8.9","","","",""
"1131","191","9.3","","","",""
"1132","191.3","9.8","","","",""
"1133","191.3","10.1","","","",""
"1134","191.5","10.1","","","",""
"1135","191.6","10.1","","","",""
"1136","191.8","10.1","","","",""
"1137","191.8","10.1","","","",""
"1138","192","9.6","","","",""
"1139","192","9.4","","","",""
"1140","192.2","9.4","","","",""
"1141","192.3","9.4","","","",""
"1142","192.5","9.8","","","",""
"1143","192.5","9.8","","","",""
"1144","192.9","9.6","","","",""
"1145","193","9.1","","","",""
"1146","193","8.7","","","",""
"1147","193.4","8.9","","","",""
"1148","193.4","9.8","","","",""
"1149","193.4","10.3","","","",""
"1150","193.6","10.8","","","",""
"1151","193.7","11.4","","","",""
"1152","193.9","10.9","","","",""
"1153","194","10.6","","","",""
"1154","194","10.4","","","",""
"1155","194.2","9.9","","","",""
"1156","194.6","9.1","","","",""
"1157","194.7","9.1","","","",""
"1158","194.9","9.1","","","",""
"1159","195.1","9.1","","","",""
"1160","195.4","9.6","","","",""
"1161","195.6","10.1","","","",""
"1162","195.6","10.3","","","",""
"1163","195.6","10.8","","","",""
"1164","195.8","10.8","","","",""
"1165","195.8","10.8","","","",""
"1166","195.9","10.4","","","",""
"1167","196.3","9.9","","","",""
"1168","196.3","9.9","","","",""
"1169","197","9.4","","","",""
"1170","197.3","9.4","","","",""
"1171","197.3","9.4","","","",""
"1172","197.3","9.4","","","",""
"1173","197.3","8.9","","","",""
"1174","197.5","9.3","","","",""
"1175","197.5","9.6","","","",""
"1176","197.7","10.1","","","",""
"1177","197.7","10.1","","","",""
"1178","197.8","10.1","","","",""
"1179","198","10.1","","","",""
"1180","198.1","10.1","","","",""
"1181","198.1","10.1","","","",""
"1182","198.1","9.4","","","",""
"1183","198.3","9.4","","","",""
"1184","199.2","9.4","","","",""
"1185","198.9","9.8","","","",""
"1186","198.9","9.8","","","",""
"1187","198.9","10.1","","","",""
"1188","199.2","10.3","","","",""
"1189","199.2","10.3","","","",""
"1190","199.2","10.3","","","",""
"1191","199.4","10.3","","","",""
"1192","199.4","10.6","","","",""
"1193","199.5","10.8","","","",""
"1194","199.7","11.1","","","",""
"1195","199.7","11.4","","","",""
"1196","199.7","11.7","","","",""
"1197","199.7","12","","","",""
"1198","199.5","11.9","","","",""
"1199","199.5","11.6","","","",""
"1200","199.7","11.6","","","",""
"1201","199.7","11.4","","","",""
"1202","199.7","11.4","","","",""
"1203","199.9","11.1","","","",""
"1204","200","11.1","","","",""
"1205","200","10.8","","","",""
"1206","200","10.8","","","",""
"1207","200.2","10.8","","","",""
"1208","200.2","10.8","","","",""
"1209","200.2","10.8","","","",""
"1210","200.4","11.1","","","",""
"1211","200.6","11.1","","","",""
"1212","200.6","11.3","","","",""
"1213","200.6","11.3","","","",""
"1214","200.6","11.3","","","",""
"1215","200.7","11.1","","","",""
"1216","200.7","10.5","","","",""
"1217","200.9","10.3","","","",""
"1218","200.9","10.3","","","",""
"1219","200.9","10","","","",""
"1220","201.1","10","","","",""
"1221","201.1","10","","","",""
"1222","201.1","9.8","","","",""
"1223","201.1","9.8","","","",""
"1224","201.3","10.2","","","",""
"1225","201.3","10.2","","","",""
"1226","201.3","10.7","","","",""
"1227","201.4","10.7","","","",""
"1228","201.6","11.1","","","",""
"1229","201.6","11.3","","","",""
"1230","201.6","10.5","","","",""
"1231","201.7","10.3","","","",""
"1232","201.7","10","","","",""
"1233","201.7","10","","","",""
"1234","201.9","10.5","","","",""
"1235","201.9","10.7","","","",""
"1236","201.9","10.7","","","",""
"1237","201.9","10.5","","","",""
"1238","201.9","10.3","","","",""
"1239","201.9","10.3","","","",""
"1240","202.1","9.8","","","",""
"1241","202.3","9.5","","","",""
"1242","202.3","9.3","","","",""
"1243","202.3","8.9","","","",""
"1244","202.4","9.1","","","",""
"1245","202.4","9.7","","","",""
"1246","202.6","9.5","","","",""
"1247","202.8","9.5","","","",""
"1248","202.8","10","","","",""
"1249","202.8","10.5","","","",""
"1250","202.8","10.7","","","",""
"1251","203","11.1","","","",""
"1252","203","11.1","","","",""
"1253","203.1","11.1","","","",""
"1254","203.1","10.8","","","",""
"1255","203.3","10.8","","","",""
"1256","203.3","11.1","","","",""
"1257","203.5","11.1","","","",""
"1258","203.7","11.1","","","",""
"1259","203.7","10.8","","","",""
"1260","203.7","10.8","","","",""
"1261","203.8","10.8","","","",""
"1262","204","10.8","","","",""
"1263","204","11.1","","","",""
"1264","204.1","11.3","","","",""
"1265","204.5","11.9","","","",""
"1266","204.5","12.2","","","",""
"1267","204.5","12.2","","","",""
"1268","204.5","12.2","","","",""
"1269","204.7","12","","","",""
"1270","204.7","11.6","","","",""
"1271","204.8","11.6","","","",""
"1272","204.8","11.4","","","",""
"1273","205","11.1","","","",""
"1274","205.4","10.8","","","",""
"1275","205.4","10.3","","","",""
"1276","205.5","10.3","","","",""
"1277","205.7","10.5","","","",""
"1278","205.8","10.7","","","",""
"1279","206.2","10.7","","","",""
"1280","206.2","11.3","","","",""
"1281","206.2","11.6","","","",""
"1282","206.2","11.6","","","",""
"1283","206.5","11.6","","","",""
"1284","206.5","11.4","","","",""
"1285","206.5","11.4","","","",""
"1286","206.7","10.5","","","",""
"1287","206.9","10.3","","","",""
"1288","207.2","10.3","","","",""
"1289","207.2","11.1","","","",""
"1290","207.2","11.3","","","",""
"1291","207.2","11.9","","","",""
"1292","207.2","12.2","","","",""
"1293","207.2","12.2","","","",""
"1294","207.2","12.2","","","",""
"1295","207.4","12.5","","","",""
"1296","207.4","12.5","","","",""
"1297","207.4","12","","","",""
"1298","207.4","11.4","","","",""
"1299","207.6","11.4","","","",""
"1300","207.8","11.1","","","",""
"1301","208.1","10.5","","","",""
"1302","208.1","11.1","","","",""
"1303","208.1","11.3","","","",""
"1304","208.1","11.3","","","",""
"1305","208.4","11.3","","","",""
"1306","208.4","11.1","","","",""
"1307","208.6","10.8","","","",""
"1308","208.8","11.9","","","",""
"1309","208.9","12.8","","","",""
"1310","209.1","13.1","","","",""
"1311","209.3","13.8","","","",""
"1312","209.5","14.2","","","",""
"1313","209.5","13.5","","","",""
"1314","209.5","12.6","","","",""
"1315","209.5","11.6","","","",""
"1316","209.5","11.4","","","",""
"1317","209.5","10.8","","","",""
"1318","209.5","9.3","","","",""
"1319","209.6","9.3","","","",""
"1320","209.6","9.3","","","",""
"1321","209.8","9.1","","","",""
"1322","209.8","9.1","","","",""
"1323","210","10","","","",""
"1324","210","10.5","","","",""
"1325","210","10.7","","","",""
"1326","210.1","10.7","","","",""
"1327","210.1","10.7","","","",""
"1328","210.3","10.7","","","",""
"1329","210.6","11.1","","","",""
"1330","210.6","11.3","","","",""
"1331","210.6","11.6","","","",""
"1332","210.8","11.4","","","",""
"1333","210.8","11.1","","","",""
"1334","211","11.1","","","",""
"1335","211","10.8","","","",""
"1336","211","10.8","","","",""
"1337","211.2","10.8","","","",""
"1338","211.2","10.8","","","",""
"1339","211.3","10.5","","","",""
"1340","211.7","10.5","","","",""
"1341","211.9","10.5","","","",""
"1342","212","10.7","","","",""
"1343","212","11.1","","","",""
"1344","212.3","10.9","","","",""
"1345","212.3","10.9","","","",""
"1346","212.5","10.4","","","",""
"1347","212.5","9.6","","","",""
"1348","212.6","9.4","","","",""
"1349","212.6","9.4","","","",""
"1350","212.6","9.1","","","",""
"1351","212.6","10.6","","","",""
"1352","212.8","11.1","","","",""
"1353","212.8","11.4","","","",""
"1354","212.8","11.4","","","",""
"1355","213","10.9","","","",""
"1356","213.2","10.1","","","",""
"1357","213.3","9.6","","","",""
"1358","213.5","8.9","","","",""
"1359","213.5","8.5","","","",""
"1360","213.5","9.3","","","",""
"1361","213.7","10.6","","","",""
"1362","213.9","11.4","","","",""
"1363","214.4","12.3","","","",""
"1364","214.4","12.6","","","",""
"1365","214.5","11.7","","","",""
"1366","214.5","11.5","","","",""
"1367","214.5","11.5","","","",""
"1368","214.7","10.4","","","",""
"1369","214.9","9.9","","","",""
"1370","215","9.1","","","",""
"1371","215","8.1","","","",""
"1372","215","7.5","","","",""
"1373","215","7.3","","","",""
"1374","215.2","8","","","",""
"1375","215.4","8.7","","","",""
"1376","215.4","9.8","","","",""
"1377","215.4","10.1","","","",""
"1378","215.7","10.3","","","",""
"1379","215.7","10.1","","","",""
"1380","215.7","9.1","","","",""
"1381","215.7","8.9","","","",""
"1382","215.9","8.9","","","",""
"1383","215.9","9.6","","","",""
"1384","216.1","9.6","","","",""
"1385","216.3","9.8","","","",""
"1386","216.4","9.6","","","",""
"1387","216.4","8.5","","","",""
"1388","216.7","8.3","","","",""
"1389","216.9","8.7","","","",""
"1390","216.9","9.6","","","",""
"1391","216.9","10.3","","","",""
"1392","216.9","10.8","","","",""
"1393","216.9","11.4","","","",""
"1394","217.3","10.9","","","",""
"1395","217.4","10.6","","","",""
"1396","217.4","10.1","","","",""
"1397","217.6","9.4","","","",""
"1398","217.6","8.9","","","",""
"1399","217.6","8.9","","","",""
"1400","217.6","9.3","","","",""
"1401","217.8","9.6","","","",""
"1402","218","9.8","","","",""
"1403","218.1","10.3","","","",""
"1404","218.3","10.6","","","",""
"1405","218.5","10.6","","","",""
"1406","218.5","9.9","","","",""
"1407","218.7","9.6","","","",""
"1408","218.8","9.8","","","",""
"1409","218.8","10.6","","","",""
"1410","218.8","11.1","","","",""
"1411","218.8","11.1","","","",""
"1412","219","11.4","","","",""
"1413","219.3","11.7","","","",""
"1414","219.3","10.6","","","",""
"1415","219.5","10.1","","","",""
"1416","219.5","9.4","","","",""
"1417","219.5","8.9","","","",""
"1418","219.5","8.5","","","",""
"1419","219.5","7.5","","","",""
"1420","219.7","7.5","","","",""
"1421","219.8","6.8","","","",""
"1422","219.8","7.6","","","",""
"1423","219.8","8","","","",""
"1424","220","8.7","","","",""
"1425","220.4","9.1","","","",""
"1426","220.4","9.1","","","",""
"1427","220.5","9.3","","","",""
"1428","220.7","9.8","","","",""
"1429","220.8","9.8","","","",""
"1430","221","9.8","","","",""
"1431","221","9.4","","","",""
"1432","221","8.9","","","",""
"1433","221","8.5","","","",""
"1434","221","7.9","","","",""
"1435","221","7.5","","","",""
"1436","221.4","6.8","","","",""
"1437","221.5","6.6","","","",""
"1438","221.7","6.4","","","",""
"1439","221.9","6.8","","","",""
"1440","221.9","7.3","","","",""
"1441","221.9","8","","","",""
"1442","221.9","8.7","","","",""
"1443","221.9","9.3","","","",""
"1444","221.9","9.8","","","",""
"1445","222.1","10.6","","","",""
"1446","222.1","10.8","","","",""
"1447","222.2","11.1","","","",""
"1448","222.6","11.4","","","",""
"1449","222.8","10.4","","","",""
"1450","222.8","9.9","","","",""
"1451","222.8","9.1","","","",""
"1452","222.8","8.7","","","",""
"1453","222.8","8.5","","","",""
"1454","222.9","8.3","","","",""
"1455","223.1","8.3","","","",""
"1456","223.2","8.9","","","",""
"1457","223.2","9.3","","","",""
"1458","223.2","9.6","","","",""
"1459","223.2","10.1","","","",""
"1460","223.6","10.6","","","",""
"1461","223.6","11.1","","","",""
"1462","223.8","11.4","","","",""
"1463","223.9","11.1","","","",""
"1464","223.9","10.6","","","",""
"1465","223.9","10.1","","","",""
"1466","224.1","9.9","","","",""
"1467","224.1","9.6","","","",""
"1468","224.3","9.6","","","",""
"1469","224.5","9.6","","","",""
"1470","224.5","9.6","","","",""
"1471","224.6","9.6","","","",""
"1472","224.6","9.1","","","",""
"1473","224.8","8.9","","","",""
"1474","225","9.1","","","",""
"1475","225","8.9","","","",""
"1476","225.1","8.7","","","",""
"1477","225.1","8.9","","","",""
"1478","225.1","9.1","","","",""
"1479","225.5","9.1","","","",""
"1480","225.7","8.8","","","",""
"1481","225.7","8.4","","","",""
"1482","225.9","8.1","","","",""
"1483","225.9","8.1","","","",""
"1484","226.1","8","","","",""
"1485","226.2","7.8","","","",""
"1486","226.2","7.6","","","",""
"1487","226.2","7.2","","","",""
"1488","226.2","6.7","","","",""
"1489","226.2","6.7","","","",""
"1490","226.2","7","","","",""
"1491","226.4","7.5","","","",""
"1492","226.4","8.1","","","",""
"1493","226.4","8.3","","","",""
"1494","226.4","9","","","",""
"1495","226.4","9.9","","","",""
"1496","226.4","10.7","","","",""
"1497","226.5","11.2","","","",""
"1498","226.5","12.1","","","",""
"1499","226.5","12.4","","","",""
"1500","227.1","11.5","","","",""
"1501","227.1","11.8","","","",""
"1502","227.1","12.7","","","",""
"1503","227.1","14.1","","","",""
"1504","227.2","14.8","","","",""
"1505","227.2","14.8","","","",""
"1506","227.4","14.8","","","",""
"1507","227.4","14.5","","","",""
"1508","227.4","14.5","","","",""
"1509","227.8","14.5","","","",""
"1510","227.9","14.5","","","",""
"1511","227.9","14.5","","","",""
"1512","227.9","15.1","","","",""
"1513","228.1","15.5","","","",""
"1514","228.1","15.5","","","",""
"1515","228.1","17.5","","","",""
"1516","228.3","17.2","","","",""
"1517","228.5","16.3","","","",""
"1518","228.6","15.2","","","",""
"1519","228.6","14.8","","","",""
"1520","228.6","14.5","","","",""
"1521","228.6","13.8","","","",""
"1522","228.8","12.5","","","",""
"1523","228.8","11.5","","","",""
"1524","228.9","11","","","",""
"1525","228.9","10.7","","","",""
"1526","228.9","10.2","","","",""
"1527","229.1","9.9","","","",""
"1528","229.3","10.2","","","",""
"1529","229.6","11","","","",""
"1530","229.6","12.4","","","",""
"1531","229.6","12.7","","","",""
"1532","229.6","13.7","","","",""
"1533","230.2","13.7","","","",""
"1534","230.2","13.7","","","",""
"1535","230.2","14.4","","","",""
"1536","230.3","15.1","","","",""
"1537","230.5","15.1","","","",""
"1538","230.7","15.1","","","",""
"1539","230.7","15.1","","","",""
"1540","230.8","14.1","","","",""
"1541","230.8","13.1","","","",""
"1542","231","12.7","","","",""
"1543","231","12.5","","","",""
"1544","231","12.1","","","",""
"1545","231.2","12.4","","","",""
"1546","231.2","13.4","","","",""
"1547","231.2","13.7","","","",""
"1548","231.3","13.7","","","",""
"1549","231.3","14.1","","","",""
"1550","231.3","14.4","","","",""
"1551","231.3","15.1","","","",""
"1552","231.3","15.5","","","",""
"1553","231.5","15.9","","","",""
"1554","231.5","16.3","","","",""
"1555","231.7","16.3","","","",""
"1556","231.9","14.5","","","",""
"1557","231.9","13.8","","","",""
"1558","232","13.4","","","",""
"1559","232","13.4","","","",""
"1560","232.2","14.4","","","",""
"1561","232.2","15.1","","","",""
"1562","232.2","15.5","","","",""
"1563","232.2","15.9","","","",""
"1564","232.2","16.3","","","",""
"1565","232.2","16.7","","","",""
"1566","232.2","17.2","","","",""
"1567","232.4","18","","","",""
"1568","232.7","19","","","",""
"1569","232.9","17.7","","","",""
"1570","232.9","16.8","","","",""
"1571","232.9","16.8","","","",""
"1572","233","17.5","","","",""
"1573","233","17.5","","","",""
"1574","233.4","17.2","","","",""
"1575","233.4","16.8","","","",""
"1576","233.4","16","","","",""
"1577","233.6","16","","","",""
"1578","233.6","15.2","","","",""
"1579","233.6","14.8","","","",""
"1580","233.6","14.8","","","",""
"1581","233.7","14.8","","","",""
"1582","234.1","15.5","","","",""
"1583","234.1","15.9","","","",""
"1584","234.3","16.7","","","",""
"1585","234.3","15.5","","","",""
"1586","234.4","15.2","","","",""
"1587","234.6","13.8","","","",""
"1588","234.6","13.4","","","",""
"1589","234.8","12.7","","","",""
"1590","235","11.9","","","",""
"1591","235","11.5","","","",""
"1592","235.1","11","","","",""
"1593","235.1","10.7","","","",""
"1594","235.1","10.4","","","",""
"1595","235.1","10.2","","","",""
"1596","235.3","10.7","","","",""
"1597","235.4","12.1","","","",""
"1598","235.4","13","","","",""
"1599","235.6","14.4","","","",""
"1600","235.6","14.8","","","",""
"1601","235.6","15.1","","","",""
"1602","235.8","13.8","","","",""
"1603","235.8","13.1","","","",""
"1604","236","13.1","","","",""
"1605","236.5","12.5","","","",""
"1606","236.5","11.9","","","",""
"1607","236.5","11.5","","","",""
"1608","236.5","12.1","","","",""
"1609","236.7","12.4","","","",""
"1610","236.7","12.7","","","",""
"1611","236.8","12.7","","","",""
"1612","236.8","12.5","","","",""
"1613","237","12.5","","","",""
"1614","237.2","12.5","","","",""
"1615","237.3","12.5","","","",""
"1616","237.3","11.5","","","",""
"1617","237.3","11.5","","","",""
"1618","237.3","12.1","","","",""
"1619","237.5","12.4","","","",""
"1620","238","12.4","","","",""
"1621","238","12.7","","","",""
"1622","238","12.7","","","",""
"1623","238","11.5","","","",""
"1624","238","11.3","","","",""
"1625","238","10.7","","","",""
"1626","238","10.2","","","",""
"1627","238.4","9.7","","","",""
"1628","238.4","9.5","","","",""
"1629","238.4","9.5","","","",""
"1630","238.4","9.3","","","",""
"1631","238.4","9.3","","","",""
"1632","238.5","9.5","","","",""
"1633","238.7","9.9","","","",""
"1634","238.7","10.7","","","",""
"1635","238.7","11.2","","","",""
"1636","238.9","12.1","","","",""
"1637","238.9","13","","","",""
"1638","238.9","13.4","","","",""
"1639","238.9","13.7","","","",""
"1640","238.9","14.4","","","",""
"1641","238.9","14.8","","","",""
"1642","238.9","15.1","","","",""
"1643","238.9","15.5","","","",""
"1644","238.9","16.3","","","",""
"1645","239.4","14.1","","","",""
"1646","239.4","14.1","","","",""
"1647","239.4","13.1","","","",""
"1648","239.5","13.1","","","",""
"1649","239.7","13.4","","","",""
"1650","239.7","13.4","","","",""
"1651","239.9","12.7","","","",""
"1652","239.9","12.1","","","",""
"1653","240.2","12.7","","","",""
"1654","240.4","13.4","","","",""
"1655","240.6","14.1","","","",""
"1656","240.6","15.1","","","",""
"1657","240.6","15.1","","","",""
"1658","240.6","15.1","","","",""
"1659","240.6","14.8","","","",""
"1660","240.6","13.8","","","",""
"1661","240.8","13.1","","","",""
"1662","240.8","12.5","","","",""
"1663","240.8","12.1","","","",""
"1664","240.8","11.5","","","",""
"1665","240.8","11","","","",""
"1666","240.8","10.4","","","",""
"1667","240.8","9.9","","","",""
"1668","240.8","9.7","","","",""
"1669","240.8","9.7","","","",""
"1670","241.3","9.5","","","",""
"1671","241.3","9.9","","","",""
"1672","241.3","10.4","","","",""
"1673","241.3","11.5","","","",""
"1674","241.3","12.1","","","",""
"1675","241.3","13","","","",""
"1676","241.5","13.7","","","",""
"1677","241.5","14.4","","","",""
"1678","241.6","15.9","","","",""
"1679","241.6","15.9","","","",""
"1680","241.8","17.5","","","",""
"1681","241.8","18","","","",""
"1682","241.9","19","","","",""
"1683","241.9","18","","","",""
"1684","241.9","15.5","","","",""
"1685","242.1","14.5","","","",""
"1686","242.3","14.5","","","",""
"1687","242.3","14.1","","","",""
"1688","242.3","13.8","","","",""
"1689","242.3","13.8","","","",""
"1690","242.6","13.8","","","",""
"1691","242.6","14.1","","","",""
"1692","242.8","14.1","","","",""
"1693","243","14.1","","","",""
"1694","243","13.1","","","",""
"1695","243","12.5","","","",""
"1696","243.2","11.5","","","",""
"1697","243.2","11","","","",""
"1698","243.3","11","","","",""
"1699","243.7","12.4","","","",""
"1700","243.7","12.7","","","",""
"1701","243.7","13.7","","","",""
"1702","243.8","14.4","","","",""
"1703","243.8","14.8","","","",""
"1704","244","13.1","","","",""
"1705","244","13.4","","","",""
"1706","244.3","14.1","","","",""
"1707","244.3","14.4","","","",""
"1708","244.3","13.4","","","",""
"1709","244.3","13.1","","","",""
"1710","244.3","12.7","","","",""
"1711","244.5","13","","","",""
"1712","244.7","13.4","","","",""
"1713","244.9","14.4","","","",""
"1714","244.9","13.1","","","",""
"1715","244.9","12.5","","","",""
"1716","244.9","12.1","","","",""
"1717","244.9","11.5","","","",""
"1718","245.2","11","","","",""
"1719","245.4","10.2","","","",""
"1720","245.6","9.9","","","",""
"1721","245.6","10.7","","","",""
"1722","245.6","11.8","","","",""
"1723","245.7","13","","","",""
"1724","245.9","12.7","","","",""
"1725","245.9","12.1","","","",""
"1726","245.9","11.5","","","",""
"1727","246","11.3","","","",""
"1728","246.2","11.3","","","",""
"1729","246.2","11.5","","","",""
"1730","246.4","12.4","","","",""
"1731","246.6","12.7","","","",""
"1732","246.7","12.7","","","",""
"1733","246.7","12.1","","","",""
"1734","247.1","12.1","","","",""
"1735","247.1","11.9","","","",""
"1736","247.1","11.9","","","",""
"1737","247.1","11.9","","","",""
"1738","247.3","11.3","","","",""
"1739","247.3","11.3","","","",""
